year,deux_DET oies_NOUN,deux_DET pois_NOUN
1893,1.8475249941030114e-08,1.1700991509044911e-08
1894,2.3315695596437536e-08,1.0082462864602348e-08
1895,4.032471756509892e-08,9.027921521465032e-09
1896,2.5357223876198987e-08,2.358811590497112e-09
1897,4.4283022804236793e-08,4.661370733849424e-09
1898,1.867257115595322e-08,1.6975064687230201e-09
1899,8.291367592505594e-09,2.2110313580014918e-09
1900,2.3359739032002835e-08,2.595526460424935e-09
1901,2.0678334156087885e-08,5.029865024486213e-09
1902,1.8659078282468045e-08,1.0802624572647801e-08
1903,1.8360748255119574e-08,8.100330628479924e-09
1904,3.815983884436491e-08,7.524475265086039e-09
1905,7.741138396966107e-09,5.1607592088664944e-09
1906,3.3951617239846854e-08,8.745113522223846e-09
1907,2.1085658274966335e-08,4.1142746431965804e-09
1908,2.4065805792616857e-08,9.331639017062798e-09
1909,3.960708327976903e-08,6.0510818578052294e-09
1910,1.2825962070195374e-08,7.481811170606534e-09
1911,2.128149700908466e-08,2.128149656499545e-09
1912,2.9693701220079305e-08,1.1460726756507e-08
1913,1.8560464554173706e-08,6.893886517200798e-09
1914,3.683208982252495e-08,6.027069343605973e-09
1915,2.4739600035239562e-08,4.712304768617059e-09
1916,1.8678685265172135e-08,1.0987461607214755e-08
1917,3.728584163642523e-08,1.4256352209862655e-08
1918,1.722956533001252e-08,6.89182577673364e-09
1919,1.0128633542993981e-08,4.603924352863942e-09
1920,8.329454903588385e-09,3.028892692213958e-09
1921,8.330022005509363e-09,1.5145494858259667e-09
1922,1.7707045385506603e-08,1.180469710870824e-08
1923,1.0615948120573648e-08,3.1847844361720945e-09
1924,2.1915761205804074e-08,2.578324886925998e-09
1925,2.3096173862313663e-08,2.1996355847875293e-09
1926,3.343841470382358e-08,6.687683296036084e-09
1927,2.2298449531277242e-08,4.459690061686672e-09
1928,2.5137290915466792e-08,1.0283437101854531e-08
1929,1.1140406153131721e-08,2.2280812750352652e-09
1930,1.575540586884472e-08,5.2518016602221e-09
1931,9.124285327288817e-09,1.0264820993199919e-08
1932,1.5343351700281005e-08,6.575722188983946e-09
1933,1.7205993074753678e-08,8.02946331646126e-09
1934,2.3963160344919743e-08,2.3963160344919743e-09
1935,2.752705441366743e-08,8.377798899061872e-09
1936,1.333718646634452e-08,1.2124714565686645e-09
1937,2.0145789370040745e-08,0.0
1938,6.4826072287971215e-09,1.0372171899142302e-08
1939,1.5294050470515685e-08,7.647025235257843e-09
1940,2.0286263113789005e-08,5.0715658339584024e-09
1941,2.6563524713196784e-08,2.9515025978810172e-09
1942,2.1239482617119165e-08,3.034211770724937e-09
1943,2.0322646676618206e-08,8.709705845433291e-09
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,1.089252066321933e-08,2.178504043826024e-09
1946,1.1136883415474585e-08,2.7842208538686464e-09
1947,3.5762612871081956e-09,5.960435700558264e-09
1948,5.435944139264848e-09,6.523132700664291e-09
1949,1.079870937115146e-08,4.908504158684934e-09
1950,1.4889506294579746e-08,2.1270722960764488e-09
1951,1.4925962910083967e-08,2.1322803522849654e-09
1952,8.43584291310151e-09,0.0
1953,1.4005975490505307e-08,4.30953106533849e-09
1954,1.9545072449389522e-08,1.9545072227344917e-09
1955,2.9095383879962355e-08,3.754243138587299e-09
1956,1.2209597999301991e-08,4.36057079333807e-09
1957,1.7670074847764283e-08,4.417518795207798e-09
1958,1.9026159758794847e-08,3.3088973783179654e-09
1959,1.860179499324488e-08,3.875373910666724e-09
1960,2.2838750723952472e-08,1.3841666701708277e-09
1961,1.5980766210343944e-08,3.47407969059077e-09
1962,1.3318108227355907e-08,6.341956293454132e-09
1963,1.9398159301076134e-08,3.2330267352165265e-09
1964,1.64267148772268e-08,2.4335873316516654e-09
1965,1.8604947471523303e-08,2.188817405102128e-09
1966,1.9386760863326913e-08,1.6617224263271169e-09
1967,1.0353704338328384e-08,3.451234797946512e-09
1968,1.706738025908372e-08,3.1439910674890825e-09
1969,3.451735930415367e-08,2.2708788183223305e-09
1970,1.1036939917552502e-08,6.898087351325799e-09
1971,1.592903242642052e-08,2.569198631618974e-09
1972,1.6929484925043425e-08,5.130146862875051e-10
1973,1.6539610570021068e-08,2.205281512956958e-09
1974,2.137717214356627e-08,5.063014507644681e-09
1975,1.599214494163448e-08,1.1422960355389478e-09
1976,2.1140049488721502e-08,2.856763492431469e-09
1977,2.4094805706198485e-08,4.7014254711541525e-09
1978,2.198018778098998e-08,2.3762365408686037e-09
1979,1.755592016206009e-08,1.1703946700691858e-09
1980,1.5349906457018392e-08,4.548120602354544e-09
1981,1.644642921849737e-08,2.5302198114474095e-09
1982,1.738100685599875e-08,5.586751949948621e-09
1983,8.841442022955448e-09,3.789189517711122e-09
1984,1.1018116474748041e-08,6.958810416790584e-09
1985,1.0828004493035337e-08,3.0077789148208467e-09
1986,1.9781802029772422e-08,4.7955883708539204e-09
1987,1.1610552075325131e-08,1.8332451112712533e-09
1988,1.2592763276586538e-08,0.0
1989,5.488122178931576e-09,1.0976244357863152e-09
1990,2.0160008995517842e-08,5.4486510858708925e-09
1991,1.6412102732399347e-08,2.930732601047481e-09
1992,1.4325855057784054e-08,2.754972083796048e-09
1993,2.437251223064152e-08,3.877445309274918e-09
1994,1.582477948680605e-08,0.0
1995,1.3013882305124014e-08,3.79571546416102e-09
1996,1.3345230476247139e-08,3.2028553142993132e-09
1997,8.630809844589749e-09,1.917957792585412e-09
1998,1.4304387785379902e-08,2.86087753487152e-09
1999,1.7823783837744855e-08,2.7421207526856506e-09
2000,8.836062770356534e-09,2.6508187866980393e-09
2001,1.0076786682855499e-08,8.762423564512289e-10
2002,1.3143664601145133e-08,1.7524885431718928e-09
2003,2.0001230061073016e-08,4.166922806803086e-09
2004,1.673820693159911e-08,3.9643121285681815e-09
2005,1.666387328125296e-08,2.251874686720612e-09
2006,1.0706514064207084e-08,1.2353669753828456e-09
2007,1.5179021789490932e-08,3.595031605740928e-09
2008,1.362380658287421e-08,1.7029758714315335e-09
2009,1.668867311011013e-08,4.76819250749827e-09
2010,1.7478034408657805e-08,3.77903447423833e-09
2011,2.5620612964516454e-08,3.059177577924288e-09
2012,2.7574446503919603e-08,6.808505426114664e-09
2013,2.5102124379117186e-08,5.5782499175371925e-09
2014,2.252062950014455e-08,6.06324668250835e-09
2015,1.662431570181866e-08,8.866301304255586e-09
2016,2.1334802369210593e-08,5.385484197484303e-09
2017,2.037645163710522e-08,3.5218559180094644e-09
2018,2.297505452553139e-08,5.16293346963792e-09
2019,2.1683395745597522e-08,6.887666770261092e-09
