year,trois_DET autos_NOUN,trois_DET poteaux_NOUN
1911,3.1922244847493175e-09,1.5429085231666306e-08
1912,0.0,1.1981668768257236e-08
1913,1.484837142129436e-08,1.3257474229533273e-08
1914,6.6967438816512015e-09,1.2054139020278853e-08
1915,1.8849219074468238e-08,8.246533234057551e-09
1916,9.888715846173568e-09,2.307367097387214e-08
1917,1.096642476827725e-08,4.386569774084137e-09
1918,1.6080926812378493e-08,1.1486376294556067e-08
1919,1.1970203273037328e-08,1.8415697411455767e-08
1920,1.4387239843927091e-08,9.086678076641874e-09
1921,7.572747373618682e-09,4.543648568500203e-09
1922,3.172512297311414e-08,7.377935595798135e-09
1923,1.2739137744688378e-08,7.431163684401554e-09
1924,1.4180787211159895e-08,1.6759111876041288e-08
1925,2.4195990988573612e-08,1.0998178368026856e-08
1926,2.5636118672345276e-08,1.0031524277920312e-08
1927,1.3379069629948503e-08,8.919379901328739e-09
1928,7.998228745975666e-09,9.140832868403947e-09
1929,1.67106100068537e-08,2.2280812750352652e-09
1930,1.2604324695075775e-08,2.10072066408884e-08
1931,1.596749932275543e-08,1.2545892325022123e-08
1932,2.7398840973802407e-08,4.383814644626227e-09
1933,1.7205993074753678e-08,1.0323596200123575e-08
1934,1.5576054224197833e-08,1.0783422155213884e-08
1935,9.574627313213568e-09,9.574627313213568e-09
1936,1.091224310911798e-08,1.2124714565686645e-08
1937,1.1332006000230876e-08,1.2591118370153254e-08
1938,2.074434268806158e-08,5.186085783037697e-09
1939,1.070583532936098e-08,1.6823456405745674e-08
1940,7.607348528892999e-09,1.5214697057785997e-08
1941,2.9515025090631752e-08,1.7709016475464523e-08
1942,1.2136847082899749e-08,1.2136847082899749e-08
1943,2.9032351633873077e-08,5.806470415592457e-09
1944,1.2852744646352221e-08,1.7993842327257425e-07
1945,3.485606514530559e-08,4.357008087652048e-09
1946,3.2018538931311014e-08,1.3921104269343232e-08
1947,1.907339353124371e-08,1.1920871179071924e-08
1948,1.1959076839929139e-08,9.784699273041042e-09
1949,1.1780409980843842e-08,1.0798709482173763e-08
1950,1.914365066468804e-08,1.0635361480382244e-09
1951,1.8124383327489113e-08,2.5587364338441887e-08
1952,1.370824520563474e-08,2.4253048791500476e-08
1953,1.508335811806205e-08,1.6160741300730308e-08
1954,1.4658803726419478e-08,1.4658803948464083e-08
1955,1.5016972554349195e-08,8.447047505910632e-09
1956,1.6570169014684666e-08,1.4825940475304833e-08
1957,1.3252556829712603e-08,1.501956425897788e-08
1958,1.3235589180204954e-08,1.9853384713997002e-08
1959,1.2401196514133517e-08,1.2401196514133517e-08
1960,1.6609999708983025e-08,6.2287499602575735e-09
1961,1.8065213991391715e-08,4.86371165564492e-09
1962,1.2683913142019776e-08,5.707760597495337e-09
1963,1.4871922249248826e-08,1.1638895625054602e-08
1964,2.251068298431136e-08,7.909158883379064e-09
1965,8.755269398363907e-09,5.472043540510896e-09
1966,7.200797291773142e-09,9.970334557962701e-09
1967,8.874603940611792e-09,1.2325838794069455e-08
1968,8.98283178396575e-09,7.63540694559417e-09
1969,3.6334061870313406e-09,2.8158897658059345e-08
1970,3.678979926258208e-09,7.357959852516416e-09
1971,4.624557736754298e-09,1.1818314327172175e-08
1972,2.0520587451500205e-09,1.0773308800615666e-08
1973,6.615844538870874e-09,1.5436970590698706e-08
1974,1.2938814519802833e-08,1.518904335640059e-08
1975,9.709516746170266e-09,2.3988217190407113e-08
1976,8.570290255249802e-09,1.1998406657109939e-08
1977,6.464459911814657e-09,1.23412418062685e-08
1978,4.75247319275951e-09,1.3663360221016774e-08
1979,2.3407893401383717e-09,1.4044736262874835e-08
1980,6.253665585376211e-09,1.7055451329017757e-08
1981,1.0753434365184944e-08,9.488324348438937e-09
1982,8.69050320595477e-09,1.3656505148951226e-08
1983,1.89459470334441e-09,1.073603728141137e-08
1984,9.858314165001048e-09,2.2616133854569398e-08
1985,6.617113967877231e-09,1.564045071233977e-08
1986,6.593933954412989e-09,1.7384007233722798e-08
1987,2.4443267965246207e-09,1.283271516827611e-08
1988,4.7972429917386705e-09,2.0987938498251424e-08
1989,4.939309961038418e-09,1.262268123358723e-08
1990,5.4486510858708925e-09,1.1987032311200352e-08
1991,1.3481370020329564e-08,1.52398094144246e-08
1992,8.815910890191958e-09,2.2039776004234568e-08
1993,3.877445142741465e-09,1.2186256448387667e-08
1994,7.912389798914177e-09,2.37371702294098e-08
1995,6.506940930517402e-09,1.7894087100955858e-08
1996,9.074756279758844e-09,2.508903285125541e-08
1997,5.274383707565278e-09,1.4864173336626152e-08
1998,8.105819793158275e-09,1.764207735455159e-08
1999,4.570201023179621e-09,1.3710603236072316e-08
2000,7.068850282898609e-09,1.8997534878550937e-08
2001,3.066848275334877e-09,1.8839209831034154e-08
2002,5.257465574004527e-09,1.4458030661579357e-08
2003,1.0000614780736328e-08,2.2084691853052618e-08
2004,2.2023955992267474e-09,1.6738206376487597e-08
2005,3.1526246058177776e-09,1.5763124139311913e-08
2006,4.941467679486777e-09,1.5647981910227315e-08
2007,1.9972397347078896e-09,1.3980678170710803e-08
2008,7.237647453584017e-09,1.1069343108793817e-08
2009,4.76819250749827e-09,1.1443661795951243e-08
2010,4.251413776579227e-09,1.369899971237487e-08
2011,5.735957903096889e-09,6.883149494818497e-09
2012,6.808505648159269e-09,7.82978107349841e-09
2013,6.693900211907078e-09,9.204112250138508e-09
2014,8.661780737106994e-09,9.74450370394564e-09
2015,6.206411051756788e-09,1.1304534419664947e-08
2016,1.4499380585064614e-09,1.2013772476837659e-08
2017,5.282783654969592e-09,9.559322777796808e-09
2018,5.421080029321956e-09,1.3681773824991694e-08
2019,4.336679071403893e-09,1.0714148679369373e-08
