year,des_DET eaux_NOUN,des_DET pots_NOUN
1910,7.122683996385604e-06,7.038246563340067e-07
1911,6.413179164610483e-06,6.485536196976227e-07
1912,6.157015072005834e-06,6.00125297012255e-07
1913,5.958439423636719e-06,6.559798517713489e-07
1914,5.755851248068211e-06,6.027069421321585e-07
1915,5.268356662924134e-06,6.420515301641672e-07
1916,4.6861523514962755e-06,5.109170118089423e-07
1917,4.420565666407583e-06,5.296782905617192e-07
1918,4.654279464944011e-06,5.479001368158265e-07
1919,4.755853723281689e-06,5.405007055259148e-07
1920,5.151389402158202e-06,5.118828703132294e-07
1921,5.319097759581837e-06,4.793549006620879e-07
1922,5.0915132021600584e-06,5.673632497149583e-07
1923,5.053191209469787e-06,5.042575352831591e-07
1924,5.75997785290383e-06,5.698097740314267e-07
1925,5.5727766365976095e-06,6.301955863818876e-07
1926,5.224195156472433e-06,5.539630718587318e-07
1927,5.202228344103332e-06,6.901370124268169e-07
1928,5.289114298534514e-06,6.867050874603819e-07
1929,5.342938777630479e-06,5.859853491330114e-07
1930,4.97450676562039e-06,5.262305204922768e-07
1931,4.785687728769972e-06,6.147487425778309e-07
1932,5.736221488916726e-06,6.400369549908191e-07
1933,4.8887962478261215e-06,5.815625865324137e-07
1934,4.89088120048109e-06,6.062679780427516e-07
1935,4.832793294440307e-06,5.816586163831516e-07
1936,5.008719377030957e-06,6.256352875766424e-07
1937,4.882835717978651e-06,5.313452087207793e-07
1938,5.153672823610123e-06,5.600972583508224e-07
1939,5.677151669658542e-06,6.148208413492284e-07
1940,5.773977530765251e-06,5.29978636976125e-07
1941,5.776090482356722e-06,6.965546237580611e-07
1942,5.291665118534183e-06,5.886370693097831e-07
1943,6.21001997913595e-06,6.241955947672295e-07
1944,4.4920344279830715e-06,5.108965961397871e-07
1945,4.028054089388888e-06,5.424474807114166e-07
1946,4.195820942243245e-06,5.540599730124995e-07
1947,3.857593902978351e-06,5.412075418931295e-07
1948,4.4379048134146615e-06,6.41441397775111e-07
1949,4.915376095482316e-06,4.937955164763252e-07
1950,4.415802159485338e-06,5.168785648379526e-07
1951,4.885054256220656e-06,5.490621877157764e-07
1952,5.54867567714723e-06,5.704739187706309e-07
1953,5.548521041731647e-06,5.882509892529697e-07
1954,5.312350786823572e-06,5.658298691813002e-07
1955,5.132050361567053e-06,4.589562205836728e-07
1956,4.85767606051013e-06,5.790837986907604e-07
1957,5.200303036190235e-06,7.509781809744709e-07
1958,5.048550388409012e-06,5.575491828224699e-07
1959,4.817864891037971e-06,4.557439705621391e-07
1960,4.924864803967921e-06,6.11801665328926e-07
1961,4.858153069164928e-06,5.336186346127647e-07
1962,4.328385351470843e-06,5.314559263780438e-07
1963,4.393036736161093e-06,6.394926934660816e-07
1964,4.560542503639908e-06,5.883197626843639e-07
1965,4.31798943267836e-06,5.083528415994465e-07
1966,5.06160660762589e-06,5.816028618710334e-07
1967,5.0047836275268764e-06,5.40857805653161e-07
1968,4.77662083397945e-06,5.057334311331374e-07
1969,4.685277286142764e-06,5.341107254253075e-07
1970,4.679662534812223e-06,4.920635809924079e-07
1971,4.647680352576344e-06,5.08187483205802e-07
1972,4.618158200742073e-06,5.053194573889641e-07
1973,4.508698193461669e-06,5.237543430069991e-07
1974,4.984256406714849e-06,5.293662805883059e-07
1975,4.726249731135113e-06,5.043236850355015e-07
1976,4.724515587639644e-06,5.256444834955687e-07
1977,4.3552831421322935e-06,5.054032534701491e-07
1978,3.976631784752271e-06,6.184155818544923e-07
1979,4.152560173054098e-06,5.354555696612806e-07
1980,4.253629711570284e-06,5.611243611980399e-07
1981,3.919943097230316e-06,5.667692182242945e-07
1982,4.038600888378596e-06,5.276376944252092e-07
1983,3.4879489696493238e-06,5.911135705360948e-07
1984,3.709045756750129e-06,5.741018185290159e-07
1985,4.073134419968483e-06,5.889231289302188e-07
1986,3.33952788267311e-06,5.82664014814327e-07
1987,3.661601468252229e-06,5.634173314561508e-07
1988,3.44262155849151e-06,5.594784635576389e-07
1989,3.4772741805966234e-06,5.636301629863283e-07
1990,3.6582242799454434e-06,5.764672827979211e-07
1991,3.1874648271923434e-06,5.691482645175938e-07
1992,3.114220390898481e-06,5.835030751910608e-07
1993,3.0160983719440537e-06,6.176216515996202e-07
1994,3.1296139688663516e-06,5.580872635135847e-07
1995,3.113028970602727e-06,6.924469495572794e-07
1996,3.033103904925838e-06,6.480443772716171e-07
1997,2.9220088073600436e-06,6.195003621201067e-07
1998,2.8899631168144424e-06,6.446510578683728e-07
1999,3.118248304900817e-06,6.252035031906189e-07
2000,2.7762909446948925e-06,7.272079720621605e-07
2001,2.794336861455804e-06,6.414093931539355e-07
2002,2.485466890078669e-06,7.886198858386706e-07
2003,2.755586173464053e-06,7.933821137839914e-07
2004,2.3332178891166677e-06,8.091601362281153e-07
2005,2.4833675205115924e-06,6.616008292326114e-07
2006,2.58891749460588e-06,7.490441937818559e-07
2007,2.371921908661534e-06,7.813201570172623e-07
2008,2.570216256714275e-06,7.616559543066614e-07
2009,2.640624948924142e-06,7.195202371690357e-07
2010,2.650992591668455e-06,8.805150315538413e-07
2011,3.1027709646025414e-06,1.0133525805144927e-06
2012,2.6028916657594436e-06,1.1727650104376153e-06
2013,2.386096483064648e-06,1.0478743277531066e-06
2014,2.5058532671096145e-06,1.1069756133963438e-06
2015,2.4663834317095734e-06,1.0750390799785237e-06
2016,2.929910493776333e-06,1.04768380282394e-06
2017,2.845408030083263e-06,9.438573762565738e-07
2018,2.4431000227309596e-06,1.0403311136997218e-06
2019,2.2912971751054556e-06,1.0129971812489202e-06
