year,véritables_ADJ artisans_NOUN,véritables_ADJ partisans_NOUN
1857,4.881509085841174e-10,5.857811125054013e-09
1858,3.4255731584664773e-09,1.468102750479261e-09
1859,4.582956236731661e-09,1.018434669930457e-09
1860,1.0069804545764782e-08,1.327383358784573e-08
1861,2.357981809808507e-09,2.357981809808507e-09
1862,4.517986429419807e-09,3.6143890103090826e-09
1863,9.989241656072068e-10,3.496234635136375e-09
1864,1.4384183621984903e-08,4.794728170054441e-09
1865,2.3534221238463715e-09,9.88437331983505e-09
1866,9.731225825149181e-10,4.379051787850585e-09
1867,1.94112459439566e-09,3.396968040192405e-09
1868,5.9278488784286765e-09,1.4819622196071691e-09
1869,8.30198221279943e-09,3.4184632902167778e-09
1870,5.734048791339319e-09,4.013834153937523e-09
1871,6.37270636261178e-09,2.1242354542039266e-09
1872,1.814201766592305e-08,7.861540751719076e-09
1873,4.190203295451056e-09,0.0
1874,5.974609140757536e-10,5.974609140757536e-10
1875,1.4303817685856757e-08,1.716458086775674e-09
1876,2.418405919968336e-09,3.627608879952504e-09
1877,3.0924081073635534e-09,3.0924081073635534e-09
1878,2.4156354694326865e-09,3.0195443923020093e-09
1879,3.0546627449723474e-09,3.0546627449723474e-09
1880,8.343199908722454e-09,3.2089231272180996e-09
1881,7.66975827293237e-09,1.3945015142624584e-09
1882,1.3976308999019693e-08,1.9966155395678697e-09
1883,6.319338829996468e-09,1.2638677882037541e-09
1884,6.601696966868076e-09,5.941527270181268e-09
1885,6.445635580831777e-09,6.445635691854079e-10
1886,5.162771099520569e-09,6.453463874400711e-10
1887,1.9586774424595887e-09,3.264462256069578e-09
1888,8.87686080197625e-09,7.60873763994141e-09
1889,2.5060546970934183e-09,3.759081934617825e-09
1890,3.9326319978272295e-09,2.6217545912032847e-09
1891,7.0116419337296065e-09,2.5496880162734215e-09
1892,1.191017329205124e-08,3.1342561879199593e-09
1893,4.310891643655168e-09,6.158416554491453e-10
1894,8.192000855444803e-09,4.411077725308132e-09
1895,1.444467478961542e-08,2.4074457982692365e-09
1896,1.0024948871034667e-08,5.89702897624278e-10
1897,2.330685422435863e-09,5.826713556089658e-10
1898,1.6975064687230201e-09,2.26334195829736e-09
1899,7.185851913504848e-09,5.527578395003729e-09
1900,1.4534948911126833e-08,3.633737311048435e-09
1901,1.676621730339889e-09,0.0
1902,1.0802624572647801e-08,4.910283846193408e-10
1903,1.0260418292773466e-08,2.1600881083827517e-09
1904,9.13686282189019e-09,2.6873125946735854e-09
1905,1.3417973399043603e-08,6.708986699521802e-09
1906,1.18316245689698e-08,5.144184522798412e-10
1907,2.3142794347563722e-08,1.0285686968813934e-08
1908,6.384805573134145e-09,9.331639461152008e-09
1909,9.351672325408344e-09,2.2003934230241384e-09
1910,9.619471441624228e-09,1.068830135508847e-09
1911,1.4365010514438836e-08,2.6601871816467337e-09
1912,9.897900277167082e-09,5.209421227725386e-10
1913,1.113627856597077e-08,1.060597942803554e-09
1914,1.808120764223986e-08,8.705766774141921e-09
1915,2.2383447872975637e-08,0.0
1916,2.307367097387214e-08,1.0987462051303964e-09
1917,2.7416060532914344e-08,0.0
1918,2.8715941624568586e-08,0.0
1919,3.591060959706738e-08,2.762354567309444e-09
1920,1.4387239843927091e-08,1.0601124422748853e-08
1921,8.330022005509363e-09,7.572747429129834e-10
1922,5.902348387820666e-09,1.4755870969551665e-09
1923,1.6985516992917837e-08,5.307974060286824e-09
1924,7.734974438733389e-09,5.156649773851996e-09
1925,2.4195990988573612e-08,1.0998177923937646e-09
1926,2.6750733184144337e-08,4.458455382660986e-09
1927,1.0034302388994831e-08,3.3447675740205796e-09
1928,2.170947865920425e-08,5.713020723163709e-09
1929,2.2280811862174232e-08,2.2280812750352652e-09
1930,1.8906487042613662e-08,6.302162347537887e-09
1931,3.193499864551086e-08,7.983749661377715e-09
1932,1.4247397928102146e-08,5.4797681947604815e-09
1933,1.1470662641954732e-08,3.4411986593596566e-09
1934,1.0783422155213884e-08,9.585264137967897e-09
1935,3.590485242455088e-09,0.0
1936,9.699771652549316e-09,0.0
1937,2.1404900962807005e-08,5.0364472592434595e-09
1938,1.1668692678767911e-08,6.482607339819424e-09
1939,1.3764645423464117e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,2.730790527039062e-08,1.2136847082899749e-08
1943,2.6129116648121453e-08,0.0
1944,3.855823393905666e-08,3.2131861615880553e-09
1945,2.178504132643866e-08,6.535512131478072e-09
1946,2.5057987684817817e-08,5.568441707737293e-09
1947,3.8146787284532024e-08,3.5762612871081956e-09
1948,2.9354097819123126e-08,2.174377566888097e-09
1949,3.141442661558358e-08,6.8719057111366055e-09
1950,2.4461330738745346e-08,7.444753258312176e-09
1951,1.7058242818279723e-08,4.264560704569931e-09
1952,2.319856839960721e-08,3.1634410646574906e-09
1953,2.5857186614075545e-08,3.232148326759443e-09
1954,9.772536557761669e-09,1.9545072227344917e-09
1955,1.0324168187025862e-08,3.754243138587299e-09
1956,1.3081712602058815e-08,1.1337483840634377e-08
1957,8.835037590415595e-09,8.835037590415595e-09
1958,1.3235589513271862e-08,9.926692356998501e-09
1959,1.705164542897819e-08,2.325224457422337e-09
1960,2.145458388724819e-08,6.920833239831836e-09
1961,2.501337270643944e-08,5.55852741612739e-09
1962,2.5367825173816527e-08,6.976152100435229e-09
1963,1.5518526907953856e-08,3.879631726988464e-09
1964,1.8860301764789256e-08,4.867174663303331e-09
1965,2.3529786119524942e-08,4.377634699181954e-09
1966,1.8832853498906843e-08,4.431259803538978e-09
1967,2.267954357648705e-08,4.437302081328198e-09
1968,1.661823922916028e-08,4.042274071025531e-09
1969,2.361714024345929e-08,2.2708788183223305e-09
1970,1.7935027685211935e-08,9.197449912790034e-09
1971,1.7984391087466634e-08,3.083038491169532e-09
1972,1.9494558856081312e-08,1.2825367434743384e-08
1973,1.543697081274331e-08,1.0475087464101307e-08
1974,1.518904291231138e-08,2.812785782069227e-09
1975,3.4268879289811593e-08,2.8557400888473694e-09
1976,2.5710871598416674e-08,4.570821499072508e-09
1977,1.2928920156696222e-08,9.990529292736028e-09
1978,1.900989232694883e-08,1.7821774056514528e-09
1979,2.3407892513205297e-08,8.192762912528906e-09
1980,2.1603572264439208e-08,4.548120546843393e-09
1981,1.5813874654213578e-08,1.8976649140967083e-09
1982,2.5450759721934446e-08,3.1037510339615437e-09
1983,1.9577479193344516e-08,3.157658134966823e-09
1984,2.203623239438457e-08,3.479405208395292e-09
1985,1.8648229627160617e-08,3.609334831011779e-09
1986,1.9182353483415682e-08,5.994485463567401e-10
1987,1.2832715334809564e-08,4.277571630240118e-09
1988,1.9788627514394364e-08,1.0793796967334401e-08
1989,2.57941739079115e-08,7.134558721588746e-09
1990,1.4166492867673242e-08,5.993515905799995e-09
1991,1.75843961613964e-08,3.5168792322792797e-09
1992,1.928480486412809e-08,1.65298330578878e-09
1993,2.3818591543545153e-08,5.539207315052863e-09
1994,2.2154692302933654e-08,9.494868002946077e-09
1995,1.843633334885908e-08,3.795715741716776e-09
1996,1.548046646426826e-08,3.2028553142993132e-09
1997,3.6441196726855196e-08,3.835915585170824e-09
1998,1.859570453177639e-08,3.814503379828693e-09
1999,1.96518641359944e-08,2.285100553223174e-09
2000,2.5624583344097118e-08,5.743440834038438e-09
2001,1.8839211080035057e-08,7.0099388516098315e-09
2002,2.803981730137295e-08,3.504977197366088e-09
2003,1.7917768602160322e-08,7.91715315529018e-09
2004,2.114299846311951e-08,6.166707589017051e-09
2005,2.0266872624574717e-08,3.1526248278623825e-09
2006,1.8530505130343045e-08,3.294311934354255e-09
2007,3.515141955290346e-08,5.592271090648637e-09
2008,2.8099102683531996e-08,3.8316958494988285e-09
2009,1.9072770696126895e-08,4.291373478793048e-09
2010,2.3146585093059002e-08,4.2514138876015295e-09
2011,2.409102417555431e-08,4.5887662558641296e-09
2012,2.7234022592637075e-08,1.7021263287730903e-09
2013,1.9244963400666393e-08,8.367375126105969e-10
2014,1.9055916761212544e-08,1.7323561474213989e-09
2015,2.3939013771290263e-08,3.103205470367243e-09
2016,1.6156452287141576e-08,2.6927420293532123e-09
2017,1.33327402451755e-08,1.509366853724714e-09
2018,1.2132893134619849e-08,1.5488800242380307e-09
2019,1.2244740998923476e-08,1.2754939326953263e-09
