year,voulez_VERB poser_VERB
1958,8.272243445794913e-10
1959,2.325224457422337e-09
1960,6.2287499602575735e-09
1961,4.16889545107324e-09
1962,3.170978146727066e-09
1963,5.819448034571906e-09
1964,4.258777774879263e-09
1965,4.377634699181954e-09
1966,3.3234448526542337e-09
1967,2.9582012395223956e-09
1968,1.392338955241712e-08
1969,1.407944960618579e-08
1970,2.3913370839068193e-08
1971,7.707596338946132e-09
1972,7.69522046084603e-09
1973,1.268036875501366e-08
1974,2.306484425673716e-08
1975,1.313640396460869e-08
1976,1.7711933253394818e-08
1977,2.52701610747863e-08
1978,1.485147826940647e-08
1979,1.6385525825057812e-08
1980,3.581644847372445e-08
1981,2.5934753011824796e-08
1982,1.3035754697909852e-08
1983,2.2103606056589342e-08
1984,2.8415142239168745e-08
1985,1.5038894574104233e-08
1986,2.1580147446798037e-08
1987,1.2221633483022742e-08
1988,5.99655392008458e-09
1989,1.5915555096057687e-08
1990,9.262707045820662e-09
1991,2.5204300868608698e-08
1992,1.8733810946969243e-08
1993,1.0524494165053966e-08
1994,1.8989736005892155e-08
1995,5.4224509327127635e-09
1996,2.6690460952494277e-09
1997,5.274384040632185e-09
1998,8.582632382569955e-09
1999,5.0272213059088244e-09
2000,5.743440834038438e-09
2001,5.695575122643959e-09
2002,4.81934359086722e-09
2003,1.8334461060476315e-08
2004,2.8190664025373735e-08
2005,1.9816498664226856e-08
2006,1.6471560115860484e-08
2007,7.589511241690161e-09
2008,9.79211112195344e-09
2009,6.675469510497578e-09
2010,3.7790344187271785e-09
2011,1.644307978665438e-08
2012,1.463828702696901e-08
2013,1.1714325509615264e-08
2014,1.0610681222544827e-08
2015,1.1304534197620342e-08
2016,1.0770968117412849e-08
2017,1.0565567976072998e-08
2018,1.0067719991013746e-08
2019,1.1479444950168727e-08
