year,leurs_DET heures_NOUN,leurs_DET peurs_NOUN
1800,1.2891074341325748e-07,0.0
1801,8.572257526040516e-08,2.3811825844433088e-09
1802,5.594600338554301e-08,0.0
1803,1.09218993626925e-07,0.0
1804,1.359518086996303e-07,0.0
1805,1.2224374756897305e-07,0.0
1806,7.492339726411501e-08,2.881669125542885e-09
1807,1.9359294345377975e-07,0.0
1808,1.1783584952240744e-07,0.0
1809,1.423189246452239e-07,0.0
1810,1.5678848797051614e-07,0.0
1811,1.3287506384074277e-07,0.0
1812,1.2535878601838135e-07,0.0
1813,9.777521592368998e-08,0.0
1814,1.0069366851439554e-07,0.0
1815,9.979726911524267e-08,0.0
1816,7.648092648082638e-08,0.0
1817,8.562803732736768e-08,1.556873407970727e-09
1818,1.0252212234718172e-07,0.0
1819,1.345636526650651e-07,1.035105001712111e-09
1820,1.3053128622431132e-07,1.1866481131050932e-09
1821,9.762873609542311e-08,9.86148829262845e-10
1822,1.59407292699143e-07,7.017931125119503e-09
1823,1.8777104848766157e-07,9.882686891060644e-10
1824,8.336901657912676e-08,0.0
1825,1.2063457122124532e-07,8.805443041381977e-10
1826,1.2419258199614092e-07,1.8496766784892316e-08
1827,9.401618683568813e-08,0.0
1828,8.438517318243299e-08,0.0
1829,1.0459274601970492e-07,1.1145129263923081e-08
1830,1.0854309251406846e-07,0.0
1831,1.8397622625343502e-07,0.0
1832,9.200379180729357e-08,2.705993873419743e-09
1833,2.328309358645697e-07,4.6334514003376626e-09
1834,1.6522120249717887e-07,1.120143711119681e-08
1835,1.7697626475410289e-07,1.5126175867408165e-08
1836,1.962458999749117e-07,1.3441500135158435e-09
1837,2.0873672612609084e-07,6.957891152126194e-09
1838,1.8052782357891317e-07,2.5248647617104325e-09
1839,1.6989284734592047e-07,0.0
1840,1.7835127719134647e-07,6.3696887764308485e-09
1841,2.093098752098399e-07,1.2841097074556274e-09
1842,1.5496091609890073e-07,2.683306021822318e-09
1843,2.2446262226694103e-07,1.1813822142769936e-09
1844,1.860622252380928e-07,5.488561161115513e-09
1845,1.7466113871877909e-07,0.0
1846,1.7270779140154957e-07,0.0
1847,1.6449332385093385e-07,3.775256551818984e-09
1848,2.0756671925692416e-07,6.43617736884039e-09
1849,1.9440242171597788e-07,5.02764896381791e-09
1850,2.0366987740771947e-07,1.3577992064028876e-09
1851,1.2640899682558882e-07,7.094382858952031e-09
1852,1.8034210880202295e-07,1.3021090872200602e-09
1853,2.0065691574977507e-07,2.9859659189668264e-09
1854,1.7821129194572904e-07,2.5978321716024766e-08
1855,1.7406753727300384e-07,1.5920811335945473e-09
1856,2.034635382397454e-07,2.0708756931497874e-09
1857,2.0941674128138743e-07,2.147863931156735e-08
1858,2.0113008125655085e-07,1.3212924920846802e-08
1859,2.3576762764321302e-07,2.5460866748261424e-09
1860,2.114658939067482e-07,1.4189270203246451e-08
1861,2.381561667874621e-07,3.772770984511453e-09
1862,2.2544750843955796e-07,1.0843167252971853e-08
1863,2.3374826102484647e-07,4.994620717013731e-09
1864,2.579563611604385e-07,2.205574922697906e-08
1865,2.3722496145239802e-07,1.4120533631256649e-09
1866,2.194391453547162e-07,5.352174259343201e-09
1867,2.513756260924538e-07,6.308654931785895e-09
1868,2.2278831846023195e-07,6.421836395986702e-09
1869,2.3587397668389798e-07,2.0022428159904848e-08
1870,1.7546189567951842e-07,5.160643912205387e-09
1871,1.4126166081318559e-07,2.1242354542039266e-09
1872,2.0137639766826254e-07,2.4189357183956872e-09
1873,2.2986257253165832e-07,1.7958013409646867e-09
1874,2.837939360733621e-07,4.779687312606029e-09
1875,1.859496260858684e-07,1.0298748520654044e-08
1876,2.2309794722730203e-07,9.673623679873344e-09
1877,2.473926326018727e-07,2.4739263970730008e-09
1878,2.004977452951806e-07,3.6234530931267273e-09
1879,2.3948555205599575e-07,9.774920428640144e-09
1880,1.918936050060438e-07,1.2193908105473383e-08
1881,2.572855430926779e-07,9.761510710859511e-09
1882,3.21455100760204e-07,7.986462158271479e-09
1883,2.388710070855282e-07,3.1596694705093853e-09
1884,2.356805763881198e-07,5.281357573494461e-09
1885,2.3010919636412552e-07,2.5782542767416317e-09
1886,2.2780727548799007e-07,7.098810428374236e-09
1887,2.7617352182929267e-07,9.140494583448344e-09
1888,2.5616084675661455e-07,1.268122939990235e-09
1889,2.637622570911269e-07,5.012109394186837e-09
1890,2.6872985370296476e-07,2.6217545912032847e-09
1891,2.56881076743376e-07,3.1871101313640793e-09
1892,2.733071322591485e-07,1.2537024751679837e-09
1893,3.4548716626447984e-07,1.1085149687062312e-08
1894,2.3630772494342978e-07,1.0082462864602348e-08
1895,3.177828538092342e-07,4.213029924926559e-09
1896,2.6241780315405805e-07,5.897029087265082e-09
1897,2.8842231669656826e-07,1.1653427112179315e-09
1898,2.5349430055054967e-07,9.619203211741478e-09
1899,2.8135373320026247e-07,3.3165470370022376e-09
1900,2.8550792030568317e-07,2.07642125715779e-09
1901,3.286178409389606e-07,3.353243460679778e-09
1902,2.700656214216224e-07,1.4730852093691738e-09
1903,2.700110239839404e-07,1.0800440541913758e-09
1904,2.8969229148856357e-07,1.0749250378694342e-09
1905,3.106777046735232e-07,3.096455536422127e-09
1906,3.1945385658982417e-07,4.115347618238729e-09
1907,3.20913437490411e-07,3.0857059130084963e-09
1908,2.8436942667298126e-07,3.929111258571538e-09
1909,2.788998670899545e-07,1.5402754627302784e-08
1910,2.87515299901564e-07,2.137660271017694e-09
1911,3.154981761399611e-07,5.320374141248863e-10
1912,3.3340296934358804e-07,4.167536982180309e-09
1913,3.505276227055987e-07,2.121195885607108e-09
1914,3.2211336975507265e-07,6.696743715117748e-10
1915,2.921629013163951e-07,0.0
1916,3.494012950078229e-07,2.197492410260793e-09
1917,4.233039817558293e-07,0.0
1918,3.56077671348487e-07,3.44591288836682e-09
1919,3.7752177661776187e-07,9.207848372660976e-10
1920,3.725538122445471e-07,4.543339038320937e-09
1921,2.817061943716226e-07,2.2718242842501013e-09
1922,3.2094018304063e-07,7.377935595798135e-09
1923,3.577574489987967e-07,3.1847844361720945e-09
1924,3.326039104134537e-07,1.289162443462999e-09
1925,3.409435231915836e-07,1.0998177923937646e-09
1926,2.708511581683837e-07,2.229227691330493e-09
1927,2.597769386269988e-07,4.4596899506643695e-09
1928,2.81080624331409e-07,4.570416489713125e-09
1929,2.907645959560057e-07,5.570202965543558e-09
1930,3.298131447948549e-07,2.100720708497761e-09
1931,2.69166412714128e-07,1.3686427990933225e-08
1932,2.476855401889466e-07,5.4797681947604815e-09
1933,2.672664274339098e-07,5.735331320977366e-09
1934,2.8036897781191783e-07,1.1981580172459871e-08
1935,2.956166138545768e-07,2.393656828303392e-09
1936,3.807160493529693e-07,1.8187070960351548e-08
1937,2.996686183642794e-07,8.813782592653752e-09
1938,3.07275575095467e-07,1.4261735792331365e-08
1939,2.67645877904954e-07,0.0
1940,2.6625721116779744e-07,2.5357829169792012e-09
1941,2.626837205532695e-07,5.9030051957620344e-09
1942,3.0342116996706636e-07,3.034211770724937e-09
1943,2.670976471108588e-07,1.1612940831184915e-08
1944,3.3738455584853e-07,9.639558484764166e-09
1945,3.7905969341167634e-07,1.5249527862692958e-08
1946,2.603246622712163e-07,2.7842208538686464e-09
1947,3.0398220984828583e-07,1.549713246618012e-08
1948,3.1963349567121213e-07,1.522064252412747e-08
1949,3.2297956753524204e-07,9.817008539414473e-09
1950,2.5418514448816154e-07,1.8080114516649815e-08
1951,2.4841066403880063e-07,1.0661401650402524e-08
1952,2.2038640046240232e-07,5.272402070488624e-09
1953,2.4779803364793906e-07,8.619062019654677e-09
1954,2.7363101207100726e-07,1.172704333640695e-08
1955,2.8438391108664973e-07,8.447047505910632e-09
1956,2.53785207071644e-07,1.3081712602058815e-08
1957,2.376625098943208e-07,1.3252556829712603e-08
1958,2.3410449201399786e-07,1.4062813857851353e-08
1959,2.1469571942489551e-07,1.4726420971555854e-08
1960,2.733729260739892e-07,2.7683333458927706e-08
1961,2.9321231798107306e-07,2.91822690456911e-08
1962,2.479705025759671e-07,1.2049716779927166e-08
1963,2.5540910630894587e-07,2.3277792138287623e-08
1964,2.49442701605318e-07,1.9468698653213323e-08
1965,2.5061959973982084e-07,1.0396882466068291e-08
1966,2.431653793877331e-07,1.9386762417639147e-08
1967,2.479958771672841e-07,1.577707425814978e-08
1968,2.6679009734742465e-07,2.335536292141782e-08
1969,2.302671227027986e-07,1.9529559247555284e-08
1970,2.5338973941302356e-07,2.207388050123882e-08
1971,2.810703362277067e-07,2.6719666479380066e-08
1972,2.7189779805425474e-07,2.4624704053621826e-08
1973,2.6022322352492466e-07,1.8193572870472963e-08
1974,2.8352881797921725e-07,2.418995859176931e-08
1975,2.6786841100800984e-07,2.4559364319998167e-08
1976,2.7710606514963487e-07,2.513951885552146e-08
