year,leurs_DET heures_NOUN,leurs_DET peurs_NOUN
1977,2.3859733994102683e-07,2.9971587545141176e-08
1978,2.2514840880560882e-07,3.504949064314644e-08
1979,2.4402730225414615e-07,3.920822067016161e-08
1980,2.1944681571905988e-07,4.320714641625756e-08
1981,2.4669644149710734e-07,5.7562500155317053e-08
1982,2.4767933692881883e-07,4.903926864585628e-08
1983,2.734531712178523e-07,5.1785590926556324e-08
1984,2.4123875086434765e-07,6.030968968673278e-08
1985,2.57465893938047e-07,6.617113579299172e-08
1986,2.733485249262202e-07,4.8555330534050256e-08
1987,2.242669842056344e-07,5.438626970999394e-08
1988,2.482573362994067e-07,5.876622560796463e-08
1989,2.2995231441225172e-07,5.927171997655023e-08
1990,2.457341654604761e-07,8.881300916918633e-08
1991,2.3856163045010703e-07,9.495573749518371e-08
1992,2.3196864651353621e-07,8.815910590431741e-08
1993,2.1215164908161555e-07,9.859789013022535e-08
1994,2.3315175168292512e-07,8.492631997647493e-08
1995,2.4509476825862464e-07,9.977309378683685e-08
1996,2.5943127979211056e-07,1.0195755995034972e-07
1997,2.6515765927381807e-07,1.1555695555998113e-07
1998,2.6081666604227394e-07,1.1681916844974438e-07
1999,2.600444461986484e-07,1.2750861877464104e-07
2000,2.646400816264105e-07,1.2856471398592362e-07
2001,2.4184288507922425e-07,1.1829271939767239e-07
2002,2.536727201629674e-07,1.651720484829866e-07
2003,2.508487697561179e-07,1.791776900184061e-07
2004,2.2816818695536867e-07,1.8764410258942377e-07
2005,2.3959947614837773e-07,1.8825673864242276e-07
2006,2.507794973349853e-07,1.7501032334443778e-07
2007,2.3048146871595954e-07,1.7735489521442105e-07
2008,2.597038304963384e-07,1.8221842035259783e-07
2009,2.469923630066262e-07,2.1027728558387082e-07
2010,3.0373988002541097e-07,2.3335537813196083e-07
2011,2.9215145988525926e-07,2.6194208035956734e-07
2012,2.961699899772796e-07,2.6314872325627903e-07
2013,2.7556556331242987e-07,2.892322741310238e-07
2014,3.120406533163589e-07,2.700310108849635e-07
2015,2.945828785350102e-07,2.4027676914784024e-07
2016,2.9661589462381954e-07,2.589175132072796e-07
2017,2.860250092329153e-07,3.222498170529775e-07
2018,2.82154322128747e-07,3.0616194379717854e-07
2019,3.1632247865509555e-07,3.4106705371073076e-07
