year,vrais_ADJ airs_NOUN,vrais_ADJ pères_NOUN
1800,3.144164484325529e-09,1.8864987794131594e-08
1801,0.0,2.1430643926123594e-08
1802,0.0,8.951360541686881e-09
1803,0.0,7.801356893821776e-09
1804,4.943701892301533e-09,2.4718509461507665e-09
1805,2.842877711017877e-09,4.5486043376286034e-08
1806,0.0,1.152667650217154e-08
1807,0.0,1.4234775136401367e-08
1808,0.0,2.4926814390369145e-08
1809,0.0,6.7770917766551975e-09
1810,0.0,7.020380277111826e-09
1811,0.0,2.5070767684098882e-09
1812,0.0,2.400487453257938e-08
1813,0.0,1.4378708224072057e-08
1814,0.0,4.090680416624082e-08
1815,0.0,4.045835311217161e-08
1816,0.0,8.57513455798653e-08
1817,2.490997452753163e-08,2.6466847935502358e-08
1818,4.768470951432846e-09,1.5497530370112145e-08
1819,1.035105001712111e-09,1.3456364911235141e-08
1820,1.0679833017945839e-08,1.3053129244156025e-08
1821,9.86148829262845e-10,2.0709125858608957e-08
1822,0.0,1.4035862250239006e-08
1823,1.4824030003524058e-08,1.2847492847356534e-08
1824,4.210556348027694e-09,3.621078281668133e-08
1825,0.0,1.4088708866211164e-08
1826,0.0,1.6735169694470642e-08
1827,0.0,7.373818444733615e-09
1828,0.0,1.742737271159811e-08
1829,0.0,2.571952872898464e-09
1830,0.0,5.218417920005436e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,2.976593194148336e-08
1833,0.0,2.7800709290204395e-08
1834,0.0,2.14694217959277e-08
1835,7.563087933704082e-10,7.563087933704082e-10
1836,2.688300027031687e-09,2.9571300075303952e-08
1837,0.0,2.5048406904204512e-08
1838,0.0,1.5780404760690203e-08
1839,0.0,1.3283802502428443e-08
1840,6.369688665408546e-10,1.2102408852854296e-08
1841,0.0,2.3113974734201292e-08
1842,0.0,2.95163662400455e-08
1843,0.0,2.539971705184385e-08
1844,0.0,1.0977122322231025e-08
1845,0.0,2.2320912673734483e-08
1846,0.0,2.517435504501009e-08
1847,1.0786447290911383e-09,1.3483059113639229e-08
1848,8.045221711050488e-10,2.976732105253177e-08
1849,0.0,9.217356655710773e-09
1850,0.0,1.0183494048021657e-08
1851,1.9348316282474798e-09,3.676180249101435e-08
1852,0.0,2.929745512858517e-08
1853,5.971931837933653e-10,1.6124216628554677e-08
1854,0.0,2.1302224428865202e-08
1855,0.0,1.3798036491152743e-08
1856,5.177189232874468e-10,1.6049286344355096e-08
1857,4.881509085841174e-10,4.686248833429829e-08
1858,4.404308473482388e-09,3.425573241733204e-08
1859,0.0,7.638259802433822e-09
1860,0.0,2.3801356885400082e-08
1861,3.3011746669586728e-09,2.7352589526685733e-08
1862,1.8071945051545413e-09,3.34330999551824e-08
1863,3.496234635136375e-09,2.1976332420514666e-08
1864,0.0,2.972731316663868e-08
1865,9.41368871743009e-10,1.3179164426446732e-08
1866,0.0,3.649209584510871e-08
1867,4.85281148598915e-10,4.901339778484726e-08
1868,2.4699371437009177e-09,3.556709482488429e-08
1869,2.9301114867763545e-09,6.543915631596064e-08
1870,0.0,3.841812690197344e-08
1871,0.0,1.6993883633631413e-08
1872,0.0,2.842249446910472e-08
1873,0.0,2.334541715498517e-08
1874,1.7923826867161097e-09,2.091113165958447e-08
1875,3.432916173551348e-09,2.3458261166897643e-08
1876,1.209202959984168e-09,2.0556450763820067e-08
1877,0.0,2.721319092291452e-08
1878,0.0,2.174071978000569e-08
1879,3.0546627449723474e-09,1.5884245807562536e-08
1880,0.0,3.016387761789474e-08
1881,6.972507571312292e-10,2.3009275484930924e-08
1882,0.0,2.5290464389371436e-08
1883,0.0,1.8326082540376376e-08
1884,6.601696966868076e-10,1.9805090012425808e-08
1885,1.2891271383708158e-09,3.3517305153552e-08
1886,6.453463874400711e-10,2.839524071429622e-08
1887,3.264462256069578e-09,2.6768591510073492e-08
1888,3.804368819970705e-09,2.663058107366112e-08
1889,0.0,1.6915869316402876e-08
1890,2.6217545912032847e-09,2.6872983838188702e-08
1891,0.0,1.9760081571007504e-08
1892,0.0,1.4417578686476418e-08
1893,0.0,3.017624061740776e-08
1894,1.2603078580752936e-09,2.079507943619774e-08
1895,0.0,1.3842813562092715e-08
1896,0.0,2.1229304536518612e-08
1897,5.826713556089658e-10,1.0488084067894476e-08
1898,0.0,2.5462597585956814e-08
1899,1.1055156790007459e-09,1.9346524382513053e-08
1900,2.595526460424935e-09,1.9206897294843372e-08
1901,1.676621730339889e-09,1.956058609531297e-08
1902,0.0,7.365425602756659e-09
1903,2.7001101354784396e-09,2.376096830403185e-08
1904,5.374625189347171e-10,1.827372564378038e-08
1905,5.160759042333041e-10,2.5287718585786934e-08
1906,0.0,1.1317205839134203e-08
1907,0.0,2.2628511286981734e-08
1908,0.0,2.2101249719241878e-08
1909,0.0,2.2554033307642385e-08
1910,5.344150677544235e-10,1.9238942439159246e-08
1911,0.0,9.044636040123066e-09
1912,0.0,7.814131564032323e-09
1913,0.0,1.590896836489719e-08
1914,0.0,1.339348720819089e-08
1915,0.0,2.591767689352764e-08
1916,1.0987462051303964e-09,1.977743191439174e-08
1917,4.386569774084137e-09,1.864292187292449e-08
1918,0.0,2.5270027848023346e-08
1919,0.0,3.6831393490643904e-09
1920,6.815008557481406e-09,9.086678076641874e-09
1921,3.7863738810983705e-09,2.2718242842501013e-08
1922,7.377935484775833e-10,1.10669032826749e-08
1923,0.0,1.5923921736771263e-08
1924,0.0,2.5783249313349188e-08
1925,0.0,2.3096174528447477e-08
1926,0.0,1.671920824009021e-08
1927,1.1149224876660924e-09,1.4493992006592293e-08
1928,6.8556245125250825e-09,1.5996457936040542e-08
1929,2.2280812750352652e-09,1.2254447234738564e-08
1930,1.0503603542488804e-09,8.402882945013346e-09
1931,2.2810713318222042e-09,9.124285327288817e-09
1932,6.575722188983946e-09,5.4797681947604815e-09
1933,1.1470662197865522e-09,2.064719240024715e-08
1934,4.7926320689839486e-09,1.677421224144382e-08
1935,0.0,8.377798899061872e-09
1936,0.0,1.091224310911798e-08
1937,0.0,1.888667711114067e-08
1938,1.2965214457594243e-09,1.2965214457594243e-08
1939,0.0,4.588215141154706e-09
1940,0.0,1.2678914806940611e-08
1941,8.854508237732261e-09,1.7709016475464523e-08
1942,0.0,3.034211815133858e-08
1943,0.0,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,6.535512131478072e-09
1946,0.0,1.6705325123211878e-08
1947,2.3841741914054637e-09,2.3841741692010032e-08
1948,0.0,5.435943917220243e-09
1949,0.0,6.871905600114303e-09
