year,vrais_ADJ airs_NOUN,vrais_ADJ pères_NOUN
1950,0.0,5.317680518146517e-09
1951,1.0661401761424827e-09,6.396841278899501e-09
1952,6.326882129314981e-09,1.0544803585865736e-08
1953,0.0,1.1851209791302608e-08
1954,3.9090144454689835e-09,1.3681550559141442e-08
1955,0.0,1.407841221379158e-08
1956,8.72114158667614e-10,1.9186511934776718e-08
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,0.0,9.926692356998501e-09
1959,7.750747821333448e-10,7.750747599288843e-09
1960,0.0,7.61291657491725e-09
1961,2.779263708063695e-09,8.33779090214648e-09
1962,1.9025869768540815e-09,3.805173953708163e-09
1963,0.0,1.1638895625054602e-08
1964,1.2167936658258327e-09,1.7035110877472448e-08
1965,0.0,1.6963333848707407e-08
1966,0.0,1.2185964237687585e-08
1967,2.9582012395223956e-09,1.5777073869571723e-08
1968,1.7965663401398047e-09,1.0779398235127857e-08
1969,9.083515606356229e-10,1.1808570121729645e-08
1970,9.197450023812337e-10,6.438215210957665e-09
1971,0.0,1.1304474245577012e-08
1972,2.565073486948677e-09,1.1286322765258205e-08
1973,2.205281512956958e-09,1.3783009400469837e-08
1974,2.2502286700643026e-09,1.350137179834121e-08
1975,2.2845920710778955e-09,5.711480177694739e-09
1976,0.0,7.427584769459372e-09
1977,0.0,8.22749424145286e-09
1978,1.1881182704343018e-09,9.504946163474415e-09
1979,2.3407893401383717e-09,7.607565355449708e-09
1980,0.0,1.1370301200575028e-08
1981,1.2651099057237047e-09,8.223214220670627e-09
1982,2.483000915987077e-09,1.1173503899897241e-08
1983,6.315316047889041e-10,1.0736036948344463e-08
1984,1.1598016991243298e-09,1.3917620833581168e-08
1985,0.0,1.1429560076159362e-08
1986,2.997242676272549e-09,1.798345583559069e-08
1987,6.110816852533674e-10,1.4054878705316298e-08
1988,5.996553809062277e-10,1.199310784016916e-08
1989,0.0,1.9757239066997556e-08
1990,2.724325431913144e-09,1.3076762783725826e-08
1991,0.0,1.0550637696837839e-08
1992,1.1019888335184191e-09,1.2121877335236064e-08
1993,2.2156829704300662e-09,9.41665256881663e-09
1994,2.637463358823311e-09,1.1604838812129259e-08
1995,0.0,1.3556126610136943e-08
1996,5.338092190498855e-10,9.074756723848054e-09
1997,0.0,2.0618046159270875e-08
1998,4.768129224785866e-10,1.7642078464774613e-08
1999,4.570201161957499e-10,1.8737824847292472e-08
2000,8.836062992401139e-10,1.4137700454774915e-08
2001,8.762423564512289e-10,1.3143635679835342e-08
2002,2.1906108038649563e-09,1.6648642464645036e-08
2003,1.2500769308587678e-09,9.167230363704704e-09
2004,1.0131019578807354e-08,1.3214373595360485e-08
2005,3.602999676388663e-09,1.6213498543748983e-08
2006,1.2353669198716943e-09,1.7706927479821388e-08
2007,7.988958938831558e-10,1.3980677782132744e-08
2008,2.554463751636149e-09,1.7455501932772677e-08
2009,4.76819250749827e-10,1.3827758271744983e-08
2010,3.7790344187271785e-09,1.464375803950091e-08
2011,5.353560705856353e-09,1.3383901958929911e-08
2012,6.468080293586809e-09,1.2936160198595559e-08
2013,2.7891249310130206e-09,1.5898012906134795e-08
2014,3.681256854903836e-09,1.4508483137110062e-08
2015,3.768178213903184e-09,1.5516027906947727e-08
2016,2.6927420293532123e-09,1.4085112409745193e-08
2017,1.509366853724714e-09,1.3332739912108593e-08
2018,5.6792268665617485e-09,6.195519930418669e-09
2019,4.08158040698936e-09,1.249983971884916e-08
