year,mes_DET airs_NOUN,mes_DET pairs_NOUN
1894,1.827446460822557e-08,2.2055386850183822e-08
1895,2.7083764564395096e-08,1.9861428057765806e-08
1896,9.435246361988447e-09,1.0614652268259306e-08
1897,9.322741689743452e-09,1.1653426668090106e-08
1898,1.5277558773618694e-08,5.601771224661434e-08
1899,1.9346524382513053e-08,3.040167939616367e-08
1900,1.9206896184620348e-08,1.557315920663882e-08
1901,6.147612641171918e-09,1.6207343078722403e-08
1902,7.365425880312415e-09,1.9150106611576234e-08
1903,1.0800440541913758e-08,2.2680926026197312e-08
1904,1.2361637935498493e-08,1.5586412160928376e-08
1905,9.28936660926638e-09,1.1869745741854842e-08
1906,9.259531807970234e-09,9.773950870872739e-09
1907,1.7485666858885196e-08,9.771402686986619e-09
1908,1.7680999775393502e-08,2.9959472680474164e-08
1909,1.9803540807217246e-08,2.53045246978445e-08
1910,1.6566866878342523e-08,1.2291546336307135e-08
1911,2.2877608141236294e-08,2.5537795655949935e-08
1912,1.2502610502451716e-08,2.8130874296650177e-08
1913,3.712092677687906e-08,2.0151361024289827e-08
1914,1.1384464038144415e-08,1.6072185360371805e-08
1915,2.1205371680821372e-08,2.3561524176152204e-08
1916,1.2086208478478966e-08,2.7468655794393726e-08
1917,1.864292187292449e-08,2.3029491647008626e-08
1918,1.8378202071289707e-08,1.8378202071289707e-08
1919,1.2890987832747669e-08,2.2098836538475553e-08
1920,1.2872794385998532e-08,3.104615009519307e-08
1921,3.634918854800162e-08,3.4077363153528495e-08
1922,2.87739485571592e-08,3.91030597901576e-08
1923,2.7601466001669905e-08,3.078624999375279e-08
1924,1.675911143195208e-08,3.9964034748152244e-08
1925,2.859526304632709e-08,2.6395626573361142e-08
1926,3.343841470382358e-08,2.0063048555840624e-08
1927,3.4562596340492746e-08,4.3481975353643065e-08
1928,2.5137291359556002e-08,2.6279895148917376e-08
1929,2.4508894691521732e-08,1.3368487650211591e-08
1930,2.6259009189288918e-08,2.205756699513728e-08
1931,1.8248570654577634e-08,5.1324105854178015e-08
1932,2.082311922890767e-08,2.191907289006423e-08
1933,1.261772819560747e-08,2.2941325283909464e-08
1934,1.1981580172459871e-09,3.834105655187159e-08
1935,1.196828414151696e-08,2.8723881051462286e-08
1936,1.8187071404440758e-08,1.6974599503782883e-08
1937,1.510934133364117e-08,2.2664012666595568e-08
1938,1.5558256905023882e-08,2.9819993585533666e-08
1939,6.117620188206274e-09,2.141167065872196e-08
1940,2.028626333583361e-08,1.5214697057785997e-08
1941,5.9030051957620344e-09,3.246652724442356e-08
1942,6.37184480734021e-08,1.5171058853624686e-08
1943,1.1612940831184915e-08,1.7419411690866582e-08
1944,1.927911696952833e-08,4.177142187700156e-08
1945,1.3071024262956144e-08,3.92130714566008e-08
1946,9.744772988540262e-09,4.037120326927379e-08
1947,2.3841741692010032e-08,2.7418003423207438e-08
1948,2.2830963786191205e-08,3.696441996936528e-08
1949,1.2762110479513922e-08,4.319483593029361e-08
1950,2.3397795700930146e-08,6.168509525394938e-08
1951,1.2793681780642885e-08,1.0661401761424827e-08
1952,1.7926166329118587e-08,3.58523338794825e-08
1953,2.693456835345387e-08,3.124409986288157e-08
1954,2.14995790059902e-08,2.8340355395783945e-08
1955,1.595553333899602e-08,1.6894095011821264e-08
1956,2.0058624983221307e-08,3.488456590261535e-08
1957,1.9437083054185678e-08,2.3854602293482685e-08
1958,2.7298403371123214e-08,2.398950516013798e-08
1959,2.1702094343822864e-08,2.8677767716089875e-08
1960,3.114374991231017e-08,2.1454583110092074e-08
1961,1.9454845512356655e-08,2.9182269378758008e-08
1962,3.044139235131027e-08,4.56620847799627e-08
1963,2.0044765847160306e-08,3.1683659140746556e-08
1964,2.068549243006146e-08,3.954579586018525e-08
1965,2.2435377389218303e-08,3.556828309658755e-08
1966,1.2185964348709888e-08,3.7665708774170525e-08
1967,1.5284040699725665e-08,3.5005383258734923e-08
1968,2.290622133638287e-08,4.1321026600371624e-08
1969,1.7712854627482955e-08,2.5888018839737015e-08
1970,2.299362514279757e-08,2.3453498365633152e-08
1971,2.9288864888954436e-08,2.5691987537435068e-08
1972,2.3598675014113724e-08,4.052815893995643e-08
1973,1.5436970424165253e-08,2.9219980879346963e-08
1974,1.1813700295792984e-08,4.500457473355368e-08
1975,1.4278700888326057e-08,1.9990181066020796e-08
1976,1.8854638628162945e-08,2.3425460238257756e-08
1977,1.410427652448476e-08,2.8208552382835705e-08
1978,2.1386128423728223e-08,3.386137237271214e-08
1979,2.6919078188747392e-08,3.511184165638781e-08
1980,1.762396628635088e-08,3.6953479443102566e-08
1981,1.771153890217647e-08,3.289285782637208e-08
1982,1.7381006189864934e-08,4.2831765689754775e-08
1983,1.3893695083311286e-08,4.5470274101511166e-08
1984,9.278413259927731e-09,5.161117710983376e-08
1985,2.045289804186723e-08,4.6319796442872985e-08
1986,1.8582905048081244e-08,3.117132424401703e-08
1987,1.8332450224534114e-08,5.194194163671284e-08
1988,1.2592763276586538e-08,4.197587655241364e-08
1989,1.481792966107065e-08,3.6221607047082216e-08
1990,1.7435683119515488e-08,3.868542070017966e-08
1991,1.4653663449326615e-08,4.1616401269539693e-08
1992,2.4794748032519465e-08,4.352855903499986e-08
1993,1.2186256725943423e-08,4.5421501670972475e-08
1994,1.4242301560329906e-08,4.8529326335255973e-08
1995,1.3013881861034804e-08,5.476675379867402e-08
1996,1.4946657245218375e-08,6.138805686006776e-08
1997,1.2466725429760572e-08,4.6030987466139095e-08
1998,1.5734826774860267e-08,4.482041626729938e-08
1999,1.919484465817689e-08,6.855301837305205e-08
2000,2.2973763780242962e-08,6.980489641872367e-08
2001,1.3581756164171566e-08,5.7393875874112155e-08
2002,1.6648641576466616e-08,5.169841238439332e-08
2003,2.333476845084448e-08,8.667199513645585e-08
2004,1.805964444656638e-08,5.99051614980084e-08
2005,1.7114248795913056e-08,8.737274415082652e-08
2006,1.4824404093172205e-08,1.0130009187037103e-07
2007,2.5964116190380082e-08,1.0345701961789189e-07
2008,2.256442965808958e-08,8.00398627376353e-08
2009,2.8132335794239793e-08,1.082379728067906e-07
2010,3.5900827866086615e-08,1.4596521102916427e-07
2011,3.862211614413802e-08,1.2810305838328873e-07
2012,3.7106354211502435e-08,1.4910626600084242e-07
2013,3.988448804559397e-08,1.6623184739827934e-07
2014,5.954974247046607e-08,1.7453488787566585e-07
2015,4.832134492538387e-08,1.6313995221395317e-07
2016,5.054069562859809e-08,1.4665086922605042e-07
2017,4.578412787781261e-08,1.816271435473027e-07
2018,4.904786887749424e-08,2.008381043694385e-07
2019,4.336679171323965e-08,2.1887474943582674e-07
