year,autres_ADJ yeux_NOUN,autres_ADJ pieux_NOUN
1944,2.4098895323731995e-07,6.4263723231761105e-09
1945,1.5903079031431844e-07,0.0
1946,2.7285364012641367e-07,4.1763312808029696e-09
1947,2.6583541057334514e-07,5.960435700558264e-09
1948,2.0874024642125732e-07,3.2615663503321457e-09
1949,2.2775459740387305e-07,1.9634016634739737e-09
1950,2.605663667054614e-07,3.190608444114673e-09
1951,2.526752211906569e-07,1.0661401761424827e-09
1952,1.8664303524928982e-07,2.1089607837865287e-09
1953,1.8746459318208508e-07,5.386913581872932e-09
1954,2.0717776294532086e-07,3.9090144454689835e-09
1955,1.9428208020144666e-07,1.1262729415761896e-08
1956,2.0145837709151238e-07,8.72114158667614e-10
1957,2.0408937473348487e-07,4.0641172205369e-08
1958,2.1425110219297494e-07,3.3088973783179654e-09
1959,1.852428681559104e-07,8.525822714489095e-09
1960,1.972437502217872e-07,4.152500121534786e-09
1961,2.0774996301042847e-07,1.250668635321972e-08
1962,2.2577364688913804e-07,5.0735651235811474e-09
1963,2.444168103465927e-07,3.2330267352165265e-09
1964,2.1537248073855153e-07,1.0951143103454797e-08
1965,2.0629603625366144e-07,7.1136563306595235e-09
1966,1.8057383499581192e-07,3.3234448526542337e-09
1967,2.03129829401405e-07,1.035370456037299e-08
1968,1.8774117904740706e-07,9.431973424511852e-09
1969,1.594157055251344e-07,3.1792304344691047e-09
1970,1.8486873898382328e-07,9.197449912790034e-09
1971,2.1272965966545598e-07,3.5968783507200897e-09
1972,1.7493800896772882e-07,3.0780880067027283e-09
1973,1.6649875078655896e-07,7.1671650836435674e-09
1974,1.3501372109203658e-07,8.438357568252286e-09
1975,1.2108337443805794e-07,1.4849848462006321e-08
1976,1.6226415766595892e-07,9.712995741040231e-09
1977,1.7218971493093704e-07,5.876781727920388e-09
1978,1.5089102589627146e-07,2.970295565063452e-09
1979,1.8024077519385173e-07,1.0533551808578068e-08
1980,1.4610837695272494e-07,7.390696055153967e-09
1981,1.4865041464418027e-07,2.5302198114474095e-09
1982,1.5518756413257506e-07,5.586751949948621e-09
1983,1.5914596929178515e-07,1.0104505676622466e-08
1984,1.5889283133674326e-07,5.219107812592938e-09
1985,1.726465228557572e-07,4.812446441349039e-09
1986,1.7084283854273963e-07,1.498621315931814e-08
1987,1.478817637234897e-07,4.888653482026939e-09
1988,1.876921373877849e-07,3.597932174415064e-09
1989,1.5531385599842906e-07,8.232182935330457e-09
1990,1.329470791233689e-07,2.724325431913144e-09
1991,1.5005350917363103e-07,1.7584396161396398e-09
1992,1.3003467813632597e-07,2.7549720282848966e-09
1993,1.5177428736024012e-07,1.661762283333701e-09
1994,1.339831356972354e-07,3.6924485691258724e-09
1995,1.5237087325203902e-07,9.21816667442954e-09
1996,1.5747372117402847e-07,5.3380921904988554e-09
1997,1.4912122026089492e-07,4.315404922294874e-09
1998,1.2730905041280494e-07,5.72175506974304e-09
1999,1.371060278643199e-07,3.656160929565999e-09
2000,1.2944832405992202e-07,1.7672125984802278e-09
2001,1.3275071353291423e-07,3.5049694258049158e-09
2002,1.3976097079648753e-07,7.009954394732176e-09
2003,1.8167783366607182e-07,5.416999737661854e-09
2004,1.277389429787945e-07,8.369103632333008e-09
2005,1.3781473739982175e-07,3.602999676388663e-09
2006,1.5647981399524724e-07,1.6471559671771274e-09
2007,1.7176262190332636e-07,3.595031605740928e-09
2008,1.3921827246576868e-07,2.1287198670449925e-09
2009,1.5973445499639638e-07,3.814554005998616e-09
2010,1.7147368680525688e-07,4.2514138876015295e-09
2011,1.5984203116659046e-07,3.059177577924288e-09
2012,2.0221261820552172e-07,1.0212757750593937e-08
2013,2.3344976796124683e-07,5.857162754807632e-09
2014,2.3451771369309427e-07,4.980523993225461e-09
2015,2.4847810209394083e-07,5.319781060109108e-09
2016,2.6306017275601334e-07,6.421154274960372e-09
2017,1.899286559137181e-07,4.528100561174142e-09
2018,2.207154068400996e-07,5.421080029321956e-09
2019,2.0918099608024932e-07,2.806086474294034e-09
