year,vingt - six airs,vingt - six paires
1800,0.0,3.4447684704730364e-09
1801,0.0,1.8304881166386622e-08
1802,0.0,1.2317521225213568e-08
1803,0.0,0.0
1804,0.0,5.436811001402475e-09
1805,0.0,4.37112923634686e-08
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.490148087730404e-09
1809,0.0,0.0
1810,0.0,2.5642903356271063e-09
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,4.8222947413023576e-08
1819,0.0,6.783654526998362e-09
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,1.1532845789474777e-08
1826,0.0,2.883177252499536e-09
1827,0.0,1.0060654531685032e-09
1828,0.0,7.016175640472966e-09
1829,0.0,2.3413734950850085e-08
1830,0.0,3.424176275856894e-09
1831,0.0,8.557241137907567e-09
1832,0.0,5.930508972795678e-09
1833,0.0,0.0
1834,0.0,6.137246266746388e-09
1835,0.0,8.299605447348313e-10
1836,0.0,1.1015234946398778e-08
1837,0.0,9.109185405975495e-09
1838,0.0,1.3764486217482386e-09
1839,0.0,3.821289507044412e-09
1840,0.0,3.4792697611862877e-09
1841,7.01979030459654e-10,8.423748809605058e-09
1842,0.0,7.335207996561621e-10
1843,0.0,2.581671321166823e-09
1844,0.0,5.385576429262073e-09
1845,0.0,2.4401618503588907e-09
1846,0.0,0.0
1847,0.0,4.71247973976574e-09
1848,0.0,1.7618032588373467e-09
1849,0.0,6.421947862378374e-09
1850,0.0,7.430066562008619e-10
1851,0.0,0.0
1852,0.0,7.133531987335573e-09
1853,0.0,3.922225211283603e-09
1854,0.0,5.683183923466117e-10
1855,0.0,1.7453363199138039e-09
1856,5.671140224094984e-10,2.2684560896379935e-09
1857,5.349697351775262e-10,1.0699394703550524e-09
1858,0.0,5.360987764824188e-10
1859,0.0,1.6722780937783455e-09
1860,0.0,3.0107893955744203e-09
1861,5.163843797006962e-10,1.0327687594013923e-08
1862,4.951085097459895e-10,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,4.127684416488364e-09
1866,0.0,1.0678612438752566e-09
1867,0.0,5.323331775386464e-10
1868,0.0,0.0
1869,0.0,5.357312371501166e-10
1870,0.0,5.654959611689492e-09
1871,0.0,0.0
1872,0.0,9.286916125006428e-09
1873,0.0,3.936254877601186e-09
1874,0.0,5.899647881335568e-09
1875,0.0,4.400879216603926e-09
1876,0.0,7.968997572938008e-09
1877,0.0,0.0
1878,0.0,1.329367504965262e-09
1879,0.0,1.3441058266394634e-09
1880,0.0,1.4133966219631589e-09
1881,0.0,8.452832211958139e-09
1882,0.0,0.0
1883,0.0,3.4833047557469854e-09
1884,0.0,1.0184779242194963e-08
1885,0.0,1.4204167841924686e-09
1886,0.0,1.4222925059925728e-09
1887,0.0,2.881049621095144e-09
1888,2.795607745298412e-09,7.687921410592935e-09
1889,0.0,2.0742185746769337e-09
1890,0.0,2.8915898564463305e-09
1891,0.0,1.4054414299025098e-09
1892,0.0,2.7668753954657177e-09
1893,0.0,6.792941764643956e-10
1894,0.0,4.871166581210673e-09
1895,0.0,6.64195753952157e-10
1896,0.0,2.6017416554502404e-09
1897,6.441841504667423e-10,6.441841504667423e-10
1898,6.242592553995507e-10,9.36388921957132e-09
1899,1.22008203540247e-09,1.830123053103705e-09
1900,5.736004449197196e-10,1.7208012792480076e-09
1901,0.0,6.167346189300815e-09
1902,0.0,0.0
1903,0.0,4.768793804288407e-09
1904,0.0,3.5611360527099123e-09
1905,0.0,1.7093688686742325e-09
1906,0.0,5.675657277492974e-09
1907,0.0,3.978582796548835e-09
1908,0.0,1.0849728893091992e-09
1909,0.0,3.0330327138727853e-09
1910,0.0,5.898358468314768e-10
1911,0.0,2.3487241040953677e-09
1912,0.0,0.0
1913,0.0,2.9255500244573795e-09
1914,0.0,2.2159780677100116e-09
1915,0.0,0.0
1916,0.0,4.837344302899282e-09
1917,0.0,0.0
1918,0.0,5.055078577953509e-09
1919,0.0,0.0
1920,0.0,1.6686753090411344e-09
1921,0.0,8.356959568800448e-10
1922,0.0,2.4431661138635263e-09
1923,0.0,2.346282945708822e-09
1924,0.0,1.424905637925633e-09
1925,0.0,0.0
1926,0.0,1.2345703348515258e-09
1927,0.0,0.0
1928,0.0,0.0
1929,0.0,3.7027880761542065e-09
1930,0.0,1.1625793661096395e-09
1931,0.0,6.3142731043797085e-09
1932,0.0,1.2128820170431709e-09
1933,1.2687977335446021e-09,0.0
1934,0.0,0.0
1935,0.0,0.0
1936,0.0,2.684458655366484e-09
1937,0.0,0.0
1938,0.0,2.8688222908357375e-09
1939,0.0,1.6942175440348706e-09
1940,2.8146149855245994e-09,2.8146149855245994e-09
1941,6.561927001769163e-09,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,7.098901022573045e-09
1945,0.0,0.0
1946,0.0,3.079471788680621e-09
1947,0.0,1.3167827939142285e-09
1948,0.0,0.0
1949,0.0,0.0
1950,0.0,1.176276409609045e-09
1951,0.0,0.0
1952,0.0,0.0
1953,0.0,0.0
1954,2.1613446588020224e-09,2.1613446588020224e-09
1955,0.0,2.0775652309623638e-09
