year,beaux_ADJ airs_NOUN,beaux_ADJ pères_NOUN
1947,5.3643918418444514e-08,2.3841741914054637e-09
1948,3.370285339698853e-08,1.0871888278529696e-08
1949,3.6322930441201606e-08,0.0
1950,5.424034488221707e-08,1.0635361480382244e-09
1951,3.5182625701679626e-08,6.396840945832594e-09
1952,2.003512733494972e-08,0.0
1953,4.74048422738349e-08,0.0
1954,4.788542762312886e-08,1.3681550115052232e-08
1955,3.754243049769457e-08,9.385607846468247e-10
1956,4.186147961604547e-08,2.616342476002842e-09
1957,2.7388617263035542e-08,6.184526335495377e-09
1958,4.136121828368644e-08,9.099467845885556e-09
1959,5.813060877102316e-08,2.3252243464000344e-09
1960,6.367166527354584e-08,6.920833239831836e-09
1961,6.948159025910172e-08,6.25334317660986e-09
1962,6.151697595768724e-08,1.9025869768540815e-09
1963,5.108182232760328e-08,6.466053248388448e-09
1964,3.711220830648898e-08,7.300761772910391e-09
1965,4.705957334927291e-08,8.755269675919664e-09
1966,4.7636043665200134e-08,4.985167390003653e-09
1967,8.332267054100839e-08,4.930335639752315e-09
1968,1.059974152894938e-07,4.491415683816058e-09
1969,4.995933711171574e-08,3.6334061315201893e-09
1970,6.806112795576524e-08,1.3796175035718505e-09
1971,7.399292378806877e-08,2.0553589941130213e-09
1972,1.1645433461993093e-07,5.130146862875051e-10
1973,4.7413552861641506e-08,7.1671650836435674e-09
1974,3.7691331833400454e-08,6.188128898187983e-09
1975,2.8557400888473694e-08,2.8557400888473694e-09
1976,2.742492810625663e-08,2.285410749536254e-09
1977,5.641710654202825e-08,5.876781727920388e-09
1978,5.3465322280565886e-08,1.7821774056514528e-09
1979,3.101546042216796e-08,2.3407893401383717e-09
1980,3.183684427199296e-08,1.7055452605774235e-09
1981,3.415796845374075e-08,0.0
1982,2.296775925003658e-08,9.311253434951539e-09
1983,3.852342689292243e-08,2.5261264191556165e-09
1984,4.697196764880118e-08,4.639206796497319e-09
1985,3.549179372619449e-08,1.2031116103372597e-09
1986,3.596691344753822e-08,5.994485463567401e-10
1987,3.4220574485210875e-08,1.2221633705067347e-09
1988,2.338656018840979e-08,4.197587610832443e-09
1989,2.9087047104248143e-08,4.390497743145261e-09
1990,2.8332985735346483e-08,4.358920779878872e-09
1991,3.692722927439718e-08,4.68917216167597e-09
1992,5.344645770399836e-08,3.8569610283367695e-09
1993,5.317639040214317e-08,1.1078414852150331e-09
1994,2.9539588497495828e-08,2.1099706426497278e-09
1995,4.9344302421872044e-08,1.0844901865425527e-08
1996,2.9893316044748985e-08,2.6690460952494277e-09
1997,3.787966562640577e-08,9.58978896292706e-10
1998,3.576096796464867e-08,7.629006759657386e-09
1999,6.489685677735224e-08,1.8280804647829996e-09
2000,3.534425208062686e-08,8.836062659334232e-09
2001,3.2420968798518857e-08,8.762423564512289e-10
2002,4.118348240211844e-08,1.3143663935011318e-09
2003,4.583615198505697e-08,1.2500768753476166e-09
2004,4.9333662044404036e-08,4.8452703238499595e-09
2005,3.828187233878566e-08,2.702249757291497e-09
2006,3.294311845536413e-08,8.235779835885637e-10
2007,4.074369019946289e-08,1.5977917877663117e-09
2008,7.28022193641209e-08,2.9802078582719105e-09
2009,3.0039612131105287e-08,1.907277002999308e-09
2010,3.779034574158402e-08,1.4171379625338432e-09
2011,2.2561435386592166e-08,1.529588788962144e-09
2012,2.4170194734551842e-08,2.382976926895708e-09
2013,2.398647502843687e-08,1.3945625210176615e-09
2014,2.858387643245308e-08,2.5985341933765227e-09
2015,4.566145223039442e-08,3.5465205910911735e-09
2016,3.997686448542481e-08,6.0068859331074975e-09
2017,2.188581876838569e-08,2.0124890642847504e-09
2018,3.459165276442633e-08,4.3884932354743e-09
2019,2.831596385144408e-08,3.8264816870636764e-09
