year,êtres_NOUN heureux_ADJ,êtres_NOUN peureux_ADJ
1800,5.973912209356058e-08,0.0
1801,4.7623650800687756e-08,0.0
1802,3.1329761895904085e-08,0.0
1803,7.411289004721766e-08,0.0
1804,3.460591457837836e-08,0.0
1805,5.970043304159844e-08,0.0
1806,2.5935023018064385e-08,0.0
1807,1.9928686256776018e-08,0.0
1808,4.305540457494317e-08,0.0
1809,2.710836710662079e-08,0.0
1810,6.084329839950442e-08,0.0
1811,1.0028307073639553e-08,0.0
1812,3.7340914360584065e-08,0.0
1813,0.0,0.0
1814,1.2586708564299443e-08,0.0
1815,5.933891955578474e-08,0.0
1816,1.622322720606917e-08,0.0
1817,1.8682481339737933e-08,0.0
1818,6.556647491606782e-08,0.0
1819,1.6561680027393777e-08,0.0
1820,1.779972080839798e-08,0.0
1821,5.423818549843418e-08,0.0
1822,1.804610860745015e-08,0.0
1823,5.0401702367253165e-08,0.0
1824,4.5474010335055937e-08,0.0
1825,2.3774695989686734e-08,0.0
1826,4.227832306469281e-08,0.0
1827,1.013900075008678e-08,0.0
1828,2.4765213879618386e-08,0.0
1829,5.143905745796928e-09,0.0
1830,3.5485243188304594e-08,0.0
1831,3.1182412207897414e-09,0.0
1832,4.19429042608499e-08,0.0
1833,1.3900354645102198e-08,0.0
1834,1.120143711119681e-08,0.0
1835,1.739510224751939e-08,0.0
1836,2.5538851033957144e-08,0.0
1837,1.1132625488130543e-08,0.0
1838,8.837027110075724e-09,0.0
1839,2.027527834513876e-08,0.0
1840,1.2102408852854296e-08,0.0
1841,1.3483152372373297e-08,0.0
1842,1.1404051036834062e-08,0.0
1843,1.6539351221922516e-08,0.0
1844,2.25031016043431e-08,0.0
1845,1.674068350610014e-08,0.0
1846,5.854501328173001e-09,0.0
1847,8.089835468183537e-09,0.0
1848,1.6090443422100975e-09,0.0
1849,8.379414939696517e-10,0.0
1850,1.5614691761811628e-08,0.0
1851,8.384270167027807e-09,0.0
1852,1.8229528109259263e-08,0.0
1853,3.58315901394235e-08,0.0
1854,6.754363734984281e-09,0.0
1855,1.1144567935161831e-08,0.0
1856,1.2942972915652717e-08,0.0
1857,1.2691923956253959e-08,0.0
1858,2.0064071293290908e-08,0.0
1859,1.1202780925145817e-08,0.0
1860,3.204028686809579e-08,0.0
1861,1.0375120318428799e-08,0.0
1862,1.3102160245637151e-08,1.3553959066214816e-09
1863,1.2986014041871385e-08,0.0
1864,1.965838514195184e-08,0.0
1865,1.694463946932956e-08,0.0
1866,1.0217787504984699e-08,0.0
1867,8.73506067478047e-09,0.0
1868,8.397785578040384e-09,0.0
1869,2.24641887314192e-08,0.0
1870,1.0894693147633916e-08,0.0
1871,2.1242354542039266e-09,0.0
1872,1.7537283625301825e-08,0.0
1873,7.183205141814142e-09,0.0
1874,1.1949218503559678e-08,0.0
1875,1.4303817685856757e-08,0.0
1876,3.688068872520489e-08,6.04601479992084e-10
1877,6.80329748092845e-09,0.0
1878,7.2469061862534545e-09,0.0
1879,2.1382637882538802e-08,0.0
1880,1.4119262203848848e-08,0.0
1881,1.6036766581351003e-08,0.0
1882,1.7969540522244642e-08,0.0
1883,2.5277355319985872e-08,0.0
1884,1.386356363042296e-08,0.0
1885,1.933690763067375e-09,0.0
1886,1.2906927970846027e-08,0.0
1887,8.48760173255414e-09,6.528924623161458e-10
1888,3.360525724360741e-08,0.0
1889,1.0024218788373673e-08,1.8795409673089125e-09
1890,2.6217545912032847e-09,0.0
1891,1.0198752065093686e-08,1.2748440081367107e-09
1892,1.3790726782758611e-08,6.268512375839919e-10
1893,1.23168328869383e-08,0.0
1894,1.449354058991048e-08,0.0
1895,1.625025980445116e-08,0.0
1896,1.1204354777305525e-08,0.0
1897,4.661370844871726e-09,0.0
1898,1.0750873968845553e-08,0.0
1899,1.4371703827009696e-08,0.0
1900,8.824790675987515e-09,0.0
1901,7.824234593556412e-09,2.235495566438317e-09
1902,9.329538919189417e-09,1.4730852093691738e-09
1903,7.560307935250421e-09,0.0
1904,5.912087708281888e-09,0.0
1905,7.741138396966107e-09,0.0
1906,1.6975809202790515e-08,0.0
1907,1.6457098794830927e-08,0.0
1908,1.080505640516094e-08,0.0
1909,3.080550925460557e-08,0.0
1910,9.085056262847502e-09,0.0
1911,9.044636151145369e-09,1.0640748282497725e-09
1912,6.251305251225858e-09,0.0
1913,1.6439267724877027e-08,2.6514948014977335e-09
1914,1.0714789944188396e-08,0.0
1915,7.068456930880984e-09,0.0
1916,1.9777431248257926e-08,0.0
1917,8.773139548168274e-09,0.0
1918,8.040463406189247e-09,0.0
1919,2.5781975665495338e-08,0.0
1920,6.815008557481406e-09,0.0
1921,1.5902768879527684e-08,2.2718242842501013e-09
1922,1.1066902949607993e-08,0.0
1923,1.0615948120573648e-08,0.0
1924,1.4180787211159895e-08,0.0
1925,2.639562701745035e-08,0.0
1926,2.452150482668003e-08,0.0
1927,2.8987985345452216e-08,0.0
1928,1.1426041446327417e-08,0.0
1929,1.1140405931087116e-08,0.0
1930,1.470504518152893e-08,0.0
1931,1.3686427990933225e-08,0.0
1932,3.287861094491973e-09,0.0
1933,5.735331320977366e-09,0.0
1934,1.4377896206951846e-08,3.5944740517379614e-09
1935,1.9149254626427137e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,8.813782592653752e-09,0.0
1938,1.8151300906765755e-08,0.0
1939,6.117620188206274e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,1.4757512545315876e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,5.806470415592457e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,1.6689218895749036e-08,0.0
1948,1.848220954059343e-08,0.0
1949,1.47255123650325e-08,0.0
1950,8.508289184305795e-09,2.1270722960764488e-09
1951,1.8124383771578323e-08,2.1322803522849654e-09
1952,1.687168627029223e-08,0.0
1953,5.386913581872932e-09,2.1547654771580937e-09
1954,2.6385848173049453e-08,0.0
1955,1.9709776921672528e-08,0.0
1956,1.0465369904011368e-08,8.72114158667614e-10
1957,7.068030161150318e-09,0.0
1958,1.0753916868111446e-08,0.0
1959,1.705164542897819e-08,0.0
1960,2.145458388724819e-08,0.0
1961,1.389631876236308e-08,0.0
1962,1.331810839388936e-08,0.0
1963,2.392439668597035e-08,0.0
1964,1.8251904876365188e-08,6.083968329129164e-10
1965,1.91521518644322e-08,5.472043373977442e-10
1966,8.862519607077957e-09,0.0
1967,1.627010703941778e-08,4.930335584241163e-10
1968,1.661823922916028e-08,1.7965663401398047e-09
1969,1.4987801222332564e-08,0.0
1970,1.7015283404475667e-08,4.5987250119061684e-10
1971,1.5415192677892264e-08,0.0
1972,1.1799337507056862e-08,0.0
1973,1.1577728109557484e-08,5.513203782392395e-10
1974,7.875800456247362e-09,0.0
1975,3.998036124386317e-09,0.0
1976,9.141642998145016e-09,5.713526873840635e-10
1977,1.469195431980097e-08,0.0
1978,1.4257419245211622e-08,0.0
1979,9.363157360553487e-09,5.851973350345929e-10
1980,8.527726080842513e-09,0.0
1981,1.0120879245789638e-08,0.0
1982,1.4898005495922462e-08,0.0
1983,7.57837881337764e-09,6.315316047889041e-10
1984,6.958810416790584e-09,0.0
1985,5.414002135495366e-09,0.0
1986,1.0790073723399018e-08,0.0
1987,6.721898593298192e-09,1.8332451112712533e-09
1988,1.0194141530917022e-08,0.0
1989,8.780995486290522e-09,5.488122178931576e-10
1990,5.448650863826288e-09,0.0
1991,6.4476117778156095e-09,0.0
1992,8.815910668147353e-09,1.1019888335184191e-09
1993,9.416652346772025e-09,0.0
1994,1.4242301560329906e-08,0.0
1995,4.337960657352369e-09,0.0
1996,4.270473752399084e-09,0.0
1997,6.233362714880286e-09,0.0
1998,7.152193948201102e-09,4.768129224785866e-10
1999,6.8553016596695215e-09,0.0
2000,8.83606254831193e-09,8.836062992401139e-10
2001,7.0099388516098315e-09,0.0
2002,7.886198361006791e-09,4.38122149670761e-10
2003,5.8336921959778465e-09,4.1669229178253886e-10
2004,1.2333415178034102e-08,4.404791253964646e-10
2005,1.0808999029165989e-08,0.0
2006,7.823991232669414e-09,8.235779835885637e-10
2007,1.0385647009059085e-08,0.0
2008,1.1069342775726909e-08,1.7029758714315335e-09
2009,7.1522885392028e-09,0.0
2010,1.369900015646408e-08,9.447586046817946e-10
2011,1.4913490886669933e-08,7.64794394481072e-10
2012,1.9063815415165664e-08,1.3617010852229328e-09
2013,1.5061274893923837e-08,5.578250084070646e-10
2014,3.18320445558129e-08,0.0
2015,2.0835809522168347e-08,0.0
2016,2.0299133041135065e-08,6.214020409345267e-10
2017,1.7106156491308866e-08,2.515611330355938e-10
2018,1.626323964387666e-08,5.162933414126769e-10
2019,3.265264325591488e-08,7.65296326310505e-10
