year,mêmes_ADJ airs_NOUN,mêmes_ADJ pères_NOUN
1926,2.8979959765251806e-08,1.2260752413340015e-08
1927,1.1149224654616319e-08,2.5643217327342427e-08
1928,2.170947865920425e-08,2.5137290471377582e-08
1929,1.2254447234738564e-08,1.0026365737658693e-08
1930,3.2561171536826805e-08,1.7856126355297874e-08
1931,2.737285598186645e-08,1.7108034988666532e-08
1932,3.1782654730250215e-08,2.6302887423668153e-08
1933,2.523545639121494e-08,1.7205993518842888e-08
1934,3.2350264689284813e-08,1.3179738189705859e-08
1935,3.111753699158726e-08,1.3165112555668657e-08
1936,2.182448710641438e-08,1.091224310911798e-08
1937,1.3850230295986421e-08,2.5182236296217297e-08
1938,2.9819993585533666e-08,1.037217134403079e-08
1939,1.070583532936098e-08,9.176430282309411e-09
1940,1.0143131667916805e-08,1.5214697057785997e-08
1941,1.4757512545315876e-08,2.3612020783048138e-08
1942,2.1239483061208375e-08,1.517105863158008e-08
1943,8.709705845433291e-09,8.709705623388686e-09
1944,1.927911696952833e-08,2.8918675454292497e-08
1945,1.5249527862692958e-08,2.178504043826024e-08
1946,1.5313215584455975e-08,2.0881656404014848e-08
1947,1.3112957830685446e-08,7.152522574216391e-09
1948,1.6307831529616124e-08,8.697510489596993e-09
1949,2.5524220959027843e-08,9.817008095325264e-09
1950,1.701657836861159e-08,4.2541445921528975e-09
1951,3.4116485636559446e-08,1.0661401650402524e-08
1952,1.0544804140977249e-08,1.5817206211465873e-08
1953,2.3702419582605216e-08,2.0470271699934983e-08
1954,1.7590565448699635e-08,2.052232517257835e-08
1955,4.129667274810345e-08,2.1586898490966178e-08
1956,2.3547082506070183e-08,1.2209598221346596e-08
1957,1.0602045463770082e-08,2.3854602737571895e-08
1958,2.9780077070995503e-08,9.926692356998501e-09
1959,1.6276571201956358e-08,6.200598257066758e-09
1960,1.591791587429725e-08,1.1765416640940884e-08
1961,1.876002997391879e-08,4.8637115446226176e-09
1962,1.77574772664002e-08,1.5854891455280296e-08
1963,2.133797494252576e-08,1.0992290633282664e-08
1964,2.981144575642247e-08,4.0762587749654244e-08
1965,2.5718604135249734e-08,1.2038495533772675e-08
1966,1.5509408868297214e-08,1.1078149508847446e-08
1967,2.3172576746333107e-08,3.3526281306706096e-08
1968,2.380450325745187e-08,1.1677681044375277e-08
1969,2.4071315607443466e-08,1.3171097545949806e-08
1970,1.4256047897731605e-08,1.7935027685211935e-08
1971,2.8775026805760717e-08,1.6956711590410123e-08
1972,1.846852804021637e-08,9.234264464197395e-09
1973,2.0950174928202614e-08,9.37244637455592e-09
1974,5.06301445213353e-09,1.2938814908380891e-08
1975,1.770558810676448e-08,9.138368284311582e-09
1976,1.2569759455516305e-08,1.2569759011427095e-08
1977,1.3516598507123945e-08,9.990529292736028e-09
1978,1.9603952239322098e-08,1.0099005409713868e-08
1979,1.404473604083023e-08,1.404473604083023e-08
1980,1.6486936260662333e-08,1.4212876653374451e-08
1981,1.9609203150139365e-08,1.3283653732543144e-08
1982,1.4277254933858785e-08,9.932003663948308e-09
1983,9.47297440490047e-09,1.3893695083311286e-08
1984,1.275781880138993e-08,2.0296529790186923e-08
1985,1.2632671797518924e-08,1.6843562544721635e-08
1986,2.038125046510686e-08,1.1988971149179406e-08
1987,2.199894133525504e-08,1.3443796742507175e-08
1988,5.396898483667201e-09,7.195864570874733e-09
1989,1.4269117443177493e-08,1.6464366758839333e-08
1990,1.4166492867673242e-08,1.6345953035568073e-08
1991,1.4067516929117119e-08,1.2309077312977479e-08
1992,1.4876849085965205e-08,1.0468893973936133e-08
1993,2.1048988330107932e-08,7.754890507527534e-09
1994,1.635227242502424e-08,2.1099706870586488e-08
1995,1.843633334885908e-08,1.4098372247417501e-08
1996,1.2277611816102763e-08,1.7615704450690828e-08
1997,1.8700088588730068e-08,1.5823151677807346e-08
1998,1.144351013948608e-08,2.0026143410234454e-08
1999,1.3253583119876566e-08,1.553868411718895e-08
2000,1.7230322058026104e-08,1.281229122795935e-08
2001,1.9277331730904734e-08,1.66486047170622e-08
2002,1.1829298429688606e-08,1.6648641576466616e-08
2003,1.583430631058036e-08,1.8751153518792307e-08
2004,1.3214373595360485e-08,1.497628998592404e-08
2005,1.6663873836364473e-08,1.4411998705554652e-08
2006,1.4412615101377924e-08,1.317724773741702e-08
2007,1.5179022483380322e-08,1.4380125978874503e-08
2008,1.4901038625225738e-08,1.1069343108793817e-08
2009,1.8119131084404216e-08,1.7642312055698994e-08
2010,1.369900015646408e-08,1.0392344762522043e-08
2011,1.3766299211681599e-08,9.177532733772864e-09
2012,1.3617010630184723e-08,1.5999987779125036e-08
2013,1.7292574483462886e-08,9.483025253942401e-09
2014,2.7284610126798725e-08,8.878325408190335e-09
2015,1.9727520950141297e-08,7.758014008985015e-09
2016,2.6720286427917017e-08,1.2842308105831535e-08
2017,1.282961736848165e-08,6.792150397672003e-09
2018,1.884470712809616e-08,8.260693240558226e-09
2019,1.811201322254874e-08,7.142765934275985e-09
