year,quelles_DET eaux_NOUN,quelles_DET peaux_NOUN
1864,2.828889433814652e-08,2.8768367688059016e-09
1865,4.3302967434044604e-08,0.0
1866,3.211304400174697e-08,0.0
1867,2.620518202434141e-08,0.0
1868,2.76632952100897e-08,4.93987406535723e-10
1869,2.0999133210075627e-08,0.0
1870,2.8096839521651873e-08,0.0
1871,2.3366590662377007e-08,0.0
1872,2.660829245826335e-08,0.0
1873,1.9155214303623325e-08,0.0
1874,1.7923827755339516e-08,1.1949218281515073e-09
1875,2.1169650921137873e-08,5.721527140956084e-10
1876,5.1995726835230016e-08,6.04601479992084e-10
1877,1.3606595627990714e-08,0.0
1878,2.657198971967034e-08,2.4156354694326865e-09
1879,3.360128886242819e-08,0.0
1880,2.2462462556660512e-08,0.0
1881,1.3247764774071413e-08,0.0
1882,2.4624924321869912e-08,6.655385131892899e-10
1883,3.6652166635064987e-08,6.319338941018771e-10
1884,2.5086448474098688e-08,6.601696966868076e-10
1885,3.222817768211428e-08,0.0
1886,1.5488312854472497e-08,0.0
1887,1.632231128034789e-08,1.9586773869484375e-09
1888,2.536245968798312e-08,0.0
1889,2.318100555953606e-08,6.265136742733546e-10
1890,2.6217545912032847e-08,0.0
1891,1.72103943318902e-08,0.0
1892,1.6298132399228393e-08,0.0
1893,3.571881679320654e-08,6.158416554491453e-10
1894,3.969969597505951e-08,0.0
1895,2.2268873633990438e-08,1.2037228991346183e-09
1896,1.592197840238896e-08,0.0
1897,1.5732126490419773e-08,0.0
1898,1.9804242246124204e-08,0.0
1899,1.7688250864011934e-08,0.0
1900,2.180242386629061e-08,0.0
1901,1.2295225282343836e-08,5.588738916095792e-10
1902,7.856453987376e-09,0.0
1903,1.3500550677392198e-08,1.6200660812870638e-09
1904,2.6335663427801137e-08,0.0
1905,9.805442346966231e-09,3.096455536422127e-09
1906,1.2860461140462576e-08,5.144184522798412e-10
1907,1.3885677219160897e-08,4.114274698707732e-09
1908,2.455694558811672e-08,4.911389073214423e-10
1909,1.1552065415365576e-08,2.7504918342913243e-09
1910,1.763569701385137e-08,0.0
1911,1.4365010292394231e-08,0.0
1912,1.250261111307438e-08,0.0
1913,1.8030165027660416e-08,5.30298971401777e-10
1914,1.4063161579702665e-08,4.687720656093575e-09
1915,1.2958838335741518e-08,0.0
1916,5.493730803607377e-09,3.2962386153911893e-09
1917,6.57985488317081e-09,2.1932848870420685e-09
1918,1.8378202071289707e-08,0.0
1919,5.524709023596586e-09,3.6831393490643904e-09
1920,1.590168663412328e-08,0.0
1921,1.5902769767706104e-08,1.5145494858259667e-09
1922,1.6231457733439925e-08,0.0
1923,1.4862327812892318e-08,0.0
1924,1.5469948877466777e-08,2.578324886925998e-09
1925,1.429763130111894e-08,2.1996355847875293e-09
1926,1.5604594283402662e-08,4.458455382660986e-09
1927,1.8953683067479687e-08,3.3447675740205796e-09
1928,1.4853853147478446e-08,0.0
1929,1.6710609340719884e-08,2.2280812750352652e-09
1930,2.1007207084977608e-08,1.0503603542488804e-09
1931,1.4826963656844327e-08,2.2810713318222042e-09
1932,2.6302887090601246e-08,0.0
1933,4.588264879146209e-09,0.0
1934,1.4377896206951846e-08,5.990790086229936e-09
1935,1.6755597798123745e-08,0.0
1936,9.699771652549316e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,9.075650009293668e-09,0.0
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,2.6563523380929155e-08,0.0
1942,6.068423541449874e-09,0.0
1943,5.806470415592457e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,2.7418004089341252e-08,3.5762612871081956e-09
1948,1.848220954059343e-08,0.0
1949,1.3743811422273211e-08,9.817008317369869e-10
1950,1.0635361258337639e-08,0.0
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,1.5817205323287453e-08,0.0
1953,8.61906213067698e-09,0.0
1954,1.3681550559141442e-08,2.9317608341017376e-09
1955,1.1262729415761896e-08,2.815682353940474e-09
1956,1.0465370126055973e-08,8.72114158667614e-10
1957,1.678657179926546e-08,0.0
1958,1.9026159758794847e-08,0.0
1959,2.0151944668533872e-08,0.0
1960,1.038124963770315e-08,2.076250060767393e-09
1961,1.945484662257968e-08,0.0
1962,1.1415521528057582e-08,0.0
1963,1.0345684975376912e-08,0.0
1964,1.6426714211092985e-08,0.0
1965,2.188817349590977e-08,0.0
1966,1.163205665122291e-08,5.539074754423723e-10
1967,1.3804939802408711e-08,0.0
1968,1.931308885039229e-08,4.4914158503495116e-10
1969,1.0446043141598693e-08,3.1792303789579535e-09
1970,3.035158471775823e-08,1.3796175313274261e-09
1971,1.233215407570043e-08,5.138397485282553e-10
1972,1.4364410771960934e-08,5.130146862875051e-10
1973,1.7642251715077606e-08,5.513203782392395e-10
1974,7.313243344242437e-09,5.625571675160757e-10
1975,9.138368284311582e-09,0.0
1976,7.998937456843436e-09,5.713526873840635e-10
1977,7.639816779203557e-09,1.1753563677885381e-09
1978,7.722768868845264e-09,0.0
1979,1.111874914361266e-08,5.851973350345929e-10
1980,1.932951232408442e-08,1.7055452605774235e-09
1981,1.3916208629893845e-08,0.0
1982,1.179425412889401e-08,0.0
1983,1.8314416205811312e-08,0.0
1984,2.3196033982486597e-08,1.1598016991243298e-09
1985,1.0828004826102244e-08,6.015558051686298e-10
1986,8.991728361884554e-09,5.994485463567401e-10
1987,9.77730663098697e-09,1.2221633705067347e-09
1988,7.195864348830128e-09,5.996553809062277e-10
1989,1.2622680567453415e-08,0.0
1990,1.798054882762301e-08,0.0
1991,1.699824903056424e-08,5.861465202094962e-10
1992,1.3223865669154122e-08,0.0
1993,1.2740177190995183e-08,0.0
1994,1.1604838756618108e-08,1.0549853213248639e-09
1995,1.0302656505700725e-08,0.0
1996,1.3879039695297024e-08,5.338092190498855e-10
1997,1.678213046307775e-08,0.0
1998,9.059445638115449e-09,1.43043876743576e-09
1999,8.226361924990044e-09,4.570201161957499e-10
2000,1.2812291005914744e-08,0.0
2001,9.638666031985821e-09,0.0
2002,1.7524885320696626e-08,4.38122149670761e-10
2003,6.667076668520622e-09,4.1669229178253886e-10
2004,7.488145048473172e-09,0.0
2005,1.1709749059285457e-08,1.3511248786457486e-09
2006,7.823991010624809e-09,2.0589450144825605e-09
2007,9.986198756806175e-09,3.994479469415779e-10
2008,1.2346574762567286e-08,4.257439678578834e-10
2009,8.105927040702454e-09,1.430457752249481e-09
2010,1.1809482725055886e-08,0.0
2011,1.7972667576415802e-08,3.82397197240536e-10
2012,8.510631810398905e-09,6.808505426114664e-10
2013,1.2272149851888514e-08,5.578250084070646e-10
2014,1.7540106089786178e-08,1.7323561474213989e-09
2015,1.0639561953684762e-08,6.649726186358507e-10
2016,2.2370472807509145e-08,2.0713399884186856e-09
2017,1.308117902887318e-08,1.0062445321423752e-09
2018,1.6521387147250266e-08,2.5814667070633845e-10
2019,1.2754938882864053e-08,2.55098775436835e-10
