year,sujets_NOUN heureux_ADJ,sujets_NOUN peureux_ADJ
1974,4.500457340128605e-09,0.0
1975,1.1422960355389478e-08,0.0
1976,5.713526984862938e-09,0.0
1977,5.876781727920388e-09,5.876781838942691e-10
1978,8.316828115084718e-09,5.940591352171509e-10
1979,1.1703946256602649e-08,5.851973350345929e-10
1980,1.0801786132219604e-08,0.0
1981,8.855769451088236e-09,0.0
1982,9.932003663948308e-09,0.0
1983,3.157658134966823e-09,0.0
1984,9.278413592994639e-09,0.0
1985,4.812446441349039e-09,0.0
1986,7.792831269171074e-09,0.0
1987,6.110816741511371e-09,0.0
1988,1.4391728697660255e-08,0.0
1989,1.5915555096057687e-08,0.0
1990,1.0897301727652575e-08,0.0
1991,4.10302547493302e-09,0.0
1992,3.856960972825618e-09,0.0
1993,4.4313659408601325e-09,0.0
1994,1.318731612798274e-08,5.274926606624319e-10
1995,1.138714633697191e-08,0.0
1996,7.473328622609188e-09,0.0
1997,7.192341833217597e-09,0.0
1998,6.198567881199324e-09,0.0
1999,1.0511462811280126e-08,0.0
2000,7.068850393920911e-09,0.0
2001,1.095302959441824e-08,0.0
2002,1.752488643091965e-08,0.0
2003,6.667076668520622e-09,0.0
2004,3.9643119897903034e-09,1.3214374039449694e-09
2005,1.0358624180639708e-08,9.007499190971657e-10
2006,1.0294725072412803e-08,0.0
2007,1.4380126422963713e-08,0.0
2008,8.51487946817997e-09,4.257439678578834e-10
2009,9.53638501499654e-09,0.0
2010,7.558068837454357e-09,0.0
2011,5.7359579308524644e-09,2.2943831279320648e-09
2012,7.489355802192676e-09,6.808505426114664e-10
2013,1.1435412616833673e-08,0.0
2014,6.063246349441442e-09,0.0
2015,5.984753581600444e-09,0.0
2016,1.4499380363020009e-08,0.0
2017,9.056201122348284e-09,2.515611330355938e-10
2018,7.744399788123246e-09,2.5814667070633845e-10
2019,9.94885240857002e-09,0.0
