year,sujets_NOUN heureux_ADJ,sujets_NOUN peureux_ADJ
1800,1.1633408547595536e-07,0.0
1801,2.4764298700574727e-07,0.0
1802,1.767893706983159e-07,0.0
1803,2.3209037181004533e-07,0.0
1804,2.0021992952479195e-07,0.0
1805,2.6154475563089363e-07,0.0
1806,3.342736079048336e-07,0.0
1807,1.0249038240317532e-07,0.0
1808,2.583324487659411e-07,0.0
1809,1.7620438086396462e-07,0.0
1810,3.3931837606360205e-07,0.0
1811,8.774768645025688e-08,0.0
1812,3.06728935584033e-07,0.0
1813,2.2718359105056152e-07,0.0
1814,2.3285410577500443e-07,0.0
1815,2.346584437873389e-07,0.0
1816,1.5991466284503986e-07,0.0
1817,1.5724421587037796e-07,0.0
1818,2.455762455610966e-07,0.0
1819,1.625114833814223e-07,0.0
1820,2.57502648537411e-07,0.0
1821,2.6330172886446235e-07,0.0
1822,1.87479017199621e-07,0.0
1823,1.5416991061556473e-07,0.0
1824,1.8610658969464566e-07,0.0
1825,1.7963104426144128e-07,0.0
1826,1.559013185215008e-07,0.0
1827,1.5208500769858802e-07,0.0
1828,1.4217066279798019e-07,0.0
1829,1.4660130887023115e-07,0.0
1830,1.3985359714752121e-07,0.0
1831,9.510635834431014e-08,0.0
1832,1.352997003323253e-07,1.2176972319366541e-08
1833,1.1236119945579048e-07,0.0
1834,1.0548019702127931e-07,0.0
1835,1.3613558280667348e-07,0.0
1836,8.266522399935639e-08,0.0
1837,8.419048214136637e-08,0.0
1838,9.531364497661343e-08,0.0
1839,9.718150550952487e-08,0.0
1840,9.108654808187566e-08,0.0
1841,6.869986890478685e-08,0.0
1842,7.781587640920407e-08,0.0
1843,8.151537400635789e-08,0.0
1844,5.4885614275690386e-08,0.0
1845,4.687391452762313e-08,5.580227946389016e-10
1846,5.327596142024049e-08,0.0
1847,7.766242049456196e-08,0.0
1848,5.63165514222419e-08,0.0
1849,2.5976186535103807e-08,0.0
1850,4.073397619208663e-08,0.0
1851,6.707416133622246e-08,0.0
1852,4.362065553209504e-08,0.0
1853,7.882950114890264e-08,0.0
1854,7.689583725323246e-08,0.0
1855,7.16436545644683e-08,0.0
1856,4.711242240773572e-08,0.0
1857,5.564920257938866e-08,0.0
1858,4.159624467092726e-08,0.0
1859,3.8700516569178944e-08,0.0
1860,4.027921818305913e-08,0.0
1861,2.7352589526685733e-08,0.0
1862,4.653525920161883e-08,0.0
1863,6.093437576737415e-08,1.4983863039219614e-09
1864,4.6029388300894425e-08,0.0
1865,4.047886292823932e-08,0.0
1866,6.763202264892243e-08,0.0
1867,3.105799351033056e-08,0.0
1868,3.408512938563035e-08,0.0
1869,2.783605879130846e-08,0.0
1870,6.364793847524197e-08,0.0
1871,2.1242353653860846e-08,0.0
1872,1.3304146229131675e-08,6.047339295989218e-10
1873,3.112722168907567e-08,0.0
1874,2.4495896866483235e-08,1.1949218281515073e-09
1875,3.661777370211894e-08,0.0
1876,4.474050996350343e-08,0.0
1877,3.277952487223956e-08,0.0
1878,1.5701630218245555e-08,0.0
1879,5.1318330918093125e-08,0.0
1880,5.647704881539539e-08,0.0
1881,2.022027167924989e-08,0.0
1882,3.5939081044489285e-08,0.0
1883,2.464542170343975e-08,0.0
1884,2.5086448474098688e-08,0.0
1885,1.353583467533781e-08,0.0
1886,2.2587123282846733e-08,0.0
1887,1.1752064210668323e-08,0.0
1888,4.1848057463766963e-08,0.0
1889,1.50363277384713e-08,0.0
1890,3.211649257650606e-08,0.0
1891,1.4023283867459213e-08,0.0
1892,1.817868522380195e-08,0.0
1893,1.847524977449666e-08,0.0
1894,2.7726773765834878e-08,0.0
1895,1.625025980445116e-08,0.0
1896,8.255840455717589e-09,0.0
1897,9.905413378419325e-09,0.0
1898,1.9238406423482957e-08,0.0
1899,1.3818945987509323e-08,0.0
1900,1.86877908703309e-08,0.0
1901,1.3412973842719111e-08,0.0
1902,9.820567470342212e-09,4.910283846193408e-10
1903,1.296052865029651e-08,0.0
1904,1.0749250378694342e-08,0.0
1905,1.3417973399043603e-08,0.0
1906,2.1605574218597212e-08,0.0
1907,9.771402353919711e-09,0.0
1908,1.7189861978295085e-08,5.40252820258047e-09
1909,7.151278680339601e-09,0.0
1910,4.809735720812114e-09,0.0
1911,1.0108711201439746e-08,0.0
1912,1.5628263128064646e-08,0.0
1913,1.113627856597077e-08,0.0
1914,1.4063162190325329e-08,0.0
1915,1.5314990164938536e-08,0.0
1916,1.0987462051303964e-09,0.0
1917,1.864292187292449e-08,0.0
1918,9.189101035644853e-09,0.0
1919,1.8415696745321952e-09,0.0
1920,1.2115570768855832e-08,0.0
1921,1.060184651180407e-08,0.0
1922,1.4755870969551665e-09,0.0
1923,7.431163684401554e-09,0.0
1924,2.1915761649893284e-08,1.289162443462999e-09
1925,1.9796720707176974e-08,0.0
1926,8.916910765321973e-09,0.0
1927,1.2264147031260109e-08,0.0
1928,4.570416489713125e-09,0.0
1929,5.570202965543558e-09,0.0
1930,3.151081173768944e-08,0.0
1931,6.843213995466613e-09,0.0
1932,1.0959536389520963e-08,0.0
1933,3.4411986593596566e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,1.196828414151696e-09,0.0
1936,6.0623572828433225e-09,0.0
1937,1.2591118370153254e-08,0.0
1938,2.5930428915188486e-09,0.0
1939,7.647025235257843e-09,0.0
1940,1.5214697057785997e-08,0.0
1941,8.854508237732261e-09,0.0
1942,1.517105907566929e-08,0.0
1943,5.806470415592457e-09,0.0
1944,2.2492303131116387e-08,0.0
1945,2.178504043826024e-09,0.0
1946,1.1136883415474585e-08,0.0
1947,8.344609447874518e-09,0.0
1948,9.784699273041042e-09,0.0
1949,2.0615717133409817e-08,0.0
1950,2.1270722072586068e-08,0.0
1951,1.5992101864981123e-08,0.0
1952,1.4762725264461096e-08,0.0
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,1.9545072227344917e-09,0.0
1955,5.631364707880948e-09,9.385607846468247e-10
1956,9.593255967388359e-09,0.0
1957,8.835037590415595e-09,0.0
1958,4.1361216673863055e-09,0.0
1959,6.975672928177801e-09,0.0
1960,1.7302083321624195e-08,1.3841666701708277e-09
1961,1.181187059273725e-08,0.0
1962,9.512934440181198e-09,0.0
1963,1.0345685197421517e-08,0.0
1964,1.8860301764789256e-08,0.0
1965,8.20806533852192e-09,0.0
1966,1.9386762417639147e-08,0.0
1967,2.5144711202074177e-08,0.0
1968,2.515192853991266e-08,0.0
1969,8.175163657142548e-09,0.0
1970,1.7015283404475667e-08,0.0
1971,1.2332153964678128e-08,0.0
1972,2.0007572487656944e-08,0.0
1973,1.929621262775072e-08,0.0
