year,certains_DET airs_NOUN,certains_DET pères_NOUN
1854,6.702407073788663e-08,3.4810951454744554e-08
1855,7.058226003664458e-08,2.600399184871094e-08
1856,1.2062850940353087e-07,1.7084723857863082e-08
1857,6.83411300883563e-08,2.2943092536920062e-08
1858,4.355371774344974e-08,2.7404585656309877e-08
1859,6.517981887554924e-08,5.1940167278274885e-08
1860,4.76027130491552e-08,4.7144994574921384e-08
1861,8.488734426492783e-08,2.688099354219986e-08
1862,5.2408641426637814e-08,2.981871061180641e-08
1863,4.395266284262789e-08,3.795911901471882e-08
1864,2.8768367688059016e-08,5.274200720606359e-08
1865,4.7539127800977354e-08,3.8596123352885314e-08
1866,5.741423336758089e-08,3.259960651424976e-08
1867,5.774845668327089e-08,3.930777303651212e-08
1868,7.311013483501938e-08,2.2723420589620957e-08
1869,6.78809173315642e-08,4.688178312228786e-08
1870,4.759260452402714e-08,3.325748387794647e-08
1871,3.611200227737754e-08,1.4869647735338276e-08
1872,4.5959778094406545e-08,6.833493459978968e-08
1873,3.890902922076833e-08,2.334541659987366e-08
1874,6.691562060012757e-08,4.2419725232445415e-08
1875,8.639505710839046e-08,2.8035483046195964e-08
1876,3.506688606158548e-08,2.1765653279715025e-08
1877,5.442638051356141e-08,3.649041335762604e-08
1878,8.273551527215872e-08,4.891661853356766e-08
1879,3.54340856656421e-08,5.3151128720507756e-08
1880,4.171599954361227e-08,4.6208493920119054e-08
1881,3.834879180875106e-08,3.486253796758376e-08
1882,4.3260003357303844e-08,5.457415808152177e-08
1883,4.486730742492284e-08,4.929084279625684e-08
1884,9.572460513140868e-08,3.828984240783484e-08
1885,5.220965038077452e-08,3.029448797375878e-08
1886,5.227305832633533e-08,2.452316305578961e-08
1887,3.395040937270721e-08,3.656197844481568e-08
1888,4.56524276160053e-08,5.009085657370349e-08
1889,6.578393474399036e-08,3.069917042797243e-08
1890,2.4251230357208442e-08,4.194807418089752e-08
1891,2.549687994068961e-08,3.25085212082854e-08
1892,3.886477561998447e-08,3.322311514786236e-08
1893,3.6334658393144537e-08,4.002970754868329e-08
1894,4.7891699495039575e-08,2.9617234442724794e-08
1895,7.643640276278063e-08,4.333402570111389e-08
1896,4.8355637716213096e-08,4.245860851792571e-08
1897,3.379493884736462e-08,4.195233793691244e-08
1898,3.5647635066027306e-08,4.300349765173905e-08
1899,4.0351322283527224e-08,5.9145088826539904e-08
1900,3.218453115128028e-08,4.6200372860738526e-08
1901,4.079779380994353e-08,7.377135347041985e-08
1902,2.553347622225033e-08,2.504244833723135e-08
1903,3.1321277793594504e-08,5.6702312623002626e-08
1904,2.956043942958786e-08,3.923476388223435e-08
1905,5.522012180847469e-08,3.148062971414234e-08
1906,3.96102199928805e-08,7.76771877930571e-08
1907,5.502842537197239e-08,5.502842270743713e-08
1908,4.9605030305599485e-08,6.286577880487698e-08
1909,3.355600064480768e-08,5.776032641069406e-08
1910,5.6647995627656655e-08,6.787071349378948e-08
1911,3.245428181752885e-08,5.7460041169576925e-08
1912,3.4903122170248935e-08,5.990834450742e-08
1913,4.45451151520615e-08,4.719660801066894e-08
1914,4.218948390644073e-08,7.567320337020789e-08
1915,1.5314990053916233e-08,2.0027295377644805e-08
1916,1.8678685265172135e-08,4.6147341281610466e-08
1917,3.180263163926611e-08,5.3735480065597585e-08
1918,4.020231791912465e-08,3.9053679401490626e-08
1919,4.235610151503977e-08,4.6960026589548676e-08
1920,5.149117443536966e-08,3.104614920701465e-08
1921,5.906743028027961e-08,4.1650111803903656e-08
1922,3.6889677090812256e-08,4.2054232263222247e-08
1923,3.715581753382935e-08,5.414133452674719e-08
1924,4.640984829773487e-08,5.672314706828274e-08
1925,4.289289479153524e-08,6.048997747143403e-08
1926,4.346993875969929e-08,4.235532624630167e-08
1927,5.0171512722130274e-08,6.689534903792094e-08
1928,3.085031063942978e-08,5.598760233205269e-08
1929,3.230717737778832e-08,6.461435653193348e-08
1930,7.562594328547334e-08,1.0818711670967929e-07
1931,3.763767875142321e-08,6.729160428875502e-08
1932,4.822196164600001e-08,6.904508043081847e-08
1933,3.900024991843054e-08,6.997103918493508e-08
1934,6.47005329312833e-08,5.1520796517934286e-08
1935,4.308582113310422e-08,8.138433127413691e-08
1936,6.062357416070085e-08,6.547345821061867e-08
1937,2.5182236296217297e-08,4.5328026221369555e-08
1938,4.6674770715071645e-08,7.649476463367222e-08
1939,6.576441879957429e-08,5.352917753498332e-08
1940,3.296517903095264e-08,7.353770525853065e-08
1941,6.198155411141215e-08,7.378756627929306e-08
1942,3.034211815133858e-08,5.158159921414551e-08
1943,3.4838823381733164e-08,1.016132320508234e-07
1944,4.177142187700156e-08,1.5101975137099544e-07
1945,4.35700817646989e-08,9.149717206113905e-08
1946,7.378185173934071e-08,8.491873249028004e-08
1947,2.7418003423207438e-08,7.986983563412764e-08
1948,4.566192846056083e-08,7.392883860646293e-08
1949,4.0249735766551e-08,7.068245888586233e-08
1950,3.6160229699433444e-08,8.614642821314078e-08
1951,7.462981543859826e-08,7.249753264382264e-08
1952,3.479785237736621e-08,5.061505792269827e-08
1953,3.986316254867006e-08,9.050014915246152e-08
1954,7.03622600184417e-08,8.893007663601793e-08
1955,4.411235776657918e-08,6.100644922568677e-08
1956,5.1454737137746065e-08,7.325758932807958e-08
1957,4.594219671361088e-08,8.039884180632839e-08
1958,3.8052319517589694e-08,6.865962076663124e-08
1959,5.348016118844612e-08,8.215792624000073e-08
1960,3.4604168197560625e-08,8.789458405544792e-08
1961,3.335116538494276e-08,6.53126954741623e-08
1962,3.9320128486508565e-08,9.068997464112272e-08
1963,4.267595066220764e-08,6.854016376678373e-08
1964,2.433587364958356e-08,9.795188882222305e-08
1965,3.228505507379964e-08,1.0396882288432607e-07
1966,4.2096966801352664e-08,1.1188930759686855e-07
1967,3.9935716511507735e-08,1.050161468896249e-07
1968,7.231179299793666e-08,9.656544164293734e-08
1969,2.725054604191257e-08,1.030979008831423e-07
1970,4.000890863053996e-08,8.13974323499167e-08
1971,4.624557869981061e-08,8.324203903953276e-08
1972,4.771036610229373e-08,8.41344065527494e-08
1973,4.520827223686297e-08,6.781240680098222e-08
1974,2.1377172254588572e-08,8.044567589848839e-08
1975,3.25554365687708e-08,7.653383482519871e-08
1976,2.456816594609279e-08,7.827531733894943e-08
1977,1.9393379790955123e-08,6.640763405840744e-08
1978,3.38613705963553e-08,6.950491804325054e-08
1979,2.984506419778654e-08,6.612729963606512e-08
1980,3.354238775621354e-08,7.106438371096147e-08
1981,3.858585184701724e-08,1.0437156561238226e-07
1982,2.110550711975634e-08,8.504278081744587e-08
1983,2.77873914988902e-08,8.525676697956897e-08
1984,4.291266186839948e-08,1.0380225168304946e-07
1985,3.849957153079231e-08,1.1068626459831421e-07
1986,3.596691411367203e-08,1.0010790862935437e-07
1987,3.91092271900817e-08,9.716198778875196e-08
1988,3.1182079085478875e-08,1.22329695706469e-07
1989,3.677041826577465e-08,1.1470175120820159e-07
1990,2.6153524790295535e-08,1.1442167036079809e-07
1991,6.09592376576984e-08,9.730032246579867e-08
1992,3.967159711848467e-08,1.2838169860529547e-07
1993,3.54509293032379e-08,1.246321685854923e-07
1994,2.3209677513236215e-08,1.2712573216333567e-07
1995,3.470368570290816e-08,1.263431039788543e-07
1996,4.4839973512011966e-08,1.0943088923909272e-07
1997,3.212579313682795e-08,1.4576479490102656e-07
1998,4.4343601235397045e-08,1.497192574362316e-07
1999,3.244842838867612e-08,1.416762356321044e-07
2000,3.2251629811241855e-08,1.7009421870994856e-07
2001,4.2935875743665974e-08,1.1785459497204442e-07
2002,3.724038233343663e-08,1.450184337059568e-07
2003,3.625222833036901e-08,1.4292545635896658e-07
2004,4.228599514988218e-08,1.4051284225047311e-07
2005,3.0175122844866564e-08,1.594327345699753e-07
2006,5.229720256849646e-08,1.058297716127754e-07
2007,3.674921078555826e-08,1.6017862858319631e-07
2008,4.129716479894796e-08,1.6944610159441709e-07
2009,3.623826394516527e-08,1.5878080716902332e-07
2010,2.881513760932819e-08,1.3982427482517323e-07
2011,2.5620612076338034e-08,1.231318997874098e-07
2012,3.23403994695326e-08,1.572764718460462e-07
2013,2.6775599737405287e-08,1.1853781423099008e-07
2014,2.8367331372791682e-08,1.0697299046569242e-07
2015,4.167161793411367e-08,1.2102501667499155e-07
2016,3.3762842743811916e-08,1.3215149685663619e-07
2017,2.414986899346161e-08,1.2125246673377887e-07
2018,4.233605266357188e-08,1.0016091023246076e-07
2019,2.8826161957429264e-08,9.923342236817234e-08
