year,derniers_ADJ anneaux_NOUN,derniers_ADJ panneaux_NOUN
1923,5.944930947521243e-08,1.4862327368803108e-08
1924,7.34822620529485e-08,1.1602462102189293e-08
1925,6.268961527666761e-08,7.698724324711748e-09
1926,5.127223801082437e-08,4.458455382660986e-09
1927,7.135503921062991e-08,6.689535148041159e-09
1928,6.512843242489907e-08,5.713020723163709e-09
1929,8.466708578680482e-08,3.342121912552898e-09
1930,3.466189113510154e-08,6.302162347537887e-09
1931,6.272946251328904e-08,2.2810713318222042e-09
1932,5.698959171240858e-08,8.767629289252454e-09
1933,3.670611903316967e-08,5.735331320977366e-09
1934,5.2718952758823434e-08,1.7972370258689807e-08
1935,1.2925747228109685e-07,1.196828414151696e-08
1936,1.5883375681369216e-07,8.487299751891442e-09
1937,1.7627565185307503e-08,1.2591118370153254e-08
1938,2.852347158466273e-08,7.779128452511941e-09
1939,1.988226472349197e-08,4.588215141154706e-09
1940,2.7893612752905028e-08,0.0
1941,1.0035108743977617e-07,8.854508237732261e-09
1942,6.978687139280737e-08,3.034211770724937e-09
1943,4.064529335323641e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,3.921307367704685e-08,1.089252066321933e-08
1946,2.227376683094917e-08,1.3921104269343232e-09
1947,3.099426493236024e-08,3.5762612871081956e-09
1948,3.152847583010043e-08,1.0871887834440486e-09
1949,4.515823803785679e-08,1.9634016634739737e-09
1950,4.5732054587688253e-08,4.2541445921528975e-09
1951,2.1322803078760444e-08,2.1322803522849654e-09
1952,7.065018792218325e-08,4.2179215675730575e-09
1953,3.124409886368085e-08,1.0773827163745864e-08
1954,3.8112890621277984e-08,1.07497895029951e-08
1955,3.472674947602172e-08,1.8771215692936494e-09
1956,3.662879421995058e-08,9.593255967388359e-09
1957,2.738861759610245e-08,9.718541527092839e-09
1958,9.099467845885556e-09,1.4890038535497752e-08
1959,3.642851353902188e-08,6.975672928177801e-09
1960,2.6991250123842292e-08,8.305000243069571e-09
1961,2.91822690456911e-08,6.94815938118154e-09
1962,2.2831043722248978e-08,4.43936931660005e-09
1963,1.5518526907953856e-08,3.2330267352165265e-09
1964,2.251068309533366e-08,8.517555549758526e-09
1965,1.91521518644322e-08,5.47204326295514e-09
1966,2.9357096309468034e-08,5.539074976468328e-09
1967,1.1339771788243524e-08,8.381570104631919e-09
1968,1.122853987567396e-08,4.042274071025531e-09
1969,3.2246479264586014e-08,4.541757636644661e-09
1970,2.0694262303777577e-08,2.2993624781975086e-09
1971,1.0790635052160269e-08,5.138397263237948e-09
1972,1.9494558856081312e-08,4.6171320100540925e-09
1973,7.1671650836435674e-09,6.064523994098181e-09
1974,8.438357568252286e-09,3.3753431161187564e-09
1975,2.7415104852934746e-08,9.138368284311582e-09
1976,1.428381679602353e-08,6.8562320265641574e-09
1977,5.876781727920388e-09,9.402850942308305e-09
1978,1.7821774278559133e-08,1.3069301196821925e-08
1979,1.6385525825057812e-08,6.437170796402825e-09
1980,2.5014662341504845e-08,9.096241093686785e-09
1981,1.4548763971333756e-08,6.325549417596221e-09
1982,1.5518756057986138e-08,5.586751949948621e-09
1983,1.136756910824488e-08,4.4207211225000265e-09
1984,9.278413592994639e-09,5.799008384599347e-09
1985,4.210890747202711e-09,6.617113967877231e-09
1986,1.8582904104391673e-08,7.792831269171074e-09
1987,4.277571630240118e-09,7.944062296871834e-09
1988,1.0793796967334401e-08,5.99655392008458e-09
1989,1.3171493229435782e-08,1.0427432250992297e-08
1990,5.993515905799995e-09,2.724325431913144e-09
1991,1.4067516929117119e-08,3.5168792322792797e-09
1992,1.65298330578878e-09,8.264915862810085e-09
1993,6.093128224193833e-09,5.539207315052863e-09
1994,4.747434001473039e-09,6.329911705904578e-09
1995,8.675921314704738e-09,6.506940763983948e-09
1996,5.871901187504136e-09,2.6690460952494277e-09
1997,7.671831170341648e-09,6.233362714880286e-09
1998,2.3840645013706308e-09,6.675381136744818e-09
1999,9.597422412355172e-09,5.941261704833778e-09
2000,7.068850393920911e-09,3.5344251969604557e-09
2001,4.381211837767296e-09,7.886181485616817e-09
2002,4.381221607729913e-09,9.63868718173444e-09
2003,3.333538334260311e-09,1.12506919336397e-08
2004,1.7619165015858584e-09,6.607186797680242e-09
2005,2.702249757291497e-09,1.1259373877692269e-08
2006,5.353256948836815e-09,2.4707338397433887e-09
2007,5.991719120856942e-09,5.192823504529542e-09
2008,4.257439734089985e-09,5.5346713878634546e-09
2009,1.907277002999308e-09,5.721831008997924e-09
2010,4.723792912386671e-09,1.8895172093635892e-09
2011,2.6767803529281764e-09,6.118355155848576e-09
2012,5.446804340891731e-09,3.063827413996023e-09
2013,9.761937924679387e-09,3.0680376017500066e-09
2014,3.4647122948427977e-09,2.3819897165822113e-09
2015,1.0861219479352258e-08,2.881548111233201e-09
2016,1.4499380363020009e-08,2.0713399884186856e-09
2017,3.018733707449428e-09,2.5156112748447867e-09
2018,3.614053500911041e-09,3.614053500911041e-09
2019,4.846876677788714e-09,3.826481798085979e-09
