year,mêmes_ADJ eaux_NOUN,mêmes_ADJ peaux_NOUN
1909,1.4522596814003919e-07,1.4302557360679202e-08
1910,1.07417427841483e-07,8.550641084070776e-09
1911,1.0747155698709321e-07,4.788336838146279e-09
1912,1.224213974637678e-07,3.646594803896619e-09
1913,1.0499919511630651e-07,7.954484182448596e-09
1914,8.571831955350717e-08,4.68772043404897e-09
1915,1.4608144738303963e-07,1.1780761921542648e-09
1916,8.350470892537487e-08,0.0
1917,7.23783983858084e-08,1.0966424435210342e-09
1918,9.418828739171659e-08,9.189101035644853e-09
1919,1.28909874774763e-07,9.207848372660976e-10
1920,9.692456615084666e-08,5.300562211374427e-09
1921,1.1359121288023744e-07,2.2718242842501013e-09
1922,7.009038682781465e-08,0.0
1923,6.581888101209188e-08,2.1231896241147297e-09
1924,1.0055467214442615e-07,7.734974660777993e-09
1925,1.3417776756341482e-07,1.0998177923937646e-09
1926,8.693987751939858e-08,5.573069339348535e-09
1927,1.0703256236865855e-07,1.1149224876660924e-09
1928,8.912311955100449e-08,2.2852082448565625e-09
1929,9.35794162160164e-08,7.798284684668033e-09
1930,9.348207186121726e-08,0.0
1931,9.808606904471162e-08,3.4216069977333063e-09
1932,1.1726704229886309e-07,5.4797681947604815e-09
1933,6.882397229901471e-08,5.735331320977366e-09
1934,9.106000931069502e-08,1.1981580172459871e-09
1935,9.454944205344873e-08,2.393656828303392e-09
1936,1.066974846253288e-07,8.487299751891442e-09
1937,8.436049370175169e-08,6.295559185076627e-09
1938,8.427389275311725e-08,3.8895642262559704e-09
1939,6.270560959364957e-08,1.5294050470515685e-09
1940,1.1918179865233469e-07,0.0
1941,1.269146139293298e-07,5.9030051957620344e-09
1942,6.675266206457309e-08,0.0
1943,1.0741970157823744e-07,2.9032352077962287e-09
1944,5.7837350908584995e-08,6.4263723231761105e-09
1945,7.406913482554955e-08,4.357008087652048e-09
1946,7.65660743695662e-08,5.568441707737293e-09
1947,4.52993091926146e-08,3.5762612871081956e-09
1948,8.480072466454658e-08,1.0871887834440486e-09
1949,6.97007607186606e-08,0.0
1950,7.976520777219775e-08,0.0
1951,8.635735326834038e-08,5.3307008807124134e-09
1952,8.857634981040974e-08,2.1089607837865287e-09
1953,6.679773179030235e-08,7.54167928107563e-09
1954,5.2771696346098906e-08,1.9545072227344917e-09
1955,6.006789021739678e-08,0.0
1956,8.285084618364635e-08,2.616342476002842e-09
1957,9.100088504965242e-08,3.5340151360863103e-09
1958,7.69318617699355e-08,8.272243445794913e-10
1959,7.673240531858028e-08,6.975672928177801e-09
1960,7.33608302994071e-08,2.7683333403416555e-09
1961,7.434530147065743e-08,6.948159270159238e-10
1962,8.498221859554178e-08,1.9025869768540815e-09
1963,7.759263809248296e-08,3.2330267352165265e-09
1964,6.023128662491217e-08,2.4335873316516654e-09
1965,6.675892905150249e-08,5.472043373977442e-10
1966,8.53017496638131e-08,8.308612464702492e-09
1967,7.740626983832044e-08,3.451234853457663e-09
1968,8.578604138165247e-08,0.0
1969,8.44766958607579e-08,1.8167031212712459e-09
1970,8.047769028962648e-08,5.518470125309705e-09
1971,8.27281994020268e-08,1.0276794970565106e-09
1972,7.182205763456295e-08,1.0260293725750103e-09
1973,6.119655893144227e-08,1.102640756478479e-09
1974,8.044567323395313e-08,3.937900228123681e-09
1975,8.738564361010503e-08,2.2845920710778955e-09
1976,5.4278505245974884e-08,5.713526873840635e-10
1977,6.581995393162288e-08,5.876781838942691e-10
1978,5.524750079644036e-08,1.7821774056514528e-09
1979,4.9741775143274936e-08,1.1703946700691858e-09
1980,5.855705254020904e-08,2.8425752862659692e-09
1981,8.286470176699368e-08,2.5302198114474095e-09
1982,9.621628294098628e-08,4.966001831974154e-09
1983,6.567928778622445e-08,0.0
1984,6.72685018798802e-08,5.219107812592938e-09
1985,4.812446263713355e-08,4.210890747202711e-09
1986,4.855533219938479e-08,2.3977941854269602e-09
1987,6.355249837497468e-08,2.4443267410134695e-09
1988,6.296381371839743e-08,1.798966087207532e-09
1989,5.927171997655023e-08,3.841685636274406e-09
1990,6.919786699199904e-08,2.179460389939436e-09
1991,5.6856212182765375e-08,1.1722930404189924e-09
1992,5.7854414592384273e-08,3.856960972825618e-09
1993,5.594599628011565e-08,5.539207315052863e-09
1994,7.279398772652712e-08,4.219941229788304e-09
1995,6.01892011786731e-08,3.253470381991974e-09
1996,5.2847113352072483e-08,1.6014276571496566e-09
1997,5.801822311468641e-08,2.876936688878118e-09
1998,6.24624902911819e-08,2.3840645013706308e-09
1999,5.4385392189715276e-08,2.7421207526856506e-09
2000,6.229424087678126e-08,8.836062992401139e-10
2001,4.687896648647438e-08,8.762423564512289e-10
2002,8.411944918407244e-08,8.76244299341522e-10
2003,5.958699844654802e-08,3.333538334260311e-09
2004,6.651234940591166e-08,8.809582507929292e-10
2005,5.044199724579812e-08,2.7022496462691947e-09
2006,5.723866891571561e-08,2.0589450144825605e-09
2007,6.710725841685417e-08,3.994479469415779e-10
2008,6.30101055776322e-08,4.257439678578834e-10
2009,7.104606680741199e-08,1.907277002999308e-09
2010,6.329882751288096e-08,1.8895172093635892e-09
2011,6.577231914661752e-08,1.147191591721608e-09
2012,6.638293115202032e-08,5.7872298064864935e-09
2013,6.10818418067538e-08,2.7891249310130206e-09
2014,6.647916706015167e-08,4.3308902714089825e-09
2015,5.896090726764669e-08,3.324863190323768e-09
2016,7.622531228435037e-08,3.5212780746807226e-09
2017,4.7293493565803146e-08,2.7671724911471074e-09
2018,5.343635933741098e-08,1.290733298020541e-09
2019,6.173390687536084e-08,3.826481798085979e-09
