year,plus_ADV osé_VERB,plus_ADV posé_VERB
1896,1.1086414275496281e-07,2.94851449922362e-08
1897,9.322741334472084e-08,2.3889525024856084e-08
1898,1.0581123888186994e-07,2.4330926606808134e-08
1899,7.904436927219649e-08,2.8743407654019393e-08
1900,1.0018732865546554e-07,2.699347589896206e-08
1901,8.774320292559423e-08,2.1237207548097103e-08
1902,4.959386856739911e-08,2.356936334990678e-08
1903,8.532347806067264e-08,3.348136701220028e-08
1904,6.557042553367864e-08,2.2573425795258117e-08
1905,7.999176432349486e-08,2.2191263937543226e-08
1906,8.333579160080262e-08,1.8519063615940468e-08
1907,1.0697114305457944e-07,2.262851062084792e-08
1908,8.545816854166333e-08,2.6521501439447093e-08
1909,9.956779933872895e-08,4.290767208203761e-08
1910,8.978172871820789e-08,4.5959694716657395e-08
1911,1.0640748371315567e-07,2.553779587799454e-08
1912,6.824341625133457e-08,2.135862686714063e-08
1913,8.431753428794764e-08,3.712092677687906e-08
1914,8.10305991194582e-08,2.9465672568562695e-08
1915,8.599955947374838e-08,2.4739600590351074e-08
1916,6.812226160946011e-08,1.3184954461564757e-08
1917,6.908847183240141e-08,4.1672411299487067e-08
1918,1.3783650842924544e-07,2.756730310693456e-08
1919,1.243059557509696e-07,3.867296172188617e-08
1920,6.587841738792122e-08,4.0132828615924154e-08
1921,8.405749696294151e-08,1.8931869405491852e-08
1922,8.705963949751094e-08,4.352981974875547e-08
1923,8.811237250938575e-08,3.078624999375279e-08
1924,9.153053071031536e-08,4.512068585427187e-08
1925,1.0008341888578798e-07,3.739380360912037e-08
1926,9.251294841305935e-08,2.6750733184144337e-08
1927,8.919379723693055e-08,3.2332753363562006e-08
1928,9.826395341860916e-08,3.427812345080383e-08
1929,1.1363214724724457e-07,5.458798968405176e-08
1930,1.2079144084964355e-07,3.9913694793725085e-08
1931,9.58049923838189e-08,2.5091784650044247e-08
1932,9.5347971296178e-08,2.6302888755935783e-08
1933,7.914756849913829e-08,2.408838994938378e-08
1934,8.387105765450542e-08,2.036868629318178e-08
1935,8.377799076697556e-08,3.351119559624749e-08
1936,9.578524640119213e-08,2.7886843056990074e-08
1937,7.051026074123001e-08,3.777335422228134e-08
1938,8.038433207957496e-08,2.9819993585533666e-08
1939,9.482311469355409e-08,3.211750509990452e-08
1940,7.100192078723921e-08,2.2822046474857416e-08
1941,9.149658097840074e-08,2.9515025090631752e-08
1942,1.2136847260535433e-07,5.76500234217292e-08
1943,7.548411673496958e-08,4.645176332473966e-08
1944,8.354284375400312e-08,4.4984606262232774e-08
1945,1.0456819410364915e-07,4.357008265287732e-08
1946,9.605562212300356e-08,6.821341003160342e-08
1947,9.298279479708071e-08,5.245183132274178e-08
1948,9.567261116671943e-08,2.6092530802657166e-08
1949,7.755436826073492e-08,3.5341230386620737e-08
1950,8.082874813908347e-08,3.296961992305114e-08
1951,1.2793681491984898e-07,4.264560538036477e-08
1952,1.0544803785705881e-07,3.268889103846817e-08
1953,7.433941107137798e-08,4.740483916521043e-08
1954,1.1140691213995524e-07,4.3976411623347644e-08
1955,7.790054468159724e-08,5.068228281501774e-08
1956,7.761816078755146e-08,4.447782231409292e-08
1957,6.184526313290917e-08,4.329168490357915e-08
1958,1.0257581806172311e-07,5.2942358053087446e-08
1959,9.223389696444428e-08,3.952881399982289e-08
1960,9.135499823287319e-08,5.1906251741229426e-08
1961,6.392306772795564e-08,4.446821932901912e-08
1962,7.610347552144958e-08,5.0735650347633054e-08
1963,9.56975867438814e-08,3.556329353227028e-08
1964,9.795189015449068e-08,3.711220841751128e-08
1965,7.715581062939236e-08,4.4323552828018364e-08
1966,5.649856404943421e-08,5.4836839069594134e-08
1967,8.529480766128472e-08,5.226155724846748e-08
1968,1.0015857299094932e-07,4.581244267276574e-08
1969,7.085142073037787e-08,4.4509224750299836e-08
1970,7.03604925433865e-08,3.219107469476512e-08
1971,7.861748230197918e-08,4.264870057113512e-08
1972,6.720492251588439e-08,4.360624927812751e-08
1973,6.505580785187703e-08,4.465694974919998e-08
1974,5.963106275430619e-08,3.994155761688489e-08
1975,6.111283568088766e-08,4.56918409774687e-08
1976,5.027903782206522e-08,4.399415742817325e-08
1977,5.465406971438824e-08,3.526069036752233e-08
1978,6.95049209298304e-08,3.2079192635592335e-08
1979,5.734933949952392e-08,3.8623025555573065e-08
1980,8.072913715295726e-08,3.979605622816962e-08
1981,6.388805218193738e-08,4.3013738348918196e-08
1982,6.517877437772768e-08,4.221101690404794e-08
1983,7.1363068343544e-08,4.6101806816523094e-08
1984,6.378909489512807e-08,5.393078039706012e-08
1985,4.992913105184016e-08,4.090579608373446e-08
1986,8.032610310237942e-08,5.215202425468135e-08
1987,6.233032934233051e-08,4.949761489569937e-08
1988,6.416312459123219e-08,4.3175187869337606e-08
1989,6.860152979015766e-08,4.061210390204906e-08
1990,6.48389431034957e-08,5.7210836956755884e-08
1991,5.2753186707832356e-08,4.571942879838531e-08
1992,6.391535123384529e-08,3.4161654838271716e-08
1993,7.865674689355728e-08,5.040678674461674e-08
1994,8.070637846913087e-08,3.850696450591329e-08
1995,7.211859553990507e-08,6.127369694963747e-08
1996,6.56585328329129e-08,5.231330346688878e-08
1997,6.569005250867122e-08,6.233362626062444e-08
1998,6.24624902911819e-08,6.246249206753873e-08
1999,6.718195777466462e-08,6.352579520751966e-08
2000,5.787621404351739e-08,6.22942427641604e-08
2001,6.440381383754357e-08,5.607951147901247e-08
2002,6.966142507280892e-08,6.0898977416457e-08
2003,7.333784424190526e-08,5.708684369665207e-08
2004,6.166708033106261e-08,6.342899627753695e-08
2005,6.755624326615361e-08,7.115924660627826e-08
2006,8.565211118138905e-08,6.753339326648344e-08
2007,8.028903408785482e-08,7.309897542828736e-08
2008,7.493093789889826e-08,1.0473301256808121e-07
2009,8.34433677709967e-08,8.678110696713759e-08
2010,9.116920551832663e-08,1.1573293046129862e-07
2011,8.565697129370164e-08,1.2313189823309756e-07
2012,1.1506374164582667e-07,1.5761690219662228e-07
2013,1.2076911559688597e-07,1.4419776461771505e-07
2014,1.4876609100156202e-07,1.6089257393048229e-07
2015,1.3410280530479213e-07,1.4097419365199926e-07
2016,1.3691557398942678e-07,1.487222140994504e-07
2017,1.242711960003362e-07,1.9546299689920943e-07
2018,1.5359727001396095e-07,1.9670775985858313e-07
2019,1.3214116734161507e-07,1.8520170907976308e-07
