year,petits_ADJ yeux_NOUN,petits_ADJ pieux_NOUN
1865,5.304613637235889e-07,1.7415324293779122e-08
1866,4.194158407244686e-07,1.0704348518686402e-08
1867,5.299270355862973e-07,9.220341823379385e-09
1868,5.181927917874418e-07,8.89177353968762e-09
1869,5.401172415986366e-07,6.348574999037737e-09
1870,5.080367486698378e-07,1.6628741050794815e-08
1871,4.5246216018313135e-07,1.1683295220166201e-08
1872,5.896155812479265e-07,1.269941218851045e-08
1873,5.279655965750862e-07,1.616221290134945e-08
1874,5.269605480862083e-07,1.7923827755339516e-08
1875,5.034943910686707e-07,2.8607636259891933e-09
1876,4.939594191455399e-07,6.04601479992084e-10
1877,4.997331188860699e-07,4.9478527941460015e-09
1878,4.4206129246049386e-07,4.22736201599605e-09
1879,5.34565970156109e-07,6.10932526790009e-10
1880,4.2742857431221637e-07,1.9253538763308597e-09
1881,5.578006039286265e-07,4.8807553554297556e-09
1882,5.716975692848791e-07,1.9966155395678697e-09
1883,6.338296998364967e-07,4.423537092179686e-09
1884,5.301162673276849e-07,1.3203393933736152e-09
1885,6.632558893215901e-07,8.379326565943757e-09
1886,6.130790666247776e-07,3.2267319927115068e-09
1887,6.659503242190112e-07,3.264462256069578e-09
1888,5.712893766940397e-07,1.268122939990235e-09
1889,5.124882136442466e-07,3.132568426877924e-09
1890,5.466358174999186e-07,1.0487018364813139e-08
1891,6.23398705101863e-07,1.9122659011827636e-09
1892,5.660466513290885e-07,6.8953633913793055e-09
1893,5.832020519846992e-07,1.3548516086814288e-08
1894,7.013613299022836e-07,1.2603078580752936e-09
1895,6.831127734585607e-07,4.69451926221609e-08
1896,7.046949690447946e-07,0.0
1897,8.122438543978205e-07,4.078699600285063e-09
1898,5.992197884552297e-07,1.13167097914868e-09
1899,6.05269860898261e-07,2.7637891975018647e-09
1900,6.561490977219364e-07,3.633737311048435e-09
1901,5.666981337526522e-07,1.676621730339889e-09
1902,5.386581278798985e-07,1.4730852093691738e-09
1903,5.092407491247286e-07,2.7001101354784396e-09
1904,5.363875743569224e-07,1.0749250378694342e-09
1905,5.392993216446484e-07,1.1353670004154992e-08
1906,5.607161028819974e-07,3.0865106026567446e-09
1907,5.857698397448985e-07,5.142843373384665e-10
1908,6.546881650137948e-07,0.0
1909,7.211789352368214e-07,4.950885035270858e-09
1910,7.727641673227481e-07,6.412980813053082e-09
1911,6.730273298671818e-07,3.7242617878519013e-09
1912,5.626175152428914e-07,4.688478938419394e-09
1913,6.008287414260849e-07,4.242391771214216e-09
1914,6.140913910712698e-07,0.0
1915,4.5709356299994397e-07,7.068456930880984e-09
1916,5.856317102370667e-07,1.4283700444650549e-08
1917,7.358470952567586e-07,4.386569774084137e-09
1918,7.247903681673051e-07,3.44591288836682e-09
1919,5.985101552141714e-07,3.6831393490643904e-09
1920,7.602520781802014e-07,3.786115865267448e-09
1921,6.179361662361771e-07,9.844571380313027e-09
1922,9.170773864752846e-07,1.4755870969551665e-09
1923,9.862216074907337e-07,5.307974060286824e-09
1924,6.445812346100865e-07,1.289162443462999e-09
1925,9.216473131345992e-07,3.299453377181294e-09
1926,6.676536941085942e-07,4.458455382660986e-09
1927,1.0647510180206154e-06,1.1149224876660924e-09
1928,8.946590241976082e-07,3.4278122562625413e-09
1929,8.255041166194133e-07,1.1140406375176326e-09
1930,6.711802598147187e-07,4.201441416995522e-09
1931,7.071321306284517e-07,1.1405356659111021e-09
1932,6.170218966872199e-07,8.767629289252454e-09
1933,6.882397087792924e-07,4.588264879146209e-09
1934,6.733648092449585e-07,9.585264137967897e-09
1935,7.360494578279031e-07,3.590485242455088e-09
1936,7.032334679024643e-07,1.2124714565686645e-09
1937,6.144465487523121e-07,1.2591118148108649e-09
1938,6.638189802288252e-07,6.482607339819424e-09
1939,6.285854965426552e-07,4.588215141154706e-09
1940,5.198355097491003e-07,2.5357829169792012e-09
1941,7.40827147183154e-07,0.0
1942,7.19108186331141e-07,3.034211770724937e-09
1943,7.34518494027725e-07,0.0
1944,8.161492814906524e-07,6.4263723231761105e-09
1945,8.016895094442589e-07,4.357008087652048e-09
1946,8.046398534133914e-07,4.1763312808029696e-09
1947,9.036020287567226e-07,2.3841741914054637e-09
1948,8.664894721732708e-07,2.174377566888097e-09
1949,7.264586088240321e-07,4.908504269707237e-09
1950,7.317128734030121e-07,1.0635361480382244e-09
1951,7.985390197973175e-07,5.330700769690111e-09
1952,8.414753551733156e-07,2.1089607837865287e-09
1953,7.035309295133629e-07,5.386913581872932e-09
1954,7.221904070320306e-07,5.863521668203475e-09
1955,6.87965041379357e-07,2.815682353940474e-09
1956,8.63393040617666e-07,7.849027205963921e-09
1957,6.988514655859035e-07,6.184526224473075e-09
1958,7.246485438372474e-07,5.790570245522986e-09
1959,6.061084718567145e-07,5.425523585955716e-09
1960,8.208108397411706e-07,6.2287499602575735e-09
1961,7.510960244871967e-07,6.94815938118154e-09
1962,8.054284421632474e-07,1.9025869768540815e-09
1963,6.944541155462503e-07,1.0992290633282664e-08
1964,6.990479732849053e-07,5.475571551727398e-09
1965,5.603372414952901e-07,8.20806533852192e-09
1966,6.829679364273034e-07,2.215629901769489e-09
1967,7.54341328956798e-07,5.423369309198733e-09
1968,6.440690185627318e-07,3.1439910674890825e-09
1969,6.494713602478441e-07,5.904285060864822e-09
1970,5.168967049939965e-07,4.5987250119061684e-10
1971,5.00993735386146e-07,3.5968783507200897e-09
1972,4.909550739284896e-07,1.0260293725750103e-09
1973,5.221003789301903e-07,0.0
1974,4.1910507775355654e-07,1.1251143350321513e-09
1975,3.752442410132062e-07,1.1422960355389478e-09
1976,4.3022856743846205e-07,3.4281160132820787e-09
1977,4.466354255328042e-07,5.876781838942691e-10
1978,4.895047140962561e-07,2.970295565063452e-09
1979,4.681578786858154e-07,7.022368020415115e-09
1980,5.525966457753384e-07,2.2740602734216964e-09
1981,5.610762627838994e-07,1.8976649140967083e-09
1982,5.350867127162928e-07,6.207502289967692e-10
1983,6.239532126528502e-07,8.209910973278056e-09
1984,4.7261920599339646e-07,5.799008495621649e-10
1985,4.397373061237886e-07,4.210890747202711e-09
1986,5.113296310810256e-07,2.3977941854269602e-09
1987,4.509782911554794e-07,1.8332451112712533e-09
1988,4.887191380475997e-07,4.797243047249822e-09
1989,4.780154654326907e-07,1.0976244357863152e-09
1990,4.6313533630382153e-07,2.724325431913144e-09
1991,4.460574984932464e-07,1.7584396161396398e-09
1992,5.052618803347286e-07,2.7549720282848966e-09
1993,3.905141170434945e-07,1.661762283333701e-09
1994,4.2304910152779485e-07,3.6924485691258724e-09
1995,4.74464457056456e-07,2.1689803286761844e-09
1996,4.457307056782156e-07,2.6690460952494277e-09
1997,4.6846119516885665e-07,2.3974471297094624e-09
1998,4.2865482896559115e-07,1.9072516899143466e-09
1999,3.97607493596297e-07,2.7421207526856506e-09
2000,4.082261000348808e-07,3.97622823555821e-09
2001,4.043858439217729e-07,1.7524847129024579e-09
2002,4.714194403732108e-07,8.76244299341522e-10
2003,5.033642764828983e-07,2.083461403401543e-09
2004,4.691102617471188e-07,3.0833537945085254e-09
2005,5.616175826617109e-07,2.702249757291497e-09
2006,5.509736524800246e-07,1.6471559671771274e-09
2007,5.580287734119338e-07,7.988958938831558e-10
2008,6.45002103283332e-07,1.7029758714315335e-09
2009,7.13798442575353e-07,3.814554005998616e-09
2010,9.617642717785202e-07,1.8895172093635892e-09
2011,1.1617227073656977e-06,1.529588788962144e-09
2012,1.6942965430644108e-06,5.7872298064864935e-09
2013,1.8748498860077234e-06,4.741512515948898e-09
2014,1.919234136948944e-06,2.815078836704288e-09
2015,1.8240199324282003e-06,5.319781060109108e-09
2016,1.8772554994939128e-06,6.214019965256057e-09
2017,1.6547691075174953e-06,3.018733707449428e-09
2018,2.026709580604802e-06,1.161660012627408e-08
2019,1.843088625719247e-06,5.101975730781305e-09
