year,grands_ADJ airs_NOUN,grands_ADJ pères_NOUN
1853,3.2606746458441194e-07,1.4929829816878737e-08
1854,2.156200764602545e-07,1.870439253481848e-08
1855,3.730776825250359e-07,2.388121700391821e-08
1856,4.581812333981361e-07,1.0872097611080989e-08
1857,4.398239639158419e-07,4.051652613412671e-08
1858,4.0519637423130916e-07,3.327699715782728e-08
1859,4.297794191643334e-07,3.768208145515928e-08
1860,3.80363985641452e-07,4.211009319021741e-08
1861,3.107820134573558e-07,1.4619487398448427e-08
1862,3.162590473948512e-07,1.0843167475016458e-08
1863,3.636083931723988e-07,1.7481172343014606e-08
1864,4.2193605054308136e-07,1.9658384031728815e-08
1865,4.0431794445794367e-07,3.012380345168708e-08
1866,3.7173282407820807e-07,1.6056522333940393e-08
1867,3.891954918344709e-07,6.842464195244702e-08
1868,3.166459237036179e-07,5.0386713468242306e-08
1869,3.3061425597225025e-07,3.4672986259920435e-08
1870,2.9587693006760674e-07,2.695002976338401e-08
1871,3.3669132903924037e-07,3.504988654867702e-08
1872,2.8301548127274145e-07,1.7537283625301825e-08
1873,2.585954064215912e-07,3.052862207475471e-08
1874,3.142644402487349e-07,3.1067967753983794e-08
1875,2.6090162918990245e-07,4.062284153505402e-08
1876,2.5876943254843354e-07,4.836811839936672e-08
1877,3.3274309885200637e-07,3.463497000311122e-08
1878,3.055778847738111e-07,2.9591534445039258e-08
1879,3.0180066801221983e-07,3.9099681714560575e-08
1880,2.194903458985209e-07,4.299957101494556e-08
1881,3.1376285392070713e-07,3.625704092513615e-08
1882,3.414212699226482e-07,2.7952616887816362e-08
1883,2.9574505333584966e-07,3.7284101417345283e-08
1884,3.7959756582495174e-07,3.1688145440966764e-08
1885,2.9327642891985306e-07,2.3204288490674685e-08
1886,2.9879538487875834e-07,3.355801281301751e-08
1887,2.337355056170054e-07,4.243801043912754e-08
1888,2.612333389606647e-07,1.6485598663962264e-08
1889,2.4935243914114835e-07,4.0723387328966965e-08
1890,2.2547089884028537e-07,2.621754602305515e-08
1891,2.530565268443752e-07,2.039750357507586e-08
1892,2.2190533854882233e-07,3.5730518765930697e-08
1893,2.407940939974651e-07,4.3724757203822406e-08
1894,1.8337479446017824e-07,1.8904618537263218e-08
1895,2.600041568712186e-07,2.7685627346230035e-08
1896,2.1347244683056488e-07,1.7691086706683734e-08
1897,1.7713209388148243e-07,1.5732126934508983e-08
1898,2.1841249520093697e-07,2.4896760875137147e-08
1899,1.9678179796756012e-07,1.9346524382513053e-08
1900,1.5988443635706062e-07,3.3741844873702576e-08
1901,1.4698383665745496e-07,1.90017126477926e-08
1902,1.6645861933284323e-07,1.8168050897049426e-08
1903,2.0736845840474416e-07,2.2680925138018893e-08
1904,1.4189009789333795e-07,2.956043854140944e-08
1905,1.6307998862430395e-07,3.1996706173487155e-08
1906,1.6409948955242726e-07,1.800464488610487e-08
1907,1.5428530275585217e-07,3.9085611192035685e-08
1908,1.8123026279681653e-07,3.1432890956750725e-08
1909,1.9363461944976734e-07,2.585462244297787e-08
1910,2.201790039180196e-07,2.5117507740368694e-08
1911,1.8887328678829363e-07,3.351835609066711e-08
1912,1.7295278098572453e-07,2.5005222337171062e-08
1913,1.7022597376126214e-07,2.7575546290847797e-08
1914,2.2233189156395383e-07,2.678697441638178e-08
1915,1.4372530188211385e-07,1.0602685729388384e-08
1916,1.6151568615896394e-07,2.8567401777479517e-08
1917,2.061687780496868e-07,1.8642921539857582e-08
1918,1.918224796781942e-07,2.067547821837934e-08
1919,1.7679069230780442e-07,2.762354434082681e-08
1920,1.809763432447653e-07,2.1959471130372776e-08
1921,2.1279420536757243e-07,3.1805539091323e-08
1922,1.9920425131658703e-07,5.3121135046296786e-08
1923,1.8471749285708938e-07,2.5478275933465966e-08
1924,2.3591672970724176e-07,3.351822264185955e-08
1925,2.2656246301266947e-07,5.059161822806857e-08
1926,2.0397433786456531e-07,5.127223534628911e-08
1927,2.675813846053643e-07,4.125213082240009e-08
1928,2.4565989065195026e-07,2.5137290915466792e-08
1929,2.2169407998262614e-07,1.8938690837799754e-08
1930,2.016691951212124e-07,1.7856126022230967e-08
1931,1.4712910001435375e-07,1.9389106320488736e-08
1932,1.8412021063340944e-07,1.8631212572728373e-08
1933,2.064719240024715e-07,2.408838994938378e-08
1934,1.4377896206951846e-07,3.235026646564165e-08
1935,1.8311475002974476e-07,1.9149254626427137e-08
1936,2.133949692506576e-07,1.576212937948185e-08
1937,1.561298716978854e-07,7.554670999887492e-09
1938,1.8410604241125839e-07,2.2040865133021725e-08
1939,1.3611705185212486e-07,3.058810094103137e-08
1940,9.128818589942966e-08,5.0715658339584024e-09
1941,2.095566884463551e-07,4.7224041566096275e-08
1942,1.8205270180260413e-07,4.2478965012193726e-08
1943,1.7129087837020052e-07,2.322588166236983e-08
1944,2.217098398205053e-07,9.639558484764166e-09
1945,2.2220741868750338e-07,3.0499056613564335e-08
1946,2.0603233963356615e-07,1.6705325123211878e-08
1947,2.0980732529096713e-07,9.53669698766646e-09
1948,2.272224577382076e-07,1.848220954059343e-08
1949,1.6688913717644027e-07,3.8286332326720185e-08
1950,1.744199238373767e-07,2.5524867552917385e-08
1951,2.260217115690466e-07,2.2388943587969834e-08
1952,1.9191543287888635e-07,1.1599284199803606e-08
1953,2.1978607378514425e-07,6.464296653518886e-09
1954,1.9935973227802606e-07,2.0522326060756768e-08
1955,2.2337746941047953e-07,1.2201290200408721e-08
1956,2.4244772589554486e-07,1.831439710997529e-08
1957,1.8995331174664898e-07,2.6505112771246786e-08
1958,2.33277262395859e-07,1.1581140491045971e-08
1959,1.5734018177226972e-07,2.712761748568937e-08
1960,2.2285082934558886e-07,1.1073333139322017e-08
1961,2.36237411854745e-07,2.014966149488373e-08
1962,2.2070008753871662e-07,1.331810883797857e-08
1963,2.0368067055187566e-07,2.3277791694198413e-08
1964,2.0989691051909176e-07,1.8860302208878466e-08
1965,2.1122087900948827e-07,1.4774516721161035e-08
1966,2.1823954909905297e-07,1.6617224041226564e-08
1967,1.7502691207482712e-07,1.6763141097442258e-08
1968,2.2771477858896105e-07,2.515192942809108e-08
1969,1.7531185392272164e-07,2.2708788627312515e-08
1970,1.8164963933031686e-07,2.207388050123882e-08
1971,1.9268991025001014e-07,2.6719667367558486e-08
1972,2.195702819562939e-07,2.3085661382538092e-08
1973,1.5492102534153673e-07,1.4334329723197925e-08
1974,1.2995070619581384e-07,7.313243122197832e-09
1975,1.4164470485411584e-07,2.056132819561185e-08
1976,1.3769599149782152e-07,2.6853576695629044e-08
1977,1.5749775172935188e-07,1.8805701551549703e-08
1978,1.770296194081311e-07,1.7821774278559133e-08
1979,2.0481907370140107e-07,1.8726314721106974e-08
1980,1.6259531321338727e-07,2.217208683319427e-08
1981,1.903990352047913e-07,2.024175871362388e-08
1982,1.7877606239835586e-07,2.3588509368011046e-08
1983,2.2419372669446602e-07,2.9050453598244985e-08
1984,1.8208886842785432e-07,2.3775935442671425e-08
1985,1.8467763140961324e-07,1.2632671464452017e-08
1986,1.810334566698657e-07,2.2179596825822046e-08
1987,1.9799045958279748e-07,1.8332451112712533e-08
1988,2.044824896074715e-07,2.2187249371086182e-08
1989,1.5531385599842906e-07,1.8110803079451898e-08
1990,2.010552151432421e-07,1.3076762006569709e-08
1991,1.641210189973208e-07,2.6376592909826968e-08
1992,2.0552091939407546e-07,2.6998725921600908e-08
1993,1.678379817349196e-07,2.1602908795159692e-08
1994,1.8989736361163523e-07,3.112206758970615e-08
1995,1.908702671471474e-07,2.4401028753118226e-08
1996,1.804275200356642e-07,2.6690460508405067e-08
1997,1.7069824309601245e-07,3.16463037997039e-08
1998,1.8166572601785447e-07,2.7178336026167926e-08
1999,1.5447280077296455e-07,2.3765045931156692e-08
2000,1.7672125807166594e-07,1.590491383041126e-08
2001,1.6429544302809518e-07,3.110660351524075e-08
2002,2.2431854063142964e-07,2.3220473988061485e-08
2003,1.875115316352094e-07,2.1251306936420633e-08
2004,1.9028698261536192e-07,1.057149900951515e-08
2005,1.8600485418573953e-07,1.8014998381943315e-08
2006,1.9848229726449063e-07,2.5942706205484e-08
2007,2.3407649507589667e-07,2.3966876927516978e-08
2008,2.954663216314657e-07,1.958422224390688e-08
2009,2.8418426722964796e-07,2.145686606169761e-08
2010,3.40113103902695e-07,3.684558436134466e-08
2011,3.793380187744333e-07,2.7532597979273987e-08
2012,4.6263795638878946e-07,2.008509092377153e-08
2013,4.805662570106506e-07,1.5340187342616218e-08
2014,5.755753136327257e-07,1.6240839340042612e-08
2015,5.06930803112482e-07,1.2412822103513577e-08
2016,5.350271408133267e-07,2.2991874626399067e-08
2017,4.311757777486491e-07,1.635147395262493e-08
2018,5.137118819220632e-07,1.0325866828253538e-08
2019,4.859631417275523e-07,8.673358475874693e-09
