year,nos_DET airs_NOUN,nos_DET paires_NOUN
1854,3.273268500691984e-08,0.0
1855,3.980202833986368e-08,0.0
1856,5.539592606851329e-08,8.28350277259915e-09
1857,3.954022459451423e-08,2.9289055625270066e-09
1858,4.9426128856389084e-08,0.0
1859,4.277425569298998e-08,5.092173349652285e-10
1860,1.51047069019139e-08,9.154367819341758e-10
1861,5.470517772110384e-08,1.8863854922557266e-09
1862,3.343309987191567e-08,0.0
1863,1.9978482868054925e-08,4.994620828036034e-10
1864,2.4453112201783256e-08,0.0
1865,2.8241066374334878e-08,0.0
1866,3.2113044667880786e-08,0.0
1867,1.8925964795357686e-08,1.455843445796745e-09
1868,2.7663294210888978e-08,0.0
1869,4.102156014873515e-08,0.0
1870,1.3188312220080434e-08,0.0
1871,1.6993883855676017e-08,0.0
1872,3.4469832321804006e-08,1.2094678591978436e-09
1873,2.7535620894525437e-08,0.0
1874,2.509335778055899e-08,0.0
1875,1.94531928343622e-08,0.0
1876,3.0834675479596285e-08,6.04601479992084e-10
1877,3.834585893258691e-08,0.0
1878,5.4955707762260886e-08,0.0
1879,4.4598075343849075e-08,1.221865053580018e-09
1880,2.3104245627791897e-08,6.417846254436199e-10
1881,4.671580100534811e-08,0.0
1882,1.3976308999019693e-08,0.0
1883,3.6652167523243406e-08,0.0
1884,2.772712726084592e-08,0.0
1885,2.707166935067562e-08,0.0
1886,2.774989482645651e-08,2.5813855497602844e-09
1887,2.3504128421336645e-08,1.3057849246322917e-09
1888,2.346027505595316e-08,0.0
1889,4.322944491264025e-08,6.265136742733546e-10
1890,1.7696843102044113e-08,0.0
1891,1.9122660899206778e-08,0.0
1892,1.817868566789116e-08,0.0
1893,2.894455697344256e-08,0.0
1894,4.2220313245522334e-08,1.8904617871129403e-09
1895,2.8889349357186234e-08,0.0
1896,2.8895442705234586e-08,0.0
1897,2.097616802476665e-08,1.1653427112179315e-09
1898,1.2448381103702388e-08,1.6975064687230201e-09
1899,8.844125432005967e-09,0.0
1900,1.5573159761750333e-08,0.0
1901,2.4590450786732276e-08,4.470991132876634e-09
1902,2.356936334990678e-08,0.0
1903,2.1060859722865644e-08,0.0
1904,1.8811189050893518e-08,0.0
1905,2.5287720029076866e-08,0.0
1906,2.006231891726884e-08,5.144184522798412e-10
1907,1.5942813902380948e-08,0.0
1908,3.14328898465277e-08,4.911389073214423e-10
1909,1.870334465081669e-08,1.1001967115120692e-09
1910,1.4963622119168463e-08,1.068830135508847e-09
1911,1.7025197585063268e-08,2.128149656499545e-09
1912,2.344239469209697e-08,0.0
1913,1.909076252637476e-08,0.0
1914,4.754688076591407e-08,1.3393487430235496e-09
1915,2.1205371680821372e-08,1.1780761921542648e-09
1916,2.307367052978293e-08,3.2962386153911893e-09
1917,4.496233962925089e-08,0.0
1918,2.5270027848023346e-08,0.0
1919,3.4069039145379065e-08,0.0
1920,2.953170330499688e-08,7.572231730534895e-10
1921,3.7863738422405646e-08,0.0
1922,3.6889677090812256e-08,0.0
1923,2.653987030143412e-08,0.0
1924,5.156649840465377e-08,0.0
1925,2.969508017258704e-08,0.0
1926,1.0031524944054127e-08,0.0
1927,1.8953683067479687e-08,0.0
1928,2.2852082337543322e-08,0.0
1929,1.7824650200282122e-08,0.0
1930,2.625900974440043e-08,0.0
1931,3.5356604755065746e-08,0.0
1932,1.53433514782364e-08,0.0
1933,2.408839039347299e-08,0.0
1934,2.6359476379411717e-08,2.3963160344919743e-09
1935,2.393656917121234e-08,1.196828414151696e-09
1936,2.9099314957647948e-08,0.0
1937,1.6368453259474336e-08,0.0
1938,1.2965214124527336e-08,0.0
1939,2.2941076593951948e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,1.0920559567750843e-07,0.0
1942,4.5513175450651033e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,3.213186161588055e-08,0.0
1945,2.6142049414090707e-08,4.357008087652048e-09
1946,2.227376683094917e-08,0.0
1947,1.668921911779364e-08,1.1920870957027319e-09
1948,1.8482209318548826e-08,1.0871887834440486e-09
1949,1.0798709482173763e-08,0.0
1950,1.8080114516649815e-08,0.0
1951,2.1322804077961166e-08,1.0661401761424827e-09
1952,2.319856839960721e-08,0.0
1953,1.4005975934594517e-08,3.232148326759443e-09
1954,2.6385848173049453e-08,0.0
1955,7.508486277174597e-09,9.385607846468247e-10
1956,2.3547081839936368e-08,0.0
1957,2.6505112771246786e-08,0.0
1958,1.4062814024384807e-08,8.272243445794913e-10
1959,2.402731746897757e-08,4.650448914844674e-09
1960,1.6610000486139143e-08,1.3841666701708277e-09
1961,1.0422239238305764e-08,0.0
1962,1.6489086374082973e-08,0.0
1963,1.939815952312074e-08,6.466053248388448e-10
1964,6.692365273064382e-09,1.8251904432275978e-09
1965,2.1340969214023175e-08,5.472043373977442e-10
1966,2.1602391320207914e-08,1.6617224263271169e-09
1967,3.1061113570096666e-08,2.9582012395223956e-09
1968,3.278733495815089e-08,1.3474247273492779e-09
1969,1.907538335621517e-08,1.8167031212712459e-09
1970,2.4373242757391722e-08,4.5987250119061684e-10
1971,3.185806363159571e-08,5.138397485282553e-10
1972,3.026786604687359e-08,2.0520587451500205e-09
1973,3.69384653975402e-08,5.513203671370093e-09
1974,1.518904385600095e-08,1.012602890426706e-08
1975,1.1994108817248161e-08,5.711480177694739e-10
1976,1.656922776760439e-08,1.142705374768127e-09
1977,1.8218024422367307e-08,5.876781838942691e-10
1978,2.8514838157356337e-08,1.7821774056514528e-09
1979,2.1067103284089228e-08,2.3407893401383717e-09
1980,2.0466542682839872e-08,3.97960553399912e-09
1981,1.4548763749289151e-08,0.0
1982,1.9864007771985825e-08,0.0
1983,2.2103606056589342e-08,1.2630632095778083e-09
1984,2.145633182237816e-08,4.639206796497319e-09
1985,1.6843562988810845e-08,4.210890747202711e-09
1986,1.7983456501724504e-08,3.5966913891627428e-09
1987,1.588812459374367e-08,1.2221633705067347e-09
1988,1.739000587974715e-08,1.1993107618124554e-09
1989,1.3720305114262032e-08,0.0
1990,2.2339469218923824e-08,1.6345953479657283e-09
1991,1.9928982464278988e-08,1.7584396161396398e-09
1992,1.2672871640972971e-08,1.65298330578878e-09
1993,1.4955860494492157e-08,1.1078414852150331e-09
1994,1.1077346151466827e-08,5.274926606624319e-10
1995,2.006306776269895e-08,2.1689803286761844e-09
1996,1.921713232988509e-08,0.0
1997,1.1507746533467866e-08,0.0
1998,2.193339376788117e-08,0.0
1999,1.736676483177213e-08,4.570201161957499e-10
2000,1.9439339027371716e-08,3.5344251969604557e-09
2001,1.095302959441824e-08,1.3143635069212678e-09
2002,1.3143664545633982e-08,6.133709984368352e-09
2003,9.167230530238157e-09,4.1669229178253886e-10
2004,4.625030919358508e-08,3.03930605127789e-08
2005,1.7564622978305522e-08,1.3511248786457486e-09
2006,1.6059770735488144e-08,2.4707338397433887e-09
2007,2.1570189912001325e-08,3.994479413904628e-09
2008,2.6396125840655316e-08,3.8316958494988285e-09
2009,2.574823909640145e-08,1.430457752249481e-09
2010,2.3618965894200983e-08,3.7790344187271785e-09
2011,2.3708625951357476e-08,7.64794394481072e-10
2012,2.6212745751763578e-08,2.382976926895708e-09
2013,2.6217775839221247e-08,4.183687618564136e-09
2014,2.8583876265919628e-08,1.7323561474213989e-09
2015,3.125371372814101e-08,3.989835573037226e-09
2016,3.0655832650161585e-08,2.0713399884186856e-09
2017,2.213738048428837e-08,5.0312225496895735e-09
2018,3.536609383125722e-08,1.8070267504555204e-09
2019,3.775461876465158e-08,6.632568272380013e-09
