year,instants_NOUN heureux_ADJ
1988,1.139345240375178e-08
1989,1.3720305780395847e-08
1990,1.471135746555774e-08
1991,1.6998249918742658e-08
1992,1.322386644631024e-08
1993,9.970573700002205e-09
1994,1.2132331583813993e-08
1995,1.1929391696696712e-08
1996,1.2277611816102763e-08
1997,1.7261619689179497e-08
1998,1.3350762273489636e-08
1999,1.0054442611817649e-08
2000,1.502130686503733e-08
2001,1.1391150245287918e-08
2002,2.409671751024689e-08
2003,1.5000923170305214e-08
2004,2.026203915761471e-08
2005,1.170974872621855e-08
2006,1.4824403926638752e-08
2007,2.077129401811817e-08
2008,1.5326783397995314e-08
2009,2.2410505451375684e-08
2010,2.692562084405381e-08
2011,2.4855816960211996e-08
2012,2.4851045665741367e-08
2013,2.5381037715987986e-08
2014,3.551330252093976e-08
2015,2.7485535625260127e-08
2016,2.8791626860424913e-08
2017,3.144514337805049e-08
2018,2.7621693377000156e-08
2019,2.8571061960747102e-08
