year,six_DET âges_NOUN,six_DET ages_NOUN,six_DET pages_NOUN
1897,2.330685422435863e-09,0.0,1.788801071711532e-07
1898,3.960848538042683e-09,0.0,1.8785737720961038e-07
1899,2.7637891975018647e-09,0.0,1.6638010968961225e-07
1900,1.5573159428683425e-09,0.0,2.1646692172083704e-07
1901,1.117747761014698e-08,5.588738916095792e-10,1.9840023401940243e-07
1902,7.856454153909453e-09,0.0,2.145794040231408e-07
1903,7.020286574288548e-09,0.0,2.1276868444886077e-07
1904,5.912087708281888e-09,1.0749250378694342e-09,1.7843754918089871e-07
1905,1.5482277682110634e-09,0.0,2.6577910361424983e-07
1906,5.658602919567102e-09,0.0,2.2891621487275415e-07
1907,2.5714217422034835e-09,0.0,2.4171364287894903e-07
1908,0.0,0.0,2.696352598974272e-07
1909,5.500983557560346e-10,0.0,2.2554032952371017e-07
1910,2.137660271017694e-09,0.0,2.575880753141746e-07
1911,4.25629931299909e-09,0.0,2.0430236213897501e-07
1912,5.209421227725386e-10,0.0,2.151490923196775e-07
1913,0.0,0.0,2.3121035752637908e-07
1914,9.37544086809794e-09,0.0,2.5380659840479325e-07
1915,0.0,0.0,2.1323179133503345e-07
1916,0.0,0.0,1.406395071512634e-07
1917,1.0966424435210342e-09,0.0,1.743661419695286e-07
1918,1.033773866510046e-08,0.0,2.2283570277892295e-07
1919,1.8415696745321952e-09,0.0,2.918887793690317e-07
1920,3.028892692213958e-09,0.0,1.930919033554801e-07
1921,0.0,0.0,1.9083324076518693e-07
1922,0.0,0.0,1.8592397221794954e-07
1923,3.1847844361720945e-09,0.0,2.3142766458761344e-07
1924,0.0,0.0,2.423625344860625e-07
1925,2.1996355847875293e-09,0.0,2.6615591597334287e-07
1926,0.0,0.0,2.652780866085891e-07
1927,3.3447675740205796e-09,1.1149224876660924e-09,3.7238410577344894e-07
1928,1.1426041224282812e-09,0.0,2.4108946927725583e-07
1929,2.2280812750352652e-09,0.0,2.684837898669912e-07
1930,1.0503603542488804e-09,0.0,2.615397218797e-07
1931,3.4216069977333063e-09,0.0,2.73728565147735e-07
1932,4.383814644626227e-09,0.0,3.23306341698526e-07
1933,1.9500125514326783e-08,0.0,2.672664169978134e-07
1934,1.1981580172459871e-08,0.0,2.0129055222639636e-07
1935,8.377798899061872e-09,0.0,2.656958937308218e-07
1936,8.487299751891442e-09,0.0,2.3036957230715416e-07
1937,8.813782481631449e-09,0.0,2.4300857814907317e-07
1938,9.075650453382877e-09,0.0,2.1911212577663264e-07
1939,9.176430282309411e-09,0.0,1.8811682522823503e-07
1940,2.5357829169792012e-09,0.0,2.8147189468086253e-07
1941,2.3612020783048138e-08,0.0,1.5347813375754527e-07
1942,0.0,0.0,2.3363430545764174e-07
1943,8.709705845433291e-09,0.0,2.0903293407315005e-07
1944,0.0,0.0,1.6387249424099082e-07
1945,0.0,0.0,2.3092143486280747e-07
1946,1.3921104269343232e-09,0.0,2.3109033620016817e-07
1947,1.0728784083369192e-08,0.0,2.1934402205658898e-07
1948,2.174377566888097e-09,2.174377566888097e-09,2.935409852966586e-07
1949,1.2762110479513922e-08,0.0,2.316813914049476e-07
1950,4.2541445921528975e-09,0.0,2.1377076819817376e-07
1951,6.396841278899501e-09,0.0,2.707996173967331e-07
1952,8.435843135146115e-09,0.0,2.39367043075589e-07
1953,4.3095309543161875e-09,0.0,2.3702419937876584e-07
1954,7.818028890937967e-09,0.0,2.7069923902445225e-07
1955,1.0324168187025862e-08,0.0,2.4871860393460565e-07
1956,4.36057079333807e-09,8.72114158667614e-10,2.520409942974311e-07
1957,5.301022731885041e-09,0.0,2.1115739468058337e-07
1958,4.1361216673863055e-09,0.0,1.9274327645035783e-07
1959,1.5501495642666896e-09,7.750747821333448e-10,2.0694496072337643e-07
1960,6.920833295342987e-09,1.3841666701708277e-09,2.2285082756923202e-07
1961,8.33779090214648e-09,0.0,2.112240364837703e-07
1962,9.512934440181198e-09,0.0,3.0885326474106023e-07
1963,5.819447812527301e-09,0.0,2.586421334882516e-07
1964,7.909158661334459e-09,0.0,2.3058239939643954e-07
1965,1.1491291473930687e-08,0.0,2.566388346281201e-07
1966,4.431259803538978e-09,0.0,2.4704272938436134e-07
1967,5.916402701089396e-09,0.0,2.0707409831288714e-07
1968,8.084548530629121e-09,0.0,2.9149287428253956e-07
1969,1.1354394285900682e-08,0.0,2.4843415058484197e-07
1970,2.3913370839068193e-08,2.7592350626548523e-09,2.814419666208323e-07
1971,8.73527572498034e-09,5.138397485282553e-10,2.867225852298816e-07
1972,2.0520587451500205e-09,1.0260293725750103e-09,2.595854216025373e-07
1973,9.923766697284009e-09,0.0,2.905458416080364e-07
1974,6.750686232237513e-09,0.0,2.711525617371535e-07
1975,9.138368284311582e-09,0.0,2.564454657516535e-07
1976,2.285410749536254e-09,0.0,2.4968113088164046e-07
1977,1.057820764316375e-08,0.0,2.6034143019160183e-07
1978,1.7821774056514528e-09,0.0,2.6851471801592197e-07
1979,8.192762912528906e-09,0.0,2.9610985219363783e-07
1980,1.1370301145063877e-08,0.0,2.637909979341657e-07
1981,1.1385989540091401e-08,0.0,2.694684146931081e-07
1982,3.7245013739806154e-09,3.1037510339615437e-09,3.02305366073341e-07
1983,3.78918940668882e-09,1.2630632095778083e-09,2.9618833252698096e-07
1984,8.69851302098823e-09,5.799008495621649e-10,2.6443479050897167e-07
1985,3.609334831011779e-09,0.0,2.9175457783026104e-07
1986,7.193382445258578e-09,0.0,2.907325544754258e-07
1987,5.49973533381376e-09,0.0,2.804864900340931e-07
1988,4.797243047249822e-09,0.0,2.890338901551104e-07
1989,3.2928733073589456e-09,0.0,2.497095641373903e-07
1990,3.269190529398003e-09,0.0,4.5169317042237367e-07
1991,6.4476117778156095e-09,0.0,4.3257612425406933e-07
1992,1.3223865669154122e-08,0.0,4.2206171535497106e-07
1993,1.0524494165053966e-08,0.0,3.467543763235881e-07
1994,4.219941174277153e-09,0.0,3.433977147082601e-07
1995,7.049185846152994e-09,0.0,3.1124866417542307e-07
1996,1.0676184380997711e-08,0.0,2.989331537861517e-07
1997,1.917957792585412e-09,0.0,3.068732477018443e-07
1998,9.059445638115449e-09,0.0,2.817964324108857e-07
1999,1.5995704094606822e-08,0.0,2.7009890146700855e-07
2000,8.836062659334232e-09,4.4180314962005696e-10,2.7303433469683114e-07
2001,5.257454027685071e-09,8.762423564512289e-10,2.5980587192719895e-07
2002,1.2267419968736704e-08,0.0,2.624351687074977e-07
2003,2.375146124222738e-08,8.333845835650777e-10,2.6209946035749e-07
2004,7.047666228388039e-09,0.0,2.708946569285331e-07
2005,7.205999352777326e-09,0.0,3.1436171799015256e-07
2006,7.412201963319376e-09,0.0,2.758986363815552e-07
2007,7.988959188631739e-09,0.0,2.60440073951429e-07
2008,3.8316958494988285e-09,0.0,2.5331765662883754e-07
2009,7.1522885392028e-09,0.0,2.7941608671255835e-07
2010,5.196172381261022e-09,0.0,2.3571727858495706e-07
2011,5.7359579308524644e-09,0.0,1.7628510207146064e-07
2012,3.063827413996023e-09,3.404252713057332e-10,1.6510626110743942e-07
2013,1.952387473913575e-09,0.0,1.4336102438505804e-07
2014,5.197068553286499e-09,0.0,2.557390628155076e-07
2015,2.21657536769726e-09,0.0,1.5870679703766655e-07
2016,4.764082017771898e-09,0.0,1.4934361658447415e-07
2017,4.2765391228272165e-09,0.0,1.423836035741033e-07
2018,2.8396132667474205e-09,0.0,1.4430398831422053e-07
2019,2.55098775436835e-09,0.0,1.8902819132193827e-07
