year,six_DET âges_NOUN,six_DET ages_NOUN,six_DET pages_NOUN
1800,3.144164484325529e-09,0.0,2.1694735607979965e-07
1801,2.3811825844433088e-09,0.0,1.142967676059925e-07
1802,4.475680270843441e-09,0.0,1.0070280609397742e-07
1803,7.801356893821776e-09,0.0,1.6577883865664944e-07
1804,1.4831105232815389e-08,0.0,2.026917798048089e-07
1805,2.842877755426798e-08,0.0,2.0753007845542015e-07
1806,0.0,0.0,1.3543845511776453e-07
1807,1.1387820908481672e-08,0.0,9.679647661187119e-08
1808,2.2660739951163578e-09,2.2660739951163578e-09,1.4502873257882243e-07
1809,0.0,0.0,1.4683698168482806e-07
1810,1.4040760554223652e-08,0.0,1.918903902442537e-07
1811,7.521229861140455e-09,0.0,1.4541045878502246e-07
1812,1.0668832928217853e-08,0.0,3.547386908664407e-07
1813,2.8757416448144113e-09,2.8757416448144113e-09,3.36461766892171e-07
1814,0.0,0.0,2.2341406946679854e-07
1815,2.697223555614414e-09,0.0,1.2407228666688752e-07
1816,2.3176038865813098e-09,0.0,1.668674798338543e-07
1817,1.556873407970727e-09,0.0,1.977229260319291e-07
1818,4.768470951432846e-09,0.0,1.5974377731708955e-07
1819,4.140420006848444e-09,0.0,1.8735400786340506e-07
1820,1.542642635854463e-08,1.1866481131050932e-09,1.9461028344380793e-07
1821,2.366757179128598e-08,0.0,2.603432854852983e-07
1822,6.015369535816717e-09,0.0,2.035200026284656e-07
1823,1.680056804787e-08,9.882686891060644e-10,1.8282971403493775e-07
1824,2.863178316658832e-08,0.0,1.465273582468285e-07
1825,8.805443041381977e-10,0.0,2.624022101826995e-07
1826,3.5231937367541377e-09,0.0,3.9988247735323057e-07
1827,1.3825909306319772e-08,0.0,2.1660591098537907e-07
1828,9.172301251858528e-10,0.0,2.1554907903009735e-07
1829,9.430493719264632e-09,0.0,1.9375377613428668e-07
1830,1.2524203008013046e-08,0.0,3.151924445887744e-07
1831,9.354723218280014e-09,0.0,1.340843738262265e-07
1832,2.705993873419743e-09,0.0,1.7318361344997868e-07
1833,5.791814139399776e-09,0.0,1.2162809837068522e-07
1834,0.0,9.334530925997342e-10,2.34296722467775e-07
1835,1.5126175867408165e-08,2.2689263801112247e-09,1.6714423622943286e-07
1836,1.2097350121642592e-08,0.0,1.6264215529915305e-07
1837,0.0,0.0,1.5863991897901997e-07
1838,1.3886756189407379e-08,6.312161904276081e-10,1.950457972910158e-07
1839,6.292327547896548e-09,0.0,1.964604541271342e-07
1840,1.46502836528839e-08,0.0,1.484137426288612e-07
1841,7.0626033910059505e-09,0.0,1.6950247916369676e-07
1842,1.2745703603656011e-08,3.3541325272778977e-09,1.4020273475523481e-07
1843,2.658109998776581e-08,0.0,1.7070973035160364e-07
1844,1.811225303072206e-08,0.0,1.4874000964226752e-07
1845,7.254296274794569e-09,0.0,1.6126859314624653e-07
1846,7.025401593807601e-09,0.0,2.224710451415035e-07
1847,9.168480197274675e-09,1.0786447290911383e-09,1.8121231093459755e-07
1848,6.43617736884039e-09,0.0,1.8986723460123756e-07
1849,1.4245005175439474e-08,2.513824481908955e-09,1.0474268452576041e-07
1850,2.7155984128057753e-09,0.0,1.480001152742716e-07
1851,1.9348316060430193e-08,0.0,1.3737304360716962e-07
1852,2.0833745395520964e-08,6.510545436100301e-10,1.901079311750209e-07
1853,8.360704129017904e-09,0.0,1.7557479470298176e-07
1854,2.0782657372819813e-08,5.195664454227256e-10,1.4807644266312536e-07
1855,1.5920811335945473e-08,0.0,1.6504574773534841e-07
1856,5.177189343896771e-09,0.0,1.4754989208221048e-07
1857,9.763017949637742e-09,0.0,2.2747832950642533e-07
1858,1.565976326389773e-08,9.787352039936081e-10,1.869384171904187e-07
1859,1.2730433596175317e-08,0.0,1.5632971761547765e-07
1860,2.746310290291376e-09,4.577183909670879e-10,2.1970482499966693e-07
1861,1.2733101684148096e-08,1.414789119191795e-09,2.395709639557708e-07
1862,1.5361153460347055e-08,9.035972525772706e-10,1.9246621763002736e-07
1863,9.989241656072068e-10,0.0,1.63823567600474e-07
1864,3.3563094525845827e-09,0.0,1.9706331855218195e-07
1865,3.765475486972036e-09,0.0,1.8968582615741525e-07
1866,1.5569960709616026e-08,0.0,1.435355780898817e-07
1867,1.94112459439566e-09,4.85281148598915e-10,1.5674580566837903e-07
1868,4.44588676984381e-09,0.0,1.358465353540339e-07
1869,1.1720445947105418e-08,1.4650557433881772e-09,1.772717475034824e-07
1870,1.2614906896857292e-08,1.1468097582678638e-09,1.7775550675835916e-07
1871,2.1242354542039266e-09,0.0,1.1258448129325416e-07
1872,2.4189357183956872e-09,0.0,1.1731838434059227e-07
1873,6.58460502789282e-09,5.986004469882289e-10,1.1612848549447108e-07
1874,2.927558528931229e-08,0.0,1.6967889671093417e-07
1875,1.1443054281912168e-09,0.0,2.694839196237808e-07
1876,1.813804439976252e-09,0.0,2.454682039854106e-07
1877,4.947852683123699e-09,0.0,1.7131940488468445e-07
1878,7.246906574831513e-09,0.0,1.71510111446338e-07
1879,1.8327976358811782e-08,6.10932526790009e-10,2.3520902381335418e-07
1880,5.776061406947974e-09,0.0,2.1628141499974163e-07
1881,8.367009307619355e-09,6.972507571312292e-10,2.307899951148329e-07
1882,6.655385131892899e-09,6.655385131892899e-10,2.1563447916150835e-07
1883,4.423537092179686e-09,0.0,2.047465836874096e-07
1884,2.6406787867472303e-09,0.0,1.716441220267484e-07
1885,1.4180398189012067e-08,2.5782542767416317e-09,2.8038515553774346e-07
1886,1.4197620856748472e-08,0.0,1.7682491382231547e-07
1887,3.264462256069578e-09,0.0,1.593057659121655e-07
1888,3.1703073499755874e-09,6.340614699951175e-10,1.902184436630705e-07
1889,3.132568426877924e-09,0.0,1.8858060979454194e-07
1890,5.898947996740844e-09,0.0,1.8286738345807407e-07
1891,8.28648560879941e-09,0.0,1.9823824137787938e-07
1892,2.5074049503359674e-09,0.0,1.429220759519012e-07
1893,0.0,0.0,2.19239624676959e-07
1894,8.192000855444803e-09,0.0,1.9912863891136112e-07
1895,7.824199066419624e-09,0.0,1.9560497044324165e-07
1896,3.5382172747233653e-09,0.0,1.7101383331663556e-07
