year,derniers_ADJ artisans_NOUN,derniers_ADJ partisans_NOUN
1800,0.0,3.144164395507687e-08
1801,0.0,2.3811825844433088e-09
1802,1.1189200677108602e-08,2.0140561218795483e-08
1803,3.900678446910888e-09,3.900678446910888e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,3.695740957709859e-08
1806,0.0,0.0
1807,0.0,0.0
1808,1.8128591960930862e-08,1.8128591960930862e-08
1809,1.129515236897305e-08,0.0
1810,9.360507036149102e-09,3.510190182964834e-08
1811,0.0,0.0
1812,0.0,2.400487453257938e-08
1813,0.0,1.1502966579257645e-08
1814,0.0,0.0
1815,0.0,5.664169577812572e-08
1816,4.6352077731626196e-09,9.270415546325239e-08
1817,1.556873407970727e-09,2.80237220096069e-08
1818,0.0,3.099506074022429e-08
1819,1.035105001712111e-09,4.34744116262209e-08
1820,5.933240565525466e-09,1.6613073583471305e-08
1821,0.0,1.8736827200882544e-08
1822,1.7043547018147365e-08,6.015369535816717e-09
1823,0.0,9.882686891060644e-10
1824,2.5263338088166165e-09,3.2000230021367315e-08
1825,3.522177216552791e-09,6.427973175959778e-08
1826,1.0569580766173203e-08,1.9377566218281572e-08
1827,0.0,1.6591091167583727e-08
1828,1.0089530988466322e-08,4.219258542548232e-08
1829,8.57317605795771e-10,5.572564276690173e-08
1830,1.5655253093882493e-08,3.026682549034376e-08
1831,0.0,2.0268567268999504e-08
1832,1.352996914505411e-08,3.111892965534935e-08
1833,3.4750886612755494e-09,2.3167256557599103e-08
1834,2.8003592777992026e-09,3.827157613045529e-08
1835,4.5378527602224494e-09,6.050470346963266e-08
1836,2.016224964762614e-09,2.016225053580456e-08
1837,8.349468672008697e-09,3.965997663613052e-08
1838,1.8936485712828244e-09,2.9667161172142187e-08
1839,4.194885327990505e-09,3.635567225046543e-08
1840,1.2739377330817092e-09,1.52872523528913e-08
1841,2.5682194149112547e-09,3.4028907691663335e-08
1842,1.341653010911159e-09,1.2745703159566801e-08
1843,1.7720733769266417e-09,5.1390127708828004e-08
1844,3.2931368743049916e-09,3.896878553177885e-08
1845,0.0,4.073566373108406e-08
1846,1.1709002656346001e-09,3.6297908678761814e-08
1847,1.0786447290911383e-09,7.11905556727288e-08
1848,0.0,1.0458788324285706e-07
1849,4.1897072478036534e-09,2.3462362719328667e-08
1850,6.788996032014438e-10,3.394497838371535e-08
1851,4.514607354622058e-09,6.191461210391935e-08
1852,9.765818376195057e-09,3.906327350478023e-08
1853,6.569124799682413e-09,1.6124216628554677e-08
1854,0.0,3.948704829781491e-08
1855,1.5920811335945473e-08,2.9188154115900034e-08
1856,3.6240324075009767e-09,3.7793480345271746e-08
1857,9.763018171682347e-10,3.124165814938351e-08
1858,0.0,3.9149409047922745e-08
1859,9.675129142294736e-09,6.416138376152958e-08
1860,9.154367819341758e-10,3.982150076353719e-08
1861,4.2443675241088386e-09,7.592701933845092e-08
1862,7.680577063240435e-09,4.9246050792817186e-08
1863,2.9967726078439227e-09,5.0445670751742e-08
1864,4.794727948009836e-10,2.445311331200628e-08
1865,0.0,2.9182434246877165e-08
1866,9.731225825149181e-10,3.16264845423575e-08
1867,4.85281148598915e-10,4.0278337110066786e-08
1868,1.975949626142892e-09,3.803702952609456e-08
1869,2.441759683335931e-09,3.5161338729494673e-08
1870,0.0,5.5620272831902184e-08
1871,0.0,4.142259157902117e-08
1872,0.0,4.535504416480762e-08
1873,1.2570609442263958e-08,3.7711828326791874e-08
1874,5.377148060148329e-09,4.839433387360259e-08
1875,1.716458086775674e-09,5.263805036292979e-08
1876,0.0,2.7207066821688386e-08
1877,0.0,4.329371350308975e-08
1878,0.0,4.227361927178208e-08
1879,0.0,4.032154521382836e-08
1880,0.0,3.016387850607316e-08
1881,0.0,4.322954794133693e-08
1882,6.655385131892899e-10,1.9300616216355593e-08
1883,6.319338941018771e-10,2.8437025179073316e-08
1884,6.601696966868076e-10,6.46966284989503e-08
1885,5.80107206715752e-09,4.1252068427866107e-08
1886,1.2906927748801422e-09,3.613939725255477e-08
1887,1.3057849246322917e-09,4.8966935395355904e-08
1888,1.268122939990235e-09,6.213802095089704e-08
1889,1.8795409673089125e-09,6.390439466485986e-08
1890,3.9326319978272295e-09,4.653614382732485e-08
1891,1.9122659011827636e-09,5.035633776628856e-08
1892,3.1342561879199593e-09,3.6984221907232495e-08
1893,0.0,9.976634629538239e-08
1894,4.411077725308132e-09,6.112492911825029e-08
1895,6.018614495673091e-10,3.4306101071024386e-08
1896,2.948514543632541e-09,6.368791360955584e-08
1897,1.7480140668268973e-09,5.5936450138460714e-08
1898,1.13167097914868e-09,6.959776754911218e-08
1899,5.527578395003729e-10,4.09040801230276e-08
1900,5.191053142894475e-10,4.671947806400567e-08
1901,0.0,4.470991044058792e-08
1902,1.4730852093691738e-09,3.977329754434322e-08
1903,1.6200660812870638e-09,4.968202560462487e-08
1904,3.7622376325430196e-09,4.83716249277677e-08
1905,2.0643036169332163e-09,4.799505859409692e-08
1906,0.0,4.1153477070565714e-08
1907,5.65712765521198e-09,6.58283951793237e-08
1908,5.40252820258047e-09,4.665819730576004e-08
1909,1.1001967115120692e-09,4.675835896250646e-08
1910,4.275320542035388e-09,4.1684376839157267e-08
1911,5.3203743632934675e-09,6.544060227042792e-08
1912,5.209421227725386e-10,5.574080574888285e-08
1913,2.6514948014977335e-09,4.666630815108874e-08
1914,5.357394972094198e-09,5.49132970206756e-08
1915,1.1780761921542648e-09,7.186265094105693e-08
1916,1.2086208478478966e-08,4.1752354462687435e-08
1917,1.0966424435210342e-09,3.61891991929042e-08
1918,1.1486376294556067e-09,6.891825421462272e-08
1919,9.207848372660976e-10,5.064316610514652e-08
1920,7.572231730534895e-10,3.028892692213958e-08
1921,3.7863738810983705e-09,4.543648302046677e-08
1922,1.4755870969551665e-09,3.024953443286904e-08
1923,5.307974060286824e-09,6.369568694708505e-08
1924,1.0313299547703991e-08,5.9301473953610184e-08
1925,3.299453377181294e-09,6.048998102414771e-08
1926,0.0,5.461607699430715e-08
1927,4.4596899506643695e-09,3.2332753363562006e-08
1928,5.713020723163709e-09,5.827281057690925e-08
1929,1.1140406375176326e-09,5.3473950600846365e-08
1930,9.453243521306831e-09,5.882018072611572e-08
1931,4.5621426636444085e-09,5.816731984964463e-08
1932,2.1919073223131136e-09,4.603005265835236e-08
1933,3.4411986593596566e-09,4.01473165823063e-08
1934,9.585264137967897e-09,4.4331848414458364e-08
1935,3.590485242455088e-09,4.906996409204112e-08
1936,4.849885826274658e-09,3.6374142808881516e-08
1937,3.777335333410292e-09,5.5400921183945684e-08
1938,1.6854778905894818e-08,3.241303758727554e-08
1939,4.588215141154706e-09,2.2941076593951948e-08
1940,5.0715658339584024e-09,6.085878823114399e-08
1941,2.6563522936839945e-08,2.066051862925633e-08
1942,6.068423541449874e-09,5.158160121254696e-08
1943,5.806470415592457e-09,2.6129116648121453e-08
1944,1.2852744646352221e-08,4.177142187700156e-08
1945,1.3071024262956144e-08,5.2284097051824574e-08
1946,2.7842208538686464e-09,3.897909195416105e-08
1947,7.152522574216391e-09,3.099426493236024e-08
1948,5.435944139264848e-09,3.8051606310318675e-08
1949,5.890204768377316e-09,2.5524220959027843e-08
1950,9.571825110299415e-09,2.5524867552917385e-08
1951,4.264560704569931e-09,4.051332780363737e-08
1952,0.0,2.6362009464264702e-08
1953,7.54167928107563e-09,2.8011951869189033e-08
1954,4.886268278880834e-09,2.443134050622575e-08
1955,5.631364707880948e-09,3.003394510869839e-08
1956,8.72114158667614e-10,4.0117249966442614e-08
1957,4.417518795207798e-09,2.2087593976038988e-08
1958,0.0,2.9780077070995503e-08
1959,7.750747821333448e-10,2.8677767716089875e-08
1960,1.1073333361366622e-08,3.8756667208872386e-08
1961,6.25334317660986e-09,2.779263752472616e-08
1962,4.43936931660005e-09,2.6002021868976044e-08
1963,5.819448034571906e-09,3.36234755593523e-08
1964,5.475571551727398e-09,2.7377858202726202e-08
1965,4.924839203113152e-09,3.173785145804686e-08
1966,8.862519607077957e-09,2.437192847537517e-08
1967,7.395503320850594e-09,3.845661922241561e-08
1968,5.838840522187638e-09,4.6710724177501106e-08
1969,5.904285060864822e-09,2.5433843475752838e-08
1970,4.1388523719376735e-09,2.5292987260172595e-08
1971,7.707596338946132e-09,2.928886644326667e-08
1972,2.565073486948677e-09,4.001514497531389e-08
1973,6.064523994098181e-09,2.866866033457427e-08
1974,8.438357568252286e-09,3.994155761688489e-08
1975,9.138368284311582e-09,1.313640396460869e-08
1976,1.199840671262109e-08,2.856763359204706e-08
1977,8.22749424145286e-09,2.938390863960194e-08
1978,9.504946163474415e-09,3.5643548557118265e-08
1979,1.1118749476679568e-08,2.925986741786346e-08
1980,6.822181042309694e-09,3.411090432337005e-08
1981,8.855769451088236e-09,4.048351698315855e-08
1982,9.932003663948308e-09,3.1658260013500694e-08
1983,6.315316269933646e-09,3.031351525351056e-08
1984,5.219107812592938e-09,3.421414973558967e-08
1985,1.3835783185811579e-08,1.9851341903631692e-08
1986,8.392279760016663e-09,2.3977941410180392e-08
1987,5.49973533381376e-09,3.299841111470414e-08
1988,7.195864348830128e-09,2.6384837426007834e-08
1989,5.488121956886971e-09,2.689179900983163e-08
1990,9.80757164370516e-09,3.923028657482064e-08
1991,4.68917216167597e-09,2.8135033858234237e-08
1992,6.060938417817852e-09,2.259077191979486e-08
1993,5.539207315052863e-09,2.4372512896775334e-08
1994,8.439882570598911e-09,2.3737170451454404e-08
1995,5.964695848348356e-09,2.4401028753118226e-08
1996,9.074756945892659e-09,2.081855932090093e-08
1997,1.4864173003559245e-08,2.5412941084823615e-08
