year,derniers_ADJ artisans_NOUN,derniers_ADJ partisans_NOUN
1998,5.72175506974304e-09,2.9085589048349902e-08
1999,2.285100553223174e-09,3.564757022900267e-08
2000,1.2370488633450805e-08,3.35770380388567e-08
2001,1.0076787404500465e-08,2.9792239786274877e-08
2002,4.81934359086722e-09,3.329728315293323e-08
2003,5.000307723435071e-09,3.208530685583355e-08
2004,7.047666006343434e-09,3.03930605127789e-08
2005,2.251874686720612e-09,3.332774767272895e-08
2006,3.294311934354255e-09,2.9237018139838256e-08
2007,6.391167151065247e-09,2.915970043204652e-08
2008,4.6831836186811415e-09,3.022782024686421e-08
2009,6.198650481792356e-09,3.576144536054926e-08
2010,8.030448306328708e-09,2.9759895880943077e-08
2011,9.55992973672437e-09,3.020937811015756e-08
2012,8.851056776393307e-09,3.063827591631707e-08
2013,3.3469500504423877e-09,2.7891250198308626e-08
2014,7.145969149746634e-09,3.811183546531538e-08
2015,7.093041265449074e-09,2.9702110992957387e-08
2016,7.871092222444531e-09,3.1484368889778125e-08
2017,5.7859059765519305e-09,2.0628013075452145e-08
2018,3.0977600484760615e-09,2.6330960523068825e-08
2019,8.928457084778074e-09,2.9081260066732284e-08
