year,avions_VERB été_VERB,avions_VERB eté_VERB
1897,5.937421292401268e-07,5.826713556089658e-10
1898,6.563691954397655e-07,5.6583548957434e-10
1899,6.224053095138515e-07,0.0
1900,6.026812684467586e-07,0.0
1901,6.466170816565864e-07,0.0
1902,5.828507028127206e-07,0.0
1903,6.242654535526526e-07,0.0
1904,5.826093456562376e-07,0.0
1905,6.461270345425874e-07,0.0
1906,5.385961117099214e-07,0.0
1907,5.862841589987511e-07,0.0
1908,5.736502544095856e-07,0.0
1909,6.045580676072859e-07,0.0
1910,6.439701678573329e-07,0.0
1911,6.442973017328768e-07,0.0
1912,6.412797688426508e-07,0.0
1913,5.599957262347743e-07,0.0
1914,6.877555733808549e-07,1.3393487430235496e-09
1915,1.020213971969497e-06,0.0
1916,8.647132858641271e-07,1.0987462051303964e-09
1917,9.63948764365341e-07,2.1932848870420685e-09
1918,9.522206028123037e-07,2.2972752589112133e-09
1919,8.81191112966917e-07,0.0
1920,7.095181331351341e-07,7.572231730534895e-10
1921,6.141498261058587e-07,0.0
1922,6.721299428136263e-07,0.0
1923,5.891851060368936e-07,0.0
1924,7.129068535505212e-07,0.0
1925,5.97201051277807e-07,0.0
1926,5.773699740529992e-07,0.0
1927,6.355058417284454e-07,0.0
1928,6.192914270286565e-07,0.0
1929,6.327750838863722e-07,0.0
1930,6.260147529246751e-07,0.0
1931,7.310833893825475e-07,0.0
1932,6.783953381273022e-07,0.0
1933,7.146222742449027e-07,0.0
1934,5.990789873067115e-07,0.0
1935,5.242108613856544e-07,0.0
1936,5.72286523947696e-07,0.0
1937,6.408878903130244e-07,0.0
1938,5.717659519177687e-07,0.0
1939,5.658798727381509e-07,0.0
1940,5.705511512132944e-07,0.0
1941,6.552335776177642e-07,0.0
1942,7.100055654518656e-07,0.0
1943,7.170991125349246e-07,0.0
1944,6.233581189007964e-07,0.0
1945,1.0195399227086455e-06,2.178504043826024e-09
1946,7.628765388290049e-07,0.0
1947,8.439976681984263e-07,0.0
1948,7.153702199502732e-07,0.0
1949,6.616663767999853e-07,0.0
1950,6.487570658464392e-07,0.0
1951,7.153800538617361e-07,0.0
1952,5.620380534310243e-07,0.0
1953,6.044116958037193e-07,1.0773827385790469e-09
1954,7.202359029179206e-07,0.0
1955,6.354056267809938e-07,0.0
1956,5.965260925222537e-07,0.0
1957,5.94598020597914e-07,0.0
1958,6.129732241788588e-07,0.0
1959,5.689049089596665e-07,0.0
1960,6.062650186322571e-07,0.0
1961,6.176913416311436e-07,0.0
1962,6.145355655462481e-07,0.0
1963,5.922904620092595e-07,6.466053248388448e-10
1964,6.217815666786919e-07,0.0
1965,5.335242008186469e-07,0.0
1966,5.046097157901386e-07,0.0
1967,5.226155508353258e-07,0.0
1968,5.605286901300133e-07,4.4914158503495116e-10
1969,5.722614559999784e-07,4.5417578031781147e-10
1970,5.564457410400792e-07,0.0
1971,5.857772862327693e-07,0.0
1972,5.602120154435397e-07,5.130146862875051e-10
1973,4.410563008150348e-07,0.0
1974,4.894247354059189e-07,0.0
1975,4.3235905877736514e-07,1.1422960355389478e-09
1976,5.010763288737508e-07,0.0
1977,4.2136525735259056e-07,0.0
1978,4.734651213311736e-07,0.0
1979,5.026844860367419e-07,0.0
1980,4.792581762558257e-07,0.0
1981,5.123695245856652e-07,0.0
1982,4.841851932724239e-07,0.0
1983,4.6164959144334716e-07,0.0
1984,5.033539309806656e-07,0.0
1985,5.498220048139046e-07,1.2031116103372597e-09
1986,4.603764978128311e-07,0.0
1987,4.2103528130610357e-07,0.0
1988,4.6173462919796293e-07,0.0
1989,5.230180590842792e-07,1.6464366536794728e-09
1990,5.078142635284166e-07,5.44865097484859e-10
1991,4.794678716280032e-07,0.0
1992,4.788141723111039e-07,5.509944167592096e-10
1993,5.411805545918469e-07,0.0
1994,5.053379936725833e-07,0.0
1995,5.118793637848285e-07,5.422450821690461e-10
1996,4.473321268960717e-07,0.0
1997,4.7277660542022204e-07,1.917957792585412e-09
1998,4.882564326180727e-07,0.0
1999,5.10491474869923e-07,0.0
2000,4.939359428135504e-07,0.0
2001,5.305647619024967e-07,0.0
2002,5.060310854787531e-07,0.0
2003,5.508671847564983e-07,0.0
2004,6.074207021811162e-07,0.0
2005,5.88189720929222e-07,4.5037495954858286e-10
2006,5.872111046301143e-07,0.0
2007,5.843923531756445e-07,0.0
2008,6.616061227759928e-07,0.0
2009,6.689774068036058e-07,0.0
2010,6.901461802044651e-07,0.0
2011,7.86973430422222e-07,3.82397197240536e-10
2012,9.828077054407913e-07,0.0
2013,1.1039356877518003e-06,0.0
2014,1.1777856343542226e-06,0.0
2015,1.057528152159648e-06,0.0
2016,1.1874992651428329e-06,0.0
2017,1.0427208962937584e-06,0.0
2018,1.202189082505356e-06,0.0
2019,1.0867207720366423e-06,0.0
