year,nombreux_ADJ anneaux_NOUN,nombreux_ADJ panneaux_NOUN
1854,2.5978321716024766e-08,3.63696517347023e-09
1855,2.175844215912548e-08,5.306937111981824e-09
1856,1.65670055451983e-08,9.836659209394583e-09
1857,1.4156376515472857e-08,0.0
1858,4.208561321661364e-08,1.468102750479261e-09
1859,5.092173438470127e-08,0.0
1860,4.073693560258107e-08,1.373155145145688e-09
1861,1.744906619194353e-08,9.431927461278633e-10
1862,2.981871105589562e-08,1.1294965851504912e-08
1863,2.6471489888990618e-08,1.9978483312144135e-09
1864,3.068625886726295e-08,1.9178911792039344e-09
1865,1.1767110841276462e-08,2.3534221238463715e-09
1866,8.271541673821048e-09,3.8924903300596725e-09
1867,4.367530337390235e-08,1.455843445796745e-09
1868,3.655506830568811e-08,9.87974813071446e-10
1869,2.7347706321734222e-08,3.906815315701806e-09
1870,2.981705193860762e-08,1.1468097582678638e-09
1871,2.1242353653860846e-08,2.1242354542039266e-09
1872,1.8746751706544273e-08,1.8142017887967654e-09
1873,2.5141218884527916e-08,1.3169209722718733e-08
1874,2.5093358502203955e-08,5.974609140757536e-10
1875,2.803548326824057e-08,1.2587359599081083e-08
1876,1.813804395567331e-08,3.627608879952504e-09
1877,1.855444864418132e-08,1.4225077116236662e-08
1878,1.872117572077059e-08,5.435179861734696e-09
1879,1.3440515367335593e-08,7.94212251520321e-09
1880,2.0537108014195837e-08,5.134277003548959e-09
1881,4.811030152040985e-08,2.091752326904839e-09
1882,1.9966154951589488e-08,1.3310770263785798e-08
1883,2.7805091562527195e-08,3.159669414998234e-09
1884,4.8192386969958534e-08,1.3203393933736152e-09
1885,1.6114089618213256e-08,5.156508553483263e-09
1886,1.7424351739236954e-08,9.680196200179125e-09
1887,2.154545164501087e-08,3.9173548849191775e-09
1888,1.7119660356001987e-08,8.242799331981132e-09
1889,2.0674951528576457e-08,6.891650361495749e-09
1890,2.5562106653609362e-08,0.0
1891,2.230977069750395e-08,4.461953917456185e-09
1892,1.191017329205124e-08,1.002961980134387e-08
1893,2.8328715817593775e-08,8.005941687372342e-09
1894,1.6384001710889606e-08,1.1972924873759894e-08
1895,1.8657704714541978e-08,4.814891596538473e-09
1896,2.240870955461105e-08,1.1204354777305525e-08
1897,1.8645483379486905e-08,7.574727511894253e-09
1898,2.8857609635224435e-08,6.7900258748920805e-09
1899,1.5477219506010442e-08,3.3165470370022376e-09
1900,1.2977633190303095e-08,4.671947717582725e-09
1901,2.1237207548097103e-08,6.147612641171918e-09
1902,1.3257766440233354e-08,5.892340837476695e-09
1903,2.4841012802312434e-08,1.4040573148577096e-08
1904,2.0961039126632386e-08,9.13686282189019e-09
1905,1.0837593933388234e-08,8.773290538499623e-09
1906,2.623534101076075e-08,8.230694958921703e-09
1907,2.0571373937627868e-08,1.2857108266928208e-08
1908,2.9468335327464956e-08,1.5716445034286153e-08
1909,1.9253442729016967e-08,1.320236009405562e-08
1910,2.0307773240801907e-08,3.206490406526541e-09
1911,1.1704822888702893e-08,4.25629931299909e-09
1912,8.335073964360618e-09,3.646594803896619e-09
1913,1.484837142129436e-08,8.484783542428431e-09
1914,2.54476265060255e-08,1.0045115850232378e-08
1915,2.591767689352764e-08,1.1780761921542648e-09
1916,1.4283700888739759e-08,2.197492410260793e-09
1917,1.6449636319748606e-08,0.0
1918,2.412139110674616e-08,1.1486376294556067e-08
1919,1.0128633542993981e-08,7.366278698128781e-09
1920,1.4387240288016301e-08,3.786115865267448e-09
1921,2.044641889131782e-08,3.7863738810983705e-09
1922,1.4018077365562931e-08,3.6889677978990676e-09
1923,8.492758496458919e-09,1.0615948120573648e-09
1924,1.2891624656674594e-08,9.02413699321869e-09
1925,2.0896537833436923e-08,7.698724324711748e-09
1926,2.2292276136148814e-08,4.458455382660986e-09
1927,1.8953683067479687e-08,1.2264147031260109e-08
1928,1.9424270192303084e-08,7.998228745975666e-09
1929,2.2280811862174232e-08,7.798284684668033e-09
1930,1.1553964007759987e-08,1.3654684494213143e-08
1931,1.9389105432310316e-08,7.983749661377715e-09
1932,7.6716757391182e-09,2.1919073223131136e-09
1933,2.523545639121494e-08,1.7205993074753678e-08
1934,1.4377896206951846e-08,7.188948103475923e-09
1935,1.0771455727365264e-08,7.180970484910176e-09
1936,1.2124714565686645e-08,6.0623572828433225e-09
1937,2.8959572406783707e-08,1.1332006444320086e-08
1938,2.074434313215079e-08,1.1668692678767911e-08
1939,2.2941076593951948e-08,9.176430282309411e-09
1940,5.0715658339584024e-09,1.2678914806940611e-08
1941,2.066051862925633e-08,5.9030051957620344e-09
1942,9.102635090130207e-09,1.8205270180260413e-08
1943,2.3225881884414434e-08,5.806470415592457e-09
1944,2.5705489292704442e-08,9.639558484764166e-09
1945,1.9606536394434215e-08,4.357008087652048e-09
1946,2.7842208538686464e-08,5.568441707737293e-09
1947,3.0994263822137214e-08,1.1920871401116528e-08
1948,2.7179719586101214e-08,5.435944139264848e-09
1949,1.6688914139528777e-08,6.871905600114303e-09
1950,1.4889505850490536e-08,1.0635361036293034e-08
1951,1.1727541604500402e-08,1.8124383771578323e-08
1952,1.0544804140977249e-08,1.8980646387944944e-08
1953,1.1851209791302608e-08,1.1851209791302608e-08
1954,5.863521668203475e-09,7.818028890937967e-09
1955,9.385607846468247e-09,1.220129064449793e-08
1956,6.976913269340912e-09,1.4825940475304833e-08
1957,1.236905244894615e-08,2.6505112771246786e-08
1958,1.0753916424022236e-08,2.5643954348897324e-08
1959,1.0075972278755785e-08,2.4802393028267034e-08
1960,1.7302083321624195e-08,2.145458388724819e-08
1961,1.320150300188061e-08,1.320150300188061e-08
1962,1.268391242037481e-08,8.8787386332001e-09
1963,7.1126584622049904e-09,1.0992290633282664e-08
1964,1.8251904876365188e-08,7.909158661334459e-09
1965,1.91521518644322e-08,1.8057743744748223e-08
1966,4.985167390003653e-09,1.9386762417639147e-08
1967,1.4297972972254769e-08,8.381570104631919e-09
1968,1.0779397818794223e-08,1.527081394669949e-08
1969,1.0446043141598693e-08,1.4533624970169967e-08
1970,5.978342709767048e-09,1.103694025061941e-08
1971,8.221435976452085e-09,1.7470551227916076e-08
1972,1.2312352026810913e-08,1.7442499000708267e-08
1973,3.3079223804577396e-09,1.874489363729026e-08
1974,7.313243344242437e-09,1.012602890426706e-08
1975,6.282628195464213e-09,1.4278700888326057e-08
1976,8.570290255249802e-09,2.799628251448638e-08
1977,8.815172591880582e-09,1.4104276857551667e-08
1978,1.0693064211864112e-08,1.841583241457556e-08
1979,7.607565244427406e-09,1.0533551808578068e-08
1980,5.6851505725319385e-09,2.5014662341504845e-08
1981,1.0753434587229549e-08,2.9097527054489092e-08
1982,8.690503427999374e-09,2.110550845202397e-08
1983,1.2630632539867293e-08,2.3998200759933752e-08
1984,1.1018116197192285e-08,2.66754396349711e-08
1985,9.02333674446254e-09,2.466378745680231e-08
1986,5.395036861699509e-09,2.577628777089558e-08
1987,1.4054879038383206e-08,1.8332450224534114e-08
1988,8.395175166153734e-09,2.0388283006322894e-08
1989,9.329808037250586e-09,2.140367705294466e-08
1990,7.083246433836621e-09,2.5063794595325817e-08
1991,3.5168792322792797e-09,2.4032006606944378e-08
1992,4.958949695321735e-09,2.4794749364787094e-08
1993,9.970573700002205e-09,2.2156829260211452e-08
1994,4.2199412852994556e-09,2.4264663112116835e-08
1995,6.506940763983948e-09,1.5725108049036152e-08
1996,4.804283193493575e-09,1.5480466686312866e-08
1997,5.274384040632185e-09,1.1987236092636522e-08
1998,5.72175506974304e-09,1.2873949017944142e-08
1999,5.484241505371301e-09,1.3253583119876566e-08
2000,5.3016377954406835e-09,2.3415566374751506e-08
2001,3.943090742808408e-09,2.891599848453552e-08
2002,6.571832411594869e-09,1.8401129509015846e-08
2003,7.083769126836614e-09,2.4584844382502524e-08
2004,5.726228824443069e-09,2.1583476339515073e-08
2005,3.602999676388663e-09,3.693074646093919e-08
2006,3.294311934354255e-09,2.4295550460351478e-08
2007,9.98619853476157e-09,2.316798167201206e-08
2008,1.0643598891135753e-08,4.6406094161843825e-08
2009,5.721831008997924e-09,5.054284102357087e-08
2010,4.723792912386671e-09,4.582079410342388e-08
2011,6.883149605840799e-09,7.227306753065932e-08
2012,6.808505315092361e-09,8.408503898715836e-08
2013,5.857162754807632e-09,4.936751374362558e-08
2014,7.795602385840539e-09,4.742324932749398e-08
2015,1.1526192444932803e-08,6.250742501379136e-08
2016,1.2635174684305639e-08,5.6754716482032563e-08
2017,8.301517695485927e-09,4.880285919828253e-08
2018,1.058401366549333e-08,4.7757132748404985e-08
2019,1.1734543448049806e-08,7.295825099618014e-08
