year,nombreux_ADJ airs_NOUN,nombreux_ADJ pères_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,1.2586708564299443e-08
1815,0.0,0.0
1816,0.0,2.0858434979231788e-08
1817,0.0,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,9.315945348475907e-09
1820,0.0,3.5599443393152796e-09
1821,0.0,0.0
1822,0.0,2.0051231786055723e-09
1823,0.0,9.882686891060644e-10
1824,0.0,8.421112696055388e-10
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,1.8344602503717056e-09
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,6.236482441579483e-09
1832,0.0,5.411987857861789e-09
1833,1.1583628500844156e-09,0.0
1834,9.334530925997342e-10,2.8003592777992026e-09
1835,0.0,7.563087933704082e-10
1836,0.0,5.376600054063374e-09
1837,0.0,2.0873671680021744e-09
1838,0.0,1.8936485712828244e-09
1839,0.0,6.9914751765765e-10
1840,0.0,6.369688665408546e-10
1841,0.0,1.2841097074556274e-09
1842,0.0,0.0
1843,0.0,4.134837805480629e-09
1844,0.0,2.195424508855126e-09
1845,0.0,3.9061593959388574e-09
1846,1.1709002656346001e-09,1.1123552523528701e-08
1847,0.0,5.3932236454556914e-09
1848,0.0,2.413566457803995e-09
1849,0.0,7.54147322368226e-09
1850,6.788996032014438e-10,6.788996032014438e-09
1851,6.449438760824933e-10,1.2898877521649865e-09
1852,0.0,1.1067927241370512e-08
1853,0.0,4.180352064508952e-09
1854,3.117398783558656e-09,5.195664454227256e-10
1855,0.0,2.1227748447927297e-09
1856,0.0,1.0354378465748937e-09
1857,0.0,2.440754598431738e-09
1858,4.893676019968041e-10,1.957470352476065e-09
1859,0.0,4.073738679721828e-09
1860,4.57718396518203e-09,1.098524138321011e-08
1861,4.715963730639317e-10,1.8863854922557266e-09
1862,0.0,4.066187719864445e-09
1863,1.4983863039219614e-09,8.490855574194711e-09
1864,0.0,1.4384183844029508e-09
1865,4.706844358715045e-10,5.177528628053096e-09
1866,6.3252967308358166e-09,5.838735717134114e-09
1867,7.76449837758264e-09,6.79393608038481e-09
1868,6.915823469455518e-09,5.9278488784286765e-09
1869,0.0,5.860222973552709e-09
1870,0.0,2.8670243956696595e-09
1871,0.0,4.248470908407853e-09
1872,0.0,4.8378714367913744e-09
1873,1.7958012854535355e-09,9.577607318345116e-09
1874,0.0,1.7923826867161097e-09
1875,1.1443054281912168e-09,0.0
1876,3.02300739996042e-09,1.813804439976252e-09
1877,3.0924081073635534e-09,6.184815992682502e-10
1878,1.3889904337816006e-08,3.019544281279707e-09
1879,6.720257683667796e-09,3.0546627449723474e-09
1880,2.5671385017744797e-09,8.984984756210679e-09
1881,1.1156012114099667e-08,2.789003084036068e-09
1882,1.3310770263785798e-09,7.986462158271479e-09
1883,4.423537092179686e-09,1.2638677882037541e-09
1884,1.9805090900604227e-09,2.6406787867472303e-09
1885,5.156508553483263e-09,7.7347630522695e-09
1886,1.936039106809062e-09,7.744156649280853e-09
1887,6.528924623161458e-10,4.57024718070187e-09
1888,0.0,1.268122939990235e-08
1889,8.771191772893872e-09,6.265136576200092e-09
1890,7.209825181320184e-09,6.554386366985909e-09
1891,0.0,7.649064048820264e-09
1892,1.8805537127519756e-09,4.387958663087943e-09
1893,4.310891643655168e-09,1.539604177480669e-08
1894,0.0,8.192001299534013e-09
1895,2.768562623600701e-08,1.0833506536300774e-08
1896,4.1279202278587945e-09,7.666137724626765e-09
1897,4.311768009301886e-08,1.3401441290028515e-08
1898,1.13167097914868e-09,1.754090050987145e-08
1899,2.7637891975018647e-08,1.326618814800895e-08
1900,6.748368974740515e-09,1.038210584169974e-08
1901,5.9240633731860726e-08,7.265360535413379e-09
1902,1.9641135384773634e-09,1.1293653123800595e-08
1903,2.1060859722865644e-08,1.026041807072886e-08
1904,1.0749250378694342e-08,5.374625189347171e-09
1905,1.3417973399043603e-08,6.192911072844254e-09
1906,4.629765903985117e-09,1.6975809202790515e-08
1907,1.4399961223432456e-08,1.6457098350741717e-08
1908,1.5225305460830896e-08,9.822778146428846e-09
1909,4.400786846048277e-09,1.4852655993990993e-08
1910,1.0153886620400954e-08,1.4963621675079253e-08
1911,5.3203743632934675e-09,1.5429085120644004e-08
1912,1.2502610502451716e-08,1.1981668768257236e-08
1913,1.4318072061314524e-08,1.1136278676993072e-08
1914,2.1429579888376793e-08,1.33934876522801e-08
1915,2.3561523843085297e-09,2.0027294933555595e-08
1916,0.0,1.538244687182555e-08
1917,3.289927441585405e-09,6.579854550103903e-09
1918,1.1486376294556067e-09,1.378365155346728e-08
1919,3.6831393490643904e-09,2.117805053547528e-08
1920,6.815008557481406e-09,1.665891025126598e-08
1921,1.438822039290244e-08,4.5436484574779e-09
1922,1.2542490601674672e-08,1.1804696775641332e-08
1923,5.307974060286824e-09,1.0615948120573648e-08
1924,7.734974438733389e-09,1.0313299325659386e-08
1925,2.1996355847875293e-09,2.0896538721615343e-08
1926,1.1146138456652466e-09,1.2260752413340015e-08
1927,4.4596899506643695e-09,5.574612549352764e-09
1928,1.1426041446327417e-08,1.5996457269906728e-08
1929,7.798284684668033e-09,1.3368487650211591e-08
1930,1.05036033204442e-08,1.0503603542488804e-08
1931,1.4826963656844327e-08,6.843213995466613e-09
1932,5.4797681947604815e-09,1.2055490161699822e-08
1933,6.882397318719313e-09,3.4411986593596566e-09
1934,2.3963160344919743e-09,1.9170528275935794e-08
1935,0.0,1.196828414151696e-08
1936,7.274828739411987e-09,2.667437293268904e-08
1937,8.813782592653752e-09,2.0145789036973838e-08
1938,6.482607339819424e-09,1.9447821131279852e-08
1939,1.5294050470515685e-09,1.8352860564618823e-08
1940,0.0,4.3108309810691026e-08
1941,1.4757512545315876e-08,1.1806010391524069e-08
1942,0.0,2.4273694831933312e-08
1943,1.4516175816936538e-08,2.9032351633873077e-08
1944,1.2852744646352221e-08,2.8918675454292497e-08
1945,8.714016175304096e-09,1.3071024262956144e-08
1946,6.960552134671616e-09,3.3410650246423756e-08
1947,2.3841741914054637e-09,2.980217717052369e-08
1948,5.435944139264848e-09,2.5005341797168512e-08
1949,3.9268033269479474e-09,2.9451024730065e-08
1950,1.2762433776458693e-08,3.616022858921042e-08
1951,7.462981344019681e-09,9.595261474260042e-09
1952,5.272402070488624e-09,3.5852332658237174e-08
1953,1.4005975934594517e-08,2.0470272810158008e-08
1954,1.172704333640695e-08,1.7590565448699635e-08
1955,1.595553378308523e-08,1.595553378308523e-08
1956,8.72114114258693e-09,2.180285441077956e-08
1957,2.47381048978923e-08,2.1204090039361745e-08
1958,7.445019267748876e-09,2.6471179026543723e-08
1959,1.3951345856355601e-08,2.2477168570844697e-08
1960,1.9378333604436193e-08,1.7994166157109248e-08
1961,9.72742331128984e-09,2.709782087606527e-08
1962,7.610347907416326e-09,2.7904608401740916e-08
1963,1.0345685197421517e-08,5.560805860227447e-08
1964,4.867174663303331e-09,4.13709839719445e-08
1965,1.4227312661319047e-08,4.4323551051661525e-08
1966,3.3234448526542337e-09,4.818994980837488e-08
1967,5.916402479044791e-09,4.3879986755257505e-08
1968,7.635406973349745e-09,3.458390196442451e-08
1969,3.1792304344691047e-09,3.270065551674861e-08
1970,6.438214850135182e-09,2.6212732429087282e-08
1971,5.138397263237948e-09,1.5415191789713845e-08
1972,1.2312352026810913e-08,2.205963145485157e-08
1973,4.410563025913916e-09,1.8193572426383753e-08
1974,7.313243344242437e-09,1.912694358452427e-08
1975,3.4268881066168433e-09,2.8557400888473694e-08
1976,4.570821499072508e-09,3.028169270891112e-08
1977,7.052138428775834e-09,2.1744092748576804e-08
1978,3.5643548113029055e-09,2.7920780354406816e-08
1979,1.2289143924704149e-08,2.2237498065180716e-08
1980,7.95921106799824e-09,2.0466542238750662e-08
1981,1.5181319312773667e-08,2.909752794266751e-08
1982,9.311253101884631e-09,2.0484757001781873e-08
1983,6.946847541655643e-09,2.7155858894900575e-08
1984,7.538710988796993e-09,2.609553817478627e-08
1985,2.4062232206745193e-09,2.8874678648094232e-08
1986,1.498621315931814e-08,4.1961397911904896e-08
1987,1.4665960890170027e-08,2.0776777631681398e-08
1988,7.195864348830128e-09,3.597932263232906e-08
1989,1.0427432250992297e-08,3.8416855474565637e-08
1990,8.717841559757744e-09,2.7788119361105146e-08
1991,1.1722930182145319e-08,2.7548886727402078e-08
1992,1.0468894195980738e-08,3.030469297726768e-08
1993,4.4313659408601325e-09,3.489700617365088e-08
1994,1.0549853435293244e-08,2.7429618576491066e-08
1995,1.4098372247417501e-08,2.7112254663563817e-08
1996,1.3879040139386234e-08,5.017806792295687e-08
1997,1.2466725429760572e-08,4.459251989885615e-08
1998,1.2873949017944142e-08,5.2449420806510716e-08
1999,1.1425503210205079e-08,3.3362468343511864e-08
2000,1.4579503826439577e-08,6.84794869698635e-08
2001,1.1829271784336015e-08,3.417345162404217e-08
2002,8.324320788233308e-09,4.819343679685062e-08
2003,9.167230530238157e-09,4.791961316641391e-08
2004,1.4535810777260849e-08,5.109557754678917e-08
2005,1.0358624180639708e-08,5.809837055892331e-08
2006,1.070651389767363e-08,4.4885000605177083e-08
2007,1.2382886716011399e-08,5.432492145018841e-08
2008,6.3861596011349775e-09,3.661398118026682e-08
2009,1.0966842545201416e-08,5.006602066259802e-08
2010,1.1809482280966677e-08,4.2041758518962524e-08
2011,1.414869643667771e-08,3.938691151006424e-08
2012,6.808505315092361e-09,5.3787195142263045e-08
2013,6.136075203500013e-09,4.0721225502693414e-08
2014,6.712880029624557e-09,3.161549955166265e-08
2015,9.97458915463767e-09,3.258365843805677e-08
2016,3.72841224560716e-09,4.846935830471466e-08
2017,5.282783988036499e-09,3.848885299362337e-08
2018,5.421080029321956e-09,2.917057351226049e-08
2019,5.3570743396846865e-09,3.1632248820301356e-08
