year,grands_ADJ artisans_NOUN,grands_ADJ partisans_NOUN
1800,6.288328968651058e-09,7.231578535993322e-08
1801,0.0,1.6430159632818686e-07
1802,4.475680270843441e-09,1.4993528907325526e-07
1803,3.315576790896557e-08,8.386458461018265e-08
1804,1.2359254952798437e-08,1.1864884186252311e-07
1805,2.842877711017877e-09,1.1655798459742073e-07
1806,5.76333825108577e-09,1.498467980809437e-07
1807,0.0,5.97860605466849e-08
1808,1.5862518409903714e-08,9.290903335568146e-08
1809,2.259030518203531e-09,4.51806094758922e-08
1810,2.3401267590372754e-09,1.1232608443378922e-07
1811,2.2563691359778204e-08,1.1532553401139012e-07
1812,2.6672082320544632e-09,7.468182872116813e-08
1813,8.627225156487839e-09,1.2940837734731758e-07
1814,0.0,1.8565394555025705e-07
1815,2.697223555614414e-09,9.979726822706425e-08
1816,1.3905623319487859e-08,3.7081662185300956e-08
1817,3.113746815941454e-09,9.02986549977669e-08
1818,8.344824387052086e-09,1.4066989706407185e-07
1819,1.0351049795076506e-08,1.521604389154163e-07
1820,5.933240565525466e-09,1.0679833195581523e-07
1821,0.0,1.2129630988511053e-07
1822,2.0051231786055723e-09,1.59407292699143e-07
1823,1.9765373782121287e-09,9.68503313103497e-08
1824,2.189489300974401e-08,1.1957980117216493e-07
1825,8.805443041381977e-10,1.2503728985535645e-07
1826,1.849676656284771e-08,1.294773761539858e-07
1827,4.608636583469661e-09,1.0968555130830282e-07
1828,5.503380862137419e-09,9.539193013274883e-08
1829,5.143905745796928e-09,9.77342076158294e-08
1830,4.174734336004349e-09,1.6385832424248292e-07
1831,1.5591206103948707e-09,9.198811312671751e-08
1832,2.705993873419743e-09,6.900284432731496e-08
1833,1.1583628500844156e-09,4.980960410794211e-08
1834,6.534171426153534e-09,9.894603092419629e-08
1835,2.2689263801112247e-09,9.378229037793062e-08
1836,8.064899859050456e-09,5.8470526642651066e-08
1837,7.653680356156656e-09,9.253994626146067e-08
1838,1.2624323808552163e-08,8.963269793049733e-08
1839,5.5931801412612e-09,9.368576936452655e-08
1840,5.732719632334238e-09,8.599079420745781e-08
1841,1.926164472365599e-08,8.924562822087978e-08
1842,6.708265054555795e-09,1.2544455918472863e-07
1843,4.7255288571079745e-09,1.0337094213941356e-07
1844,2.4149669874962143e-08,6.476502012464636e-08
1845,6.138250796539069e-09,8.928364858551419e-08
1846,2.9272506640865004e-09,6.732676327558806e-08
1847,7.011190739092399e-09,6.040410482910374e-08
1848,8.04522137798358e-09,9.091100444669209e-08
1849,1.256912263158938e-08,1.4580181884049637e-07
1850,2.0366988096043315e-09,7.535785595536026e-08
1851,1.7413483988093503e-08,5.740000363907427e-08
1852,2.6042181744401205e-08,8.984552368751508e-08
1853,1.4929829816878737e-08,6.389967288633613e-08
1854,5.195664343204953e-09,7.689583725323246e-08
1855,2.1227748447927297e-08,8.597237766139187e-08
1856,1.0872097000458325e-08,6.264398644262315e-08
1857,2.782460128969433e-08,8.298565129516433e-08
1858,6.361778659424999e-09,1.189163256754e-07
1859,6.619825576592575e-09,9.52236405282747e-08
1860,9.612086238064421e-09,9.703629899604493e-08
1861,9.431927461278633e-10,8.771692527886898e-08
1862,1.626475132354699e-08,8.900433101644012e-08
1863,1.548332484446746e-08,1.1737358951435795e-07
1864,1.3904711160250827e-08,4.9865171547480713e-08
1865,1.2708479601997169e-08,5.742350239756888e-08
1866,1.1190909532388105e-08,5.0115811334183746e-08
1867,1.4073153309368536e-08,7.813026314806848e-08
1868,1.4819622418116296e-08,9.583355686793027e-08
1869,1.5138908793232986e-08,6.934596841201568e-08
1870,2.2936195165357276e-08,9.862564098739313e-08
1871,7.434824311758348e-09,4.142259157902117e-08
1872,2.2375155284137804e-08,6.954439868422924e-08
1873,7.183205141814142e-09,6.9437653849036e-08
1874,3.584765551067903e-08,3.525019565131515e-08
1875,8.010137775293913e-09,4.863298030954866e-08
1876,1.4510435519810017e-08,4.897271921322499e-08
1877,1.4843558382438005e-08,7.978412952525105e-08
1878,2.8383716599300612e-08,7.005343150012777e-08
1879,9.774920428640144e-09,6.781350947449027e-08
1880,1.6044616302224313e-08,6.28948910730287e-08
1881,3.486253785656146e-09,2.998178416646624e-08
1882,2.2628309892525067e-08,5.0580926114207614e-08
1883,8.215140845369007e-09,5.0554710639971745e-08
1884,8.582206056928499e-09,6.40364632431556e-08
1885,7.090199094506033e-09,5.865528374116025e-08
1886,7.744156427236248e-09,4.38835527916126e-08
1887,1.9586773758462073e-08,3.4603299392532705e-08
1888,2.53624587998047e-09,4.2482117379449846e-08
1889,1.1903759755682586e-08,5.5759716843795104e-08
1890,8.52070264345528e-09,2.7528422485989523e-08
1891,6.374220151705856e-09,3.3783366770734347e-08
1892,2.2566645219157522e-08,4.0745329332736446e-08
1893,3.0792082439390356e-08,4.557228217016984e-08
1894,5.671385361338821e-09,2.835692747282792e-08
1895,1.805584282088546e-08,5.356567012171354e-08
1896,1.4152869320938066e-08,4.48174191092221e-08
1897,1.3401441290028515e-08,4.136966680334808e-08
1898,4.0174318982622026e-08,5.035935979336159e-08
1899,1.4371703827009696e-08,2.65323762960179e-08
1900,1.4015843596837385e-08,2.3359739032002835e-08
1901,2.6825946852770954e-08,4.694540584049278e-08
1902,2.1114220871698564e-08,2.258730624760119e-08
1903,1.5120616758679262e-08,2.430099144135056e-08
1904,1.4511488011237361e-08,2.741058757749215e-08
1905,1.4450125374043665e-08,2.838417501038748e-08
1906,1.8004646107350197e-08,2.623534101076075e-08
1907,1.851423553356213e-08,2.262851062084792e-08
1908,1.6698722404839828e-08,2.9959473124563374e-08
1909,2.640472018811124e-08,4.345776982717098e-08
1910,3.63402248293454e-08,4.0615546481603815e-08
1911,1.649316061502759e-08,2.3409645777405785e-08
1912,2.0837684189256578e-08,4.375913736920367e-08
1913,2.333315407554437e-08,2.0681659052002033e-08
1914,3.4823067651679196e-08,1.339348720819089e-08
1915,3.180805663305364e-08,3.534228465440492e-09
1916,5.273981784625903e-08,1.538244731591476e-08
1917,3.070598852961126e-08,1.2063066989753679e-08
1918,8.499918635607173e-08,1.378365155346728e-08
1919,1.2062281407043685e-07,1.749491218561161e-08
1920,9.692456615084666e-08,1.817335615328375e-08
1921,4.922285828934392e-08,1.8931869405491852e-08
1922,6.123686802084194e-08,1.8444838545406128e-08
1923,6.051090650771584e-08,2.0170300985000722e-08
1924,7.47714244964115e-08,2.707241186783449e-08
1925,4.06932585406139e-08,1.759708534443405e-08
1926,3.1209186346359274e-08,3.009457216762712e-08
1927,4.6826742927663645e-08,2.8987985345452216e-08
1928,7.76970836557922e-08,3.884854038460617e-08
1929,5.904415489865755e-08,3.5649299956475033e-08
1930,6.932378227020308e-08,3.676261128848779e-08
1931,8.097803316786667e-08,2.6232321204133768e-08
1932,6.24693612394367e-08,1.8631212128639163e-08
1933,9.520649668637304e-08,2.064719240024715e-08
1934,9.3456325345187e-08,2.3963160344919743e-08
1935,7.779384425532498e-08,2.393656828303392e-08
1936,7.1535815493462e-08,2.182448666232517e-08
1937,8.058315614789535e-08,2.1404900962807005e-08
1938,8.557041297763135e-08,1.2965214679638848e-08
1939,7.035263394072899e-08,1.2235240376412548e-08
1940,5.5787225505810056e-08,3.0429394115571995e-08
1941,6.493305448884712e-08,1.4757512545315876e-08
1942,7.282108560602296e-08,1.8205270180260413e-08
1943,7.548411673496958e-08,2.322588166236983e-08
1944,6.747690939334916e-08,1.2852744646352221e-08
1945,1.0456819410364915e-07,8.714016175304096e-09
1946,4.733175362758857e-08,1.6705325123211878e-08
1947,8.106192006529511e-08,1.3112957830685446e-08
1948,7.610321417494958e-08,3.370285384107774e-08
1949,8.442627219551468e-08,1.47255123650325e-08
1950,7.763814124928103e-08,1.1698897184331258e-08
1951,6.610068936652169e-08,1.7058243040324328e-08
1952,7.803154744578933e-08,1.7926166662185494e-08
1953,7.002987501003588e-08,2.477980309834038e-08
1954,4.788542695699505e-08,1.6613311615287785e-08
1955,6.194501311895806e-08,9.385607846468247e-09
1956,4.7966278948763375e-08,6.104799332717903e-09
1957,8.658337247169356e-08,1.1485549400447326e-08
1958,5.8732928520655037e-08,1.9853384713997002e-08
1959,5.813060788284474e-08,2.2477168570844697e-08
1960,5.536666691785541e-08,1.591791587429725e-08
1961,4.8637113170268975e-08,9.03260666262895e-09
1962,4.439369477582389e-08,2.1562652108286784e-08
1963,5.8194479790607545e-08,1.4871922360271128e-08
1964,7.239922561463885e-08,3.711220641910984e-08
1965,6.183408940430013e-08,1.2038495533772675e-08
1966,6.97923412396051e-08,1.9940669560014612e-08
1967,6.557346349245208e-08,1.9721342781053863e-08
1968,5.704098102188304e-08,1.9762229602759973e-08
1969,5.086768711803913e-08,1.2262746373892242e-08
1970,5.932355176541115e-08,1.241655755990223e-08
1971,3.9565660969742567e-08,1.5415192677892264e-08
1972,4.5145293892101535e-08,1.641647029426707e-08
1973,3.418186422798897e-08,1.6539610570021068e-08
1974,4.3879458400120086e-08,1.2938814464291681e-08
1975,7.082235420341476e-08,1.2565256390928425e-08
1976,4.627956662339727e-08,8.570290255249802e-09
1977,2.8796231565930697e-08,9.990529292736028e-09
1978,4.990096713619607e-08,1.0693064211864112e-08
1979,3.979342011461995e-08,9.363157360553487e-09
1980,6.310517286500783e-08,1.1370301145063877e-08
1981,4.427884747748578e-08,8.855769451088236e-09
1982,5.648827250404054e-08,1.1173503899897241e-08
1983,6.189009493784425e-08,1.0736036948344463e-08
1984,3.827345551599137e-08,7.538710988796993e-09
1985,6.015558051686298e-08,7.820225356169885e-09
1986,3.416856758642339e-08,1.019062523255343e-08
1987,6.171924932241168e-08,1.3443797186596385e-08
1988,1.9368869141889178e-07,4.197587610832443e-09
1989,6.475984415388325e-08,1.7013178421620978e-08
1990,4.576866846628391e-08,1.1442167213715493e-08
1991,4.9236306531863505e-08,1.582595565707834e-08
1992,4.24265707010818e-08,1.652983172562017e-08
1993,5.3176390624187775e-08,7.754890063438324e-09
1994,4.9056818940407254e-08,1.318731612798274e-08
1995,6.18159394227824e-08,1.0302656505700725e-08
1996,4.804283126880193e-08,8.540947504798169e-09
1997,5.4661796866639634e-08,1.4384683666435194e-08
1998,5.483348497481444e-08,1.3350761940422728e-08
1999,6.672493799153578e-08,1.3710603236072316e-08
2000,4.1971297548570874e-08,1.3695897749244068e-08
2001,4.6440843864958836e-08,1.1829271784336015e-08
2002,5.432714633712976e-08,1.182929815213285e-08
2003,5.2503230041356375e-08,1.5000923170305214e-08
2004,5.2857493770819275e-08,1.2333415178034102e-08
2005,5.0892370095922956e-08,1.3511249008502091e-08
2006,5.682687936880981e-08,1.1941880706523023e-08
2007,5.712105635713449e-08,1.677681460421354e-08
2008,5.364373834026992e-08,1.3623806971452268e-08
2009,4.958920385433885e-08,1.5735034608610476e-08
2010,4.7237928624266345e-08,1.2281861749841028e-08
2011,4.5887665167665403e-08,1.185431308670104e-08
2012,5.6170171042202455e-08,1.05531832161887e-08
2013,4.85307770081711e-08,1.4503449996539075e-08
2014,3.508021154119412e-08,2.4902620410216514e-08
2015,2.992376853250267e-08,1.2634479601425497e-08
2016,3.479851157228708e-08,1.5535050579273957e-08
2017,4.276539417036318e-08,7.2952728302766445e-09
2018,3.459165376362705e-08,9.551427204712581e-09
2019,3.188734670755977e-08,3.3417940414892655e-08
