year,plusieurs_DET ailes_NOUN,plusieurs_DET pelles_NOUN
1959,6.200598257066758e-09,7.750747821333448e-10
1960,1.1765417085030094e-08,5.536666680683311e-09
1961,6.948159103625784e-09,1.3896318540318475e-09
1962,5.0735651235811474e-09,0.0
1963,1.3578711488548834e-08,1.2932106496776896e-09
1964,9.734349326606662e-09,0.0
1965,6.0192477668863376e-09,0.0
1966,6.6468897053084675e-09,0.0
1967,4.437302081328198e-09,0.0
1968,6.287982134978165e-09,8.982831700699023e-10
1969,4.087582022860303e-09,4.5417578031781147e-10
1970,8.7375777724219e-09,4.5987250119061684e-10
1971,1.3359833239690033e-08,0.0
1972,3.0780880067027283e-09,5.130146862875051e-10
1973,1.2680368366435602e-08,0.0
1974,7.875800567269664e-09,0.0
1975,1.0851811893530794e-08,0.0
1976,1.7140580066410394e-09,0.0
1977,5.289103821581875e-09,0.0
1978,5.346532216954358e-09,0.0
1979,1.1703946700691858e-09,0.0
1980,5.116635559687666e-09,1.1370301367108482e-09
1981,4.427884725544118e-09,6.325549528618524e-10
1982,8.690503427999374e-09,0.0
1983,5.683784332077835e-09,0.0
1984,9.278413592994639e-09,0.0
1985,9.023337299574052e-09,6.015558051686298e-10
1986,5.395036861699509e-09,0.0
1987,2.4443267410134695e-09,0.0
1988,5.396898483667201e-09,0.0
1989,6.585746614717891e-09,5.488122178931576e-10
1990,1.2531897297662908e-08,0.0
1991,8.206051227421796e-09,5.861465202094962e-10
1992,4.958949695321735e-09,0.0
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,6.329911705904578e-09,5.274926606624319e-10
1995,4.337960657352369e-09,5.422450821690461e-10
1996,4.804283193493575e-09,0.0
1997,4.315404922294874e-09,9.58978896292706e-10
1998,5.72175506974304e-09,1.9072516899143466e-09
1999,1.0511462811280126e-08,9.140402323914998e-10
2000,1.3254094821668616e-08,4.4180314962005696e-10
2001,8.762423675534592e-09,1.7524847129024579e-09
2002,1.0953053575235572e-08,0.0
2003,7.083769126836614e-09,4.1669229178253886e-10
2004,6.166707589017051e-09,8.809582507929292e-10
2005,7.205999463799628e-09,9.007499190971657e-10
2006,4.529678854225949e-09,1.2353669198716943e-09
2007,1.0385646481703148e-08,1.1983438685803094e-09
2008,1.1495086743584793e-08,1.2772318758180745e-09
2009,8.582746957586096e-09,4.76819250749827e-10
2010,5.196172381261022e-09,0.0
2011,1.4148696325655408e-08,7.64794394481072e-10
2012,1.2255309989051e-08,4.425528388196653e-09
2013,1.1156500223652444e-08,5.578250084070646e-10
2014,1.2559581652471508e-08,1.0827225782605865e-09
2015,1.4186082711309389e-08,8.866301581811342e-10
2016,1.2635174462261034e-08,8.285360175719347e-10
2017,1.0314006815281829e-08,2.0124890642847504e-09
2018,1.3165480261534412e-08,1.0325866828253538e-09
2019,1.045904995944369e-08,1.7856913725466939e-09
