year,plusieurs_DET ailes_NOUN,plusieurs_DET pelles_NOUN
1800,6.288328968651058e-09,0.0
1801,1.1905912700171939e-08,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,0.0
1804,2.2246657849223084e-08,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,0.0,1.9928686256776018e-08
1808,2.2660739951163578e-09,0.0
1809,2.9367396514601296e-08,0.0
1810,4.9142660163425944e-08,0.0
1811,1.7549536934780008e-08,0.0
1812,3.467370746079723e-08,0.0
1813,5.751483289628823e-09,0.0
1814,3.1466772298927026e-08,0.0
1815,2.6972236000233352e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,1.401186100480345e-08,0.0
1818,2.2650237241350624e-08,0.0
1819,3.1053151161586356e-09,0.0
1820,1.6613073583471305e-08,0.0
1821,1.0847637454958203e-08,0.0
1822,6.015369535816717e-09,0.0
1823,5.929612356680991e-09,0.0
1824,6.736890156844311e-09,0.0
1825,8.805443485471187e-09,0.0
1826,1.2331177856594877e-08,0.0
1827,2.7651818612639545e-09,1.8434546111834038e-09
1828,4.586150570418113e-09,2.7516904310687096e-09
1829,5.143905745796928e-09,0.0
1830,7.305785310052215e-09,0.0
1831,3.1182412207897414e-09,0.0
1832,6.764984572527055e-09,0.0
1833,9.266902800675325e-09,0.0
1834,7.467624740797874e-09,3.733812370398937e-09
1835,1.739510224751939e-08,0.0
1836,1.5457725766054864e-08,6.720750067579218e-10
1837,6.957891041103892e-09,6.957890930081589e-10
1838,1.2624323808552163e-08,6.312161904276081e-10
1839,9.788065469251706e-09,0.0
1840,1.210240813120933e-08,0.0
1841,7.0626033910059505e-09,0.0
1842,2.0124795163667386e-09,6.708265054555795e-10
1843,2.2446261738195972e-08,1.1813822142769936e-09
1844,2.4149668931272572e-08,0.0
1845,2.5669049108500985e-08,0.0
1846,1.4636253098387897e-08,0.0
1847,9.707802561820245e-09,0.0
1848,1.6090443422100975e-09,0.0
1849,1.256912263158938e-08,0.0
1850,1.2899092460827433e-08,6.788996032014438e-10
1851,1.0964045893402385e-08,0.0
1852,5.859490670445666e-09,1.9531636308300904e-09
1853,1.6124216628554677e-08,1.1943863675867306e-09
1854,1.0391328519876453e-08,0.0
1855,3.714855978387277e-09,5.306937111981824e-10
1856,1.0354378410237786e-08,0.0
1857,1.1715622250108026e-08,0.0
1858,8.31924928945682e-09,0.0
1859,1.171199848215565e-08,0.0
1860,7.781213007262977e-09,0.0
1861,1.3676294763342867e-08,0.0
1862,1.9879140111811466e-08,1.3553959066214816e-09
1863,1.2486552236623538e-08,0.0
1864,1.1986819536957682e-08,9.589455896019672e-10
1865,1.1767110841276462e-08,2.8241067262513297e-09
1866,1.556996132023869e-08,4.865612912574591e-10
1867,1.552899675516528e-08,5.338092634588065e-09
1868,1.3831646938911035e-08,0.0
1869,1.0743741896135361e-08,0.0
1870,6.880858549607183e-09,2.2936195165357276e-09
1871,4.248470908407853e-09,0.0
1872,7.256807155187062e-09,3.628403577593531e-09
1873,3.591602570907071e-09,3.591602570907071e-09
1874,2.2106053876314036e-08,3.5847653734322193e-09
1875,5.7215269744226305e-09,5.721527140956084e-10
1876,2.0556450763820067e-08,0.0
1877,8.658742500777805e-09,1.2369631985365004e-09
1878,7.850815109122777e-09,1.2078177347163432e-09
1879,3.0546627449723474e-09,1.832797580370027e-09
1880,5.776061406947974e-09,0.0
1881,2.7890030285249168e-09,1.3945015142624584e-09
1882,1.3310770263785798e-09,0.0
1883,9.479008689083912e-09,6.319338941018771e-10
1884,1.1883054540362536e-08,1.9805090900604227e-09
1885,5.80107206715752e-09,0.0
1886,7.744156427236248e-09,1.936039106809062e-09
1887,5.876032105334161e-09,0.0
1888,6.34061447790657e-09,0.0
1889,2.5060546970934183e-09,0.0
1890,1.5730527991308918e-08,0.0
1891,8.286486163910922e-09,1.2748440081367107e-09
1892,3.761107425503951e-09,0.0
1893,3.695050043717174e-09,0.0
1894,1.2603078580752936e-08,0.0
1895,5.416753046105782e-09,6.018614495673091e-10
1896,4.717623180994224e-09,0.0
1897,8.157399200570126e-09,2.330685422435863e-09
1898,7.355861253444118e-09,5.6583548957434e-10
1899,1.2160672469008205e-08,0.0
1900,9.34389543516545e-09,0.0
1901,3.353243460679778e-09,5.588738916095792e-10
1902,6.628883397752361e-08,3.437198747846537e-09
1903,1.3500550899436803e-08,0.0
1904,4.837162670412454e-09,0.0
1905,3.6125313851442797e-09,0.0
1906,7.716276506641861e-09,0.0
1907,2.5714217422034835e-09,0.0
1908,5.893667109901912e-09,4.911389073214423e-10
1909,1.265226234892225e-08,0.0
1910,5.34415089958884e-09,1.068830135508847e-09
1911,6.384448858476333e-09,0.0
1912,8.856016087133156e-09,0.0
1913,6.893886794756554e-09,2.6514948014977335e-09
1914,7.366418142140674e-09,0.0
1915,0.0,3.534228465440492e-09
1916,1.0987462051303964e-09,0.0
1917,5.483212106582869e-09,0.0
1918,3.44591288836682e-09,1.2635013924011673e-08
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,3.786115865267448e-09,0.0
1921,9.087297137000405e-09,0.0
1922,1.4018077088007175e-08,0.0
1923,8.492758496458919e-09,0.0
1924,1.289162443462999e-09,2.578324886925998e-09
1925,5.499089184013428e-09,0.0
1926,8.916910765321973e-09,0.0
1927,3.3447675740205796e-09,0.0
1928,2.2852082448565625e-09,0.0
1929,3.342121912552898e-09,0.0
1930,3.1510811737689437e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,8.767629289252454e-09,0.0
1933,8.029463538505865e-09,0.0
1934,9.585264137967897e-09,7.188948103475923e-09
1935,1.6755597798123745e-08,0.0
1936,1.2124714565686645e-08,2.424942913137329e-09
1937,8.813782592653752e-09,0.0
1938,1.4261735792331365e-08,2.5930428915188486e-09
1939,7.647025235257843e-09,0.0
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,2.6129116648121453e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,8.352662561605939e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,3.9138795093762724e-08,3.2615663503321457e-09
1949,5.890204768377316e-09,9.817008317369869e-10
1950,1.2762433776458693e-08,0.0
1951,2.2388944032059044e-08,0.0
1952,4.2179215675730575e-09,0.0
1953,1.0773827385790469e-09,0.0
1954,2.9317608341017376e-09,0.0
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,7.849027205963921e-09,1.744228317335228e-09
1957,4.417518795207798e-09,8.835037701437898e-10
1958,4.963346011965797e-09,0.0
