year,termes_NOUN heureux_ADJ
1911,7.714542249459555e-08
1912,7.08481309175113e-08
1913,7.84842484335968e-08
1914,6.897646187553619e-08
1915,5.5369582696584985e-08
1916,4.9443578120644815e-08
1917,3.838248474608008e-08
1918,7.925599732061528e-08
1919,6.813807829075813e-08
1920,8.935233353213334e-08
1921,6.436835064960178e-08
1922,8.263288009402459e-08
1923,8.598917844437892e-08
1924,8.379555538340355e-08
1925,8.908524051776112e-08
1926,7.022067194384363e-08
1927,7.692965198202728e-08
1928,6.855624690160766e-08
1929,5.7930112262738476e-08
1930,7.457558837131728e-08
1931,8.211856794559935e-08
1932,6.575722011348262e-08
1933,8.947116469926186e-08
1934,7.188948103475923e-08
1935,5.744776387928141e-08
1936,4.607391446143083e-08
1937,4.406891207509034e-08
1938,4.797129449229942e-08
1939,3.8235125288110794e-08
1940,3.803674530900025e-08
1941,5.017554371988808e-08
1942,5.158160121254696e-08
1943,4.064529335323641e-08
1944,4.177142187700156e-08
1945,7.406913482554955e-08
1946,4.037120149291695e-08
1947,1.907339353124371e-08
1948,6.631851334759631e-08
1949,3.8286334103077024e-08
1950,6.168509969484148e-08
1951,3.1984203729962246e-08
1952,3.057992969957013e-08
1953,3.5553629373907825e-08
1954,3.518113089739927e-08
1955,2.440258128899586e-08
1956,3.662879421995058e-08
1957,3.180613461495341e-08
1958,1.9026160202884057e-08
1959,3.642851353902188e-08
1960,2.6991250123842292e-08
1961,2.570818935510033e-08
1962,1.1415521861124489e-08
1963,2.198458126656533e-08
1964,1.8860301764789256e-08
1965,2.7907420374617686e-08
1966,2.2710207048248776e-08
1967,1.627010703941778e-08
1968,1.7516521566562915e-08
1969,1.862120768691966e-08
1970,2.5292987260172595e-08
1971,1.0276794526475896e-08
1972,4.6171320100540925e-09
1973,7.1671650836435674e-09
1974,1.2938814464291681e-08
1975,5.711480177694739e-09
1976,8.570290255249802e-09
1977,5.289103821581875e-09
1978,1.0099005187669263e-08
1979,8.192762912528906e-09
1980,2.8425752862659692e-09
1981,6.325549417596221e-09
1982,8.690503427999374e-09
1983,5.68378455412244e-09
1984,5.219107812592938e-09
1985,7.820225356169885e-09
1986,4.7955883708539204e-09
1987,9.166225112267057e-09
1988,2.99827696004229e-09
1989,5.488121956886971e-09
1990,4.90378582185258e-09
1991,2.344586080837985e-09
1992,4.958949695321735e-09
1993,4.985286850001103e-09
1994,4.747434001473039e-09
1995,4.880205572987961e-09
1996,4.270473752399084e-09
1997,4.794894259418925e-09
1998,4.291316191284977e-09
1999,1.8280804647829996e-09
2000,1.3254094488601709e-09
2001,1.3143635069212678e-09
2002,6.571832411594869e-09
2003,5.000307723435071e-09
2004,2.642874807889939e-09
2005,6.305249655724765e-09
2006,3.294311934354255e-09
2007,3.1955835755326234e-09
2008,4.257439678578834e-10
2009,1.907277002999308e-09
2010,3.3066551718974324e-09
2011,1.911985902935953e-09
2012,1.0212758416727752e-09
2013,2.789125042035323e-10
2014,1.0827225782605865e-09
2015,1.5516027351836215e-09
2016,3.314144070287739e-09
2017,7.54683426862357e-10
2018,5.162933414126769e-10
2019,1.02039510174734e-09
