year,petites_ADJ heures_NOUN,petites_ADJ peurs_NOUN
1800,6.602745550310374e-08,0.0
1801,2.3811826510566902e-08,0.0
1802,5.147032311469957e-08,0.0
1803,8.776526527753958e-08,0.0
1804,4.6965168420953773e-08,0.0
1805,4.5486043376286034e-08,0.0
1806,6.62783872229511e-08,0.0
1807,5.693910143378389e-08,0.0
1808,3.852325791697808e-08,0.0
1809,8.13250982112379e-08,0.0
1810,1.0296557562128328e-07,0.0
1811,4.512738271955641e-08,0.0
1812,1.0935554106694667e-07,0.0
1813,3.738464116054274e-08,0.0
1814,7.866692719460389e-08,0.0
1815,3.776112933451259e-08,0.0
1816,9.270415546325239e-09,0.0
1817,7.47299238046395e-08,0.0
1818,4.410835607870922e-08,0.0
1819,4.5544620519422097e-08,0.0
1820,3.0852850940732424e-08,0.0
1821,6.015507825196664e-08,0.0
1822,6.115625694746996e-08,0.0
1823,8.597937750653983e-08,0.0
1824,6.652679207519441e-08,0.0
1825,1.0654585924640969e-07,0.0
1826,6.077509140389736e-08,0.0
1827,4.792982072343577e-08,0.0
1828,8.071625234862267e-08,0.0
1829,9.430493330686573e-08,0.0
1830,7.410153379794338e-08,0.0
1831,5.1450980143030733e-08,1.5591206548037917e-08
1832,5.141388514928735e-08,4.058990921151917e-09
1833,5.096796451553587e-08,1.9692167896323554e-08
1834,5.414027937078458e-08,9.334530925997342e-10
1835,6.731148260996633e-08,2.2689263801112247e-09
1836,9.745087758972204e-08,6.720750067579218e-10
1837,6.609996494599812e-08,1.3915781860163179e-09
1838,1.1929986065695175e-07,2.5248647617104325e-09
1839,2.7965900373239094e-08,6.9914751765765e-10
1840,5.7327198876855334e-08,0.0
1841,1.5794549357295296e-07,1.4125206782011901e-08
1842,7.647422428647133e-08,3.3541325272778977e-09
1843,9.569195663639007e-08,2.953455480181333e-09
1844,2.31068428446779e-07,5.488561272137815e-10
1845,7.979725780149494e-08,5.580227946389016e-10
1846,1.3992258418582537e-07,2.9272506640865004e-09
1847,2.5402082837189255e-07,0.0
1848,1.7538583763077042e-07,0.0
1849,1.4831564598694058e-07,0.0
1850,8.689914565707113e-08,6.788996032014438e-10
1851,1.1415506251388763e-07,0.0
1852,1.6927418156065244e-07,1.9531636308300904e-09
1853,1.1048074144426323e-07,0.0
1854,9.040456216968806e-08,0.0
1855,1.6557643434111924e-07,1.0613874223963649e-09
1856,1.698118081705502e-07,8.801221973442352e-09
1857,1.098339567073836e-07,0.0
1858,1.3849102992180562e-07,7.829881631948865e-09
1859,1.0591720656094594e-07,1.323965115318515e-08
1860,8.605105702996774e-08,4.577183909670879e-10
1861,7.026786064123769e-08,1.8863854922557266e-09
1862,1.0752807466651859e-07,0.0
1863,1.4184723495791474e-07,1.9978483312144135e-09
1864,1.5247235074511423e-07,9.589455896019672e-10
1865,1.7132912932815714e-07,9.41368871743009e-10
1866,1.1434190272385791e-07,0.0
1867,1.3879041027564654e-07,1.94112459439566e-09
1868,1.1262912824605564e-07,0.0
1869,1.1476269978771825e-07,3.4184632902167778e-09
1870,7.454263517558957e-08,5.734048791339319e-10
1871,9.983906723576297e-08,0.0
1872,1.197373219463671e-07,0.0
1873,8.200825973858628e-08,2.9930022904522957e-09
1874,8.185214617206782e-08,1.1949218281515073e-09
1875,1.035596381981918e-07,0.0
1876,1.2031569562864775e-07,1.813804439976252e-09
1877,1.304996176676454e-07,0.0
1878,7.730033280139992e-08,2.4156354694326865e-09
1879,9.774920661786979e-08,7.331190321480108e-09
1880,1.3477476823453571e-07,1.9253538763308597e-09
1881,1.122573742851074e-07,1.324776466304911e-08
1882,9.716862048314567e-08,4.6587693702804245e-09
1883,8.847074539630739e-08,6.319338941018771e-10
1884,1.782458118881891e-07,2.6406787867472303e-09
1885,7.863675577368667e-08,0.0
1886,1.3294135481345393e-07,6.453463874400711e-10
1887,3.780247401774517e-07,6.528924623161458e-10
1888,6.911269867515557e-08,3.804368819970705e-09
1889,1.2342319521962963e-07,1.2530273485467092e-09
1890,1.160126410493234e-07,3.9326319978272295e-09
1891,1.1091143115038449e-07,6.374220040683554e-10
1892,9.402768474942036e-08,0.0
1893,9.915050580566742e-08,2.463366621796581e-09
1894,1.2224986267739268e-07,0.0
1895,1.4625233202281152e-07,2.4074457982692365e-09
1896,1.3268315002257225e-07,0.0
1897,1.0604619071763466e-07,2.9133566670225264e-09
1898,9.109951082386658e-08,1.13167097914868e-09
1899,1.2326500176129684e-07,0.0
1900,1.3081453698049472e-07,0.0
1901,1.1512802489122009e-07,2.794369402536745e-09
1902,1.0409802053690242e-07,2.455141867585553e-09
1903,1.1664475962902543e-07,5.940242076007962e-09
1904,1.891868066650204e-07,0.0
1905,1.2230998935880422e-07,2.580379465655369e-09
1906,9.671066764083136e-08,1.0288369045596824e-09
1907,1.743423907463182e-07,1.028568674676933e-09
1908,1.0706828401652047e-07,5.40252820258047e-09
1909,1.545776349143324e-07,0.0
1910,1.6887516141039782e-07,3.206490406526541e-09
1911,1.4365009881611712e-07,0.0
1912,1.6722241902300539e-07,5.2094213387476884e-09
1913,1.988621143311775e-07,5.30298971401777e-10
1914,1.3259552877897818e-07,6.696743715117748e-10
1915,1.1898569596269226e-07,0.0
1916,1.0438088970943227e-07,1.0987462051303964e-09
1917,9.869781880667006e-08,0.0
1918,9.418828561535975e-08,0.0
1919,1.0220711632591417e-07,0.0
1920,1.158551459212731e-07,0.0
1921,5.67956057739849e-08,0.0
1922,1.2099814128418984e-07,0.0
1923,1.3376094543104955e-07,2.1231896241147297e-09
1924,1.082896445847581e-07,1.289162443462999e-09
1925,1.1218141415803018e-07,1.0998178368026856e-08
1926,1.1257600096570286e-07,2.229227691330493e-09
1927,1.460548464393696e-07,4.4596899506643695e-09
1928,1.2911426761075262e-07,0.0
1929,8.912324789278614e-08,0.0
1930,1.3759720562944722e-07,3.1510811737689437e-09
1931,8.439963750106472e-08,1.1405356659111021e-09
