year,petites_ADJ heures_NOUN,petites_ADJ peurs_NOUN
1932,7.5620801731624e-08,2.1919073223131136e-09
1933,7.800050338957476e-08,1.1470662197865522e-09
1934,1.294010658625666e-07,0.0
1935,1.1609236061360662e-07,3.590485242455088e-09
1936,1.333718606666423e-07,2.424942913137329e-09
1937,2.0145788925951535e-07,0.0
1938,1.1927997345395625e-07,3.8895642262559704e-09
1939,6.729382295844744e-08,3.058810094103137e-09
1940,1.7243324035298713e-07,0.0
1941,8.854507571598447e-08,0.0
1942,1.850869235653363e-07,0.0
1943,1.5096823013927008e-07,0.0
1944,9.318239513333992e-08,3.2131861615880553e-09
1945,1.3288874756156588e-07,0.0
1946,1.5452426005424513e-07,8.352662561605939e-09
1947,1.0847992215623492e-07,2.3841741914054637e-09
1948,1.467704879853926e-07,3.2615663503321457e-09
1949,1.0602368916146077e-07,0.0
1950,1.0316300702584158e-07,5.317680518146517e-09
1951,1.1194471594144773e-07,1.1727541604500402e-08
1952,9.91211547285431e-08,4.2179215675730575e-09
1953,1.4436928197358867e-07,3.232148326759443e-09
1954,1.1531592503111199e-07,3.9090144454689835e-09
1955,1.45476919843901e-07,9.385607846468247e-10
1956,1.4651517821206994e-07,6.976913269340912e-09
1957,1.1043797076837336e-07,7.0680299946168645e-09
1958,1.1084806006422809e-07,2.4816730892496253e-09
1959,1.4261376080071386e-07,3.100299128533379e-09
1960,1.0588875087869098e-07,3.460416619915918e-09
1961,1.1186536341689646e-07,6.25334317660986e-09
1962,1.3952304067643695e-07,4.43936931660005e-09
1963,1.603581244458141e-07,5.819448034571906e-09
1964,1.733931016545398e-07,1.8251904432275978e-09
1965,1.1053527293469756e-07,8.208065005455012e-09
1966,2.6033651678858405e-07,6.092982229866095e-09
1967,1.6861748064478377e-07,6.902469706915326e-09
1968,1.6079268549962222e-07,8.084548142051062e-09
1969,1.4533625258827954e-07,6.358460868938209e-09
1970,1.2922417380600848e-07,1.0117195081704722e-08
1971,2.337970830268432e-07,1.2332153964678128e-08
1972,1.3338381465999305e-07,4.104117490300041e-09
1973,1.9185948751943016e-07,7.718485461882807e-09
1974,1.1419910805887667e-07,2.2502286700643026e-09
1975,1.2279682382043688e-07,5.140332159925265e-09
1976,1.285543522744348e-07,5.713526984862938e-09
1977,1.4104276147008932e-07,1.3516598507123945e-08
1978,1.3603954163166065e-07,7.72276909088987e-09
1979,1.1703946423136102e-07,7.022368020415115e-09
1980,1.4099173428760992e-07,1.2507331226263574e-08
1981,1.4865041397804646e-07,1.644642921849737e-08
1982,1.7008556707498457e-07,2.483000915987077e-09
1983,1.6861894458486404e-07,1.6419821946556112e-08
1984,1.5889283205838822e-07,9.278413592994639e-09
1985,1.3835783851945394e-07,4.210890747202711e-09
1986,1.7983455818937344e-07,8.392279760016663e-09
1987,1.6743638719951548e-07,4.888653482026939e-09
1988,1.8109592447856926e-07,7.195864737408186e-09
1989,1.580579187532294e-07,9.878619700032232e-09
1990,2.3047793784591875e-07,8.717841559757744e-09
1991,1.8932531853366186e-07,8.792197470075536e-09
1992,1.9064406142632606e-07,1.2672871640972971e-08
1993,2.514800248043514e-07,8.308811416668505e-09
1994,1.6616018905235563e-07,4.747434001473039e-09
1995,2.0876435780081692e-07,6.506940763983948e-09
1996,1.996446488128356e-07,1.1743802819097482e-08
1997,1.5295713784446718e-07,6.7128522740489416e-09
1998,1.7689759612693479e-07,1.1443510361530684e-08
1999,1.7640976568422673e-07,2.7421206694189237e-09
2000,1.9704419784716265e-07,1.3254094932690919e-08
2001,1.9145894847305556e-07,8.762423675534592e-09
2002,1.8576378679746597e-07,1.2267419968736704e-08
2003,2.2043022429585335e-07,1.5000922726216004e-08
2004,2.1231093194629125e-07,1.189293641346012e-08
2005,2.008672295161773e-07,1.8915747634906666e-08
2006,2.0795344402024796e-07,2.1001238970086433e-08
2007,2.832085912451987e-07,1.4380126256430259e-08
2008,2.3330768850193806e-07,9.79211112195344e-09
2009,3.2089936885526527e-07,1.811913130644882e-08
2010,3.594806576856513e-07,2.0312309723102828e-08
2011,3.8125001766697864e-07,2.0649449233856032e-08
2012,4.588932551730096e-07,1.5999987446058128e-08
2013,4.1502179476404777e-07,1.7292575371641306e-08
2014,4.660038086523599e-07,1.689047313124803e-08
2015,4.681407272527638e-07,1.7289287335131576e-08
2016,4.047398538542524e-07,1.9263462214258453e-08
2017,4.4274760546691994e-07,1.2578057040357749e-08
2018,4.2387683135691745e-07,1.3423627209796507e-08
2019,4.0815803847848997e-07,1.7346717284816293e-08
