year,mêmes_ADJ yeux_NOUN,mêmes_ADJ pieux_NOUN
1980,1.7169155341889564e-07,1.1370301367108482e-09
1981,1.505480753394295e-07,1.2651099057237047e-09
1982,1.5084231108630775e-07,0.0
1983,1.5346218162903824e-07,0.0
1984,1.7107075223066204e-07,5.799008495621649e-10
1985,1.4557650729329907e-07,6.015558051686298e-10
1986,1.654478012369509e-07,0.0
1987,1.6743638298066799e-07,0.0
1988,1.4091901334722934e-07,1.798966087207532e-09
1989,1.7013178421620978e-07,5.488122178931576e-10
1990,1.4929304370525642e-07,1.6345953479657283e-09
1991,1.4653663527042227e-07,0.0
1992,1.7025728027419973e-07,5.509944167592096e-10
1993,1.5897525429409143e-07,0.0
1994,1.5824780064122024e-07,1.0549853213248639e-09
1995,1.4694842320750467e-07,0.0
1996,1.5320324564527255e-07,0.0
1997,1.2610571786808578e-07,4.79489448146353e-10
1998,1.3827575173763762e-07,4.768129224785866e-10
1999,1.1608310757083018e-07,2.7421207526856506e-09
2000,1.391679944617863e-07,0.0
2001,1.296838689768265e-07,0.0
2002,1.5860021562730253e-07,0.0
2003,1.4375883949924173e-07,8.333845835650777e-10
2004,1.5196529545846715e-07,8.809582507929292e-10
2005,1.3376136109854997e-07,0.0
2006,1.8159894921154773e-07,4.1178899179428186e-10
2007,2.3167980600646843e-07,7.988958938831558e-10
2008,2.3756513201078633e-07,0.0
2009,3.0182658861122036e-07,0.0
2010,3.764862981370243e-07,9.447586046817946e-10
2011,4.0228184161605895e-07,3.82397197240536e-10
2012,5.211911116020929e-07,6.808505426114664e-10
2013,5.762332193626207e-07,2.789125042035323e-10
2014,6.056750407879008e-07,2.1654451842767486e-10
2015,5.97810355884576e-07,4.433150790905671e-10
2016,6.000672101436066e-07,4.1426800878596737e-10
2017,6.25884126748133e-07,5.031222660711876e-10
2018,7.132592259040393e-07,2.5814667070633845e-10
2019,6.303490636128117e-07,2.55098775436835e-10
