year,seras_VERB à_ADP,seras_VERB a_ADP,seras_VERB pas_ADV
1800,4.7162465932615305e-08,0.0,1.9493819536364754e-07
1801,4.0480102825313224e-08,0.0,1.2144030847593967e-07
1802,7.161088433349505e-08,0.0,1.767893706983159e-07
1803,4.4857802805609026e-08,0.0,1.2092102963379148e-07
1804,8.157108055684148e-08,0.0,2.5212878540514794e-07
1805,8.24434565060983e-08,0.0,1.9615856672317022e-07
1806,2.5935023018064385e-08,0.0,1.2391177506287931e-07
1807,5.4092147649953404e-08,0.0,8.256169792275614e-08
1808,7.931259204951857e-08,0.0,4.758755522971114e-08
1809,4.51806094758922e-08,0.0,1.5135503872443223e-07
1810,3.2761775514700275e-08,0.0,2.457133234656794e-07
1811,2.5070768572277302e-08,0.0,1.7048121492280188e-07
1812,5.867858021701977e-08,0.0,5.867858021701977e-08
1813,2.5881675469463516e-08,0.0,1.7254450312975678e-07
1814,6.608021863030444e-08,0.0,1.7306724942045548e-07
1815,3.236668177919455e-08,0.0,1.2407228666688752e-07
1816,2.0858434979231788e-08,0.0,1.0197457100957763e-07
1817,3.89218364205135e-08,0.0,1.2299300067297736e-07
1818,4.530047448270125e-08,0.0,1.454383635746126e-07
1819,4.968504185853817e-08,0.0,8.9019032145643e-08
1820,4.865257352548724e-08,0.0,1.5070430947616842e-07
1821,8.57949515875589e-08,0.0,2.2286963030637708e-07
1822,8.521773509073682e-08,0.0,2.8673261454059684e-07
1823,5.435477845594505e-08,0.0,1.90735860883251e-07
1824,5.726356633317664e-08,8.421112696055388e-10,1.3473780313688621e-07
1825,5.899646993157148e-08,0.0,2.3774695989686734e-07
1826,5.0205510859768765e-08,0.0,1.268349762995058e-07
1827,6.544264152807955e-08,1.8434546111834038e-09,1.0231173064312316e-07
1828,6.695779575238703e-08,0.0,1.0731592681167967e-07
1829,5.658296231558779e-08,8.57317605795771e-10,1.285976338749606e-07
1830,6.053365098068753e-08,2.0873671680021744e-09,2.598772255169024e-07
1831,3.741889287312006e-08,0.0,1.6994414409055025e-07
1832,7.576782934393123e-08,0.0,1.785955987543275e-07
1833,1.169946486356821e-07,0.0,1.7954624809135566e-07
1834,1.213489042584115e-07,0.0,2.1749457346231793e-07
1835,5.3697924329298985e-08,4.5378527602224494e-09,2.3067417487254716e-07
1836,8.535352691296794e-08,0.0,2.1842437547547888e-07
1837,8.001574514082677e-08,0.0,1.6142307401878497e-07
1838,9.910094433962513e-08,0.0,2.0388283417105413e-07
1839,6.362242288560083e-08,6.9914751765765e-10,1.4752012589269725e-07
1840,4.522479102320176e-08,6.369688665408546e-10,1.7707733945826476e-07
1841,7.447836480878323e-08,0.0,1.7784918782126624e-07
1842,6.238686722781495e-08,0.0,2.6698896249399695e-07
1843,7.50177733266355e-08,5.906911071384968e-10,2.0910465536871925e-07
1844,6.641159444598088e-08,1.097712254427563e-09,1.8551337177541427e-07
1845,5.859239493588575e-08,0.0,2.421818976472423e-07
1846,7.435216531348487e-08,1.7563503984519002e-09,1.779768439291729e-07
1847,5.608952591273919e-08,0.0,1.5694280364186852e-07
1848,8.20612626739603e-08,0.0,1.2872354204773728e-07
1849,2.9327951622803994e-08,0.0,1.248532868203256e-07
1850,5.634866795389826e-08,0.0,1.3374322804793337e-07
1851,6.900899762740664e-08,0.0,1.2447416963823343e-07
1852,7.096494414327026e-08,0.0,1.790400006029813e-07
1853,6.867721680237082e-08,1.1943863675867306e-09,1.7915795069711749e-07
1854,6.390667550704165e-08,5.195664454227256e-10,1.3456771341679996e-07
1855,9.074862816760287e-08,3.714855978387277e-09,2.212992740169284e-07
1856,5.901995692170203e-08,3.6240324075009767e-09,1.868965284756996e-07
1857,7.224633691294002e-08,4.881509085841174e-10,1.7426987142243888e-07
1858,1.1598012150670911e-07,1.468102750479261e-09,1.928108304127818e-07
1859,7.841946825237756e-08,5.092173349652285e-10,1.919749337275789e-07
1860,1.0664838612228777e-07,0.0,2.2885919293003099e-07
1861,6.838147470489275e-08,0.0,2.2400827504043264e-07
1862,6.054101930885736e-08,0.0,1.6535830127395457e-07
1863,7.192254258825415e-08,4.495158911765884e-09,2.0827569358061737e-07
1864,9.397666644872515e-08,9.589455896019672e-10,2.047348885980682e-07
1865,5.17752880568878e-08,0.0,2.0757182994657342e-07
1866,8.466166434573097e-08,9.731225825149181e-10,2.389016060533322e-07
1867,8.152723296461772e-08,9.7056229719783e-10,2.081856109725777e-07
1868,6.91582400236257e-08,1.4819622196071691e-09,1.8820919933659752e-07
1869,1.1036753022608536e-07,4.883519144627257e-10,2.3831573514598858e-07
1870,7.855646799725946e-08,0.0,2.092927786634391e-07
1871,6.903765381593985e-08,0.0,1.8374636567841662e-07
1872,7.619647846013322e-08,0.0,1.8625804898420029e-07
1873,6.345164393906089e-08,0.0,1.616221254607808e-07
1874,6.094101223652615e-08,1.7923826867161097e-09,1.8461541628767009e-07
1875,6.980263123068653e-08,1.716458086775674e-09,2.6662317509362765e-07
1876,8.887641911314859e-08,0.0,2.1402892969035747e-07
1877,8.844286725206985e-08,0.0,2.412078288216435e-07
1878,6.582606459915041e-08,0.0,1.539967655617147e-07
1879,1.0141479833691847e-07,0.0,1.7961416176603962e-07
1880,6.35366745882493e-08,0.0,1.642968641135667e-07
1881,5.020205406935929e-08,6.972507571312292e-10,1.6524842294529662e-07
1882,9.051323957010027e-08,0.0,1.7037785937645822e-07
1883,8.657494277031219e-08,1.2638677882037541e-09,1.9210790469514905e-07
1884,8.978307874940583e-08,2.6406787867472303e-09,1.7494497228653927e-07
1885,4.898683059195719e-08,0.0,1.2117794767618761e-07
1886,4.711028722681476e-08,6.453463874400711e-10,1.9231322312407428e-07
1887,6.071899605331055e-08,0.0,1.2535535631741368e-07
1888,5.326116436776829e-08,2.53624587998047e-09,1.7880533675906918e-07
1889,6.327788071303075e-08,6.265136742733546e-10,1.5161630528837122e-07
1890,5.767860145056147e-08,0.0,1.73691248051e-07
1891,3.952016314201501e-08,1.9122659011827636e-09,1.6572971617279109e-07
1892,5.5162907131034444e-08,6.268512375839919e-10,1.7865259849259019e-07
1893,4.865148994781521e-08,1.2316833108982905e-09,1.367168493970894e-07
1894,4.852185142567578e-08,1.2603078580752936e-09,1.4808617265771318e-07
1895,4.935263930860856e-08,6.018614495673091e-10,1.6370631783502176e-07
1896,7.548197089590758e-08,0.0,1.6747561915053666e-07
1897,4.136966680334808e-08,5.826713556089658e-10,1.7247072037207545e-07
1898,5.714938566825367e-08,5.6583548957434e-10,1.9577908005885547e-07
1899,6.798921248218903e-08,1.1055156790007459e-09,1.8738491291969694e-07
1900,5.2429637520390315e-08,0.0,1.4586859720111534e-07
1901,6.706486743723872e-08,5.588738916095792e-10,1.3860072556326486e-07
1902,3.5845072687834545e-08,0.0,1.266853217885e-07
1903,4.3741785304973746e-08,1.6200660812870638e-09,1.5066613912040339e-07
1904,4.568431322127253e-08,0.0,1.5478920545319852e-07
1905,6.244518147013878e-08,1.0321518084666081e-09,1.346958100612028e-07
1906,5.7100447037328195e-08,2.0576737536082135e-09,1.3220554251347494e-07
