year,seras_VERB à_ADP,seras_VERB a_ADP,seras_VERB pas_ADV
1907,5.554270998686661e-08,0.0,1.805138083454949e-07
1908,7.072399910157401e-08,0.0,1.6600495200691512e-07
1909,5.666013080940502e-08,5.500983557560346e-10,1.2872301624611282e-07
1910,1.0100444569616229e-07,2.137660271017694e-09,2.2071341732043948e-07
1911,5.001151848205154e-08,5.320374141248863e-10,1.5748307191643107e-07
1912,4.5842906359894187e-08,3.125652625612929e-09,1.3179835889332026e-07
1913,5.88631863251976e-08,0.0,1.7234717120118148e-07
1914,4.620753202289052e-08,6.696743715117748e-10,1.54694774323616e-07
1915,2.709575319670421e-08,0.0,1.1780761610680202e-07
1916,3.84561182897869e-08,1.0987462051303964e-09,1.637131816778492e-07
1917,8.334482259897413e-08,0.0,1.9191243438854144e-07
1918,4.020231614276781e-08,0.0,1.9067384471327387e-07
1919,8.194984957299312e-08,0.0,1.740283295248446e-07
1920,5.4520068459851245e-08,7.572231730534895e-10,1.8476245600140828e-07
1921,6.739745117556595e-08,3.7863738810983705e-09,1.620567928739547e-07
1922,6.345024416987144e-08,7.377935484775833e-10,1.984664663723379e-07
1923,8.386599148479945e-08,0.0,1.592392209204263e-07
1924,1.1344629768927916e-07,0.0,2.565433305790066e-07
1925,6.048998102414771e-08,4.399271169575059e-09,2.4195992409659084e-07
1926,6.35329868714507e-08,0.0,2.140058654731547e-07
1927,1.1818178080602593e-07,2.2298449753321847e-09,2.1072034428470943e-07
1928,5.141718517620575e-08,1.1426041224282812e-09,2.388042616985331e-07
1929,8.021092412491271e-08,1.1140406375176326e-09,2.506591556539206e-07
1930,6.617270287279098e-08,0.0,2.1847495190741029e-07
1931,5.7026781519198266e-08,1.1405356659111021e-09,2.326692793985785e-07
1932,8.329247691563069e-08,0.0,1.7425662690584431e-07
1933,5.850037609889114e-08,0.0,1.8123645872947236e-07
1934,8.02765853791243e-08,0.0,1.8212001862139005e-07
1935,5.744776387928141e-08,0.0,1.8311475002974476e-07
1936,6.911087524485993e-08,0.0,1.5398387631648802e-07
1937,4.784624962894668e-08,0.0,1.5109341688912536e-07
1938,7.519824407609121e-08,0.0,1.763269210641738e-07
1939,8.258787431714154e-08,0.0,1.6058753260494996e-07
1940,4.81798743123818e-08,0.0,1.343965010391912e-07
1941,7.083606590185809e-08,0.0,2.302171964174704e-07
1942,6.068423630267716e-08,0.0,2.9431853931782825e-07
1943,3.4838823381733164e-08,0.0,2.1483940315647487e-07
1944,7.390327994016843e-08,0.0,2.602680808649893e-07
1945,8.931866801731303e-08,0.0,2.418139501969563e-07
1946,7.378185529205439e-08,0.0,2.798142020310479e-07
1947,1.3112958185956813e-07,0.0,2.753721162207512e-07
1948,6.958008214041911e-08,0.0,1.8264771028952964e-07
1949,5.693864935096826e-08,0.0,1.992852673993184e-07
1950,1.0529007710147198e-07,0.0,1.818646779838673e-07
1951,9.168805803483338e-08,1.0661401761424827e-09,2.51609094448213e-07
1952,8.541291407482277e-08,0.0,1.782071876732516e-07
1953,7.110725874781565e-08,0.0,2.04702715222993e-07
1954,9.6748109967848e-08,9.772536113672459e-10,2.1401854155556066e-07
1955,4.035811329572425e-08,0.0,1.8020367065219034e-07
1956,7.325758843990116e-08,0.0,2.319823693142098e-07
1957,6.979679767482594e-08,0.0,1.979048391831384e-07
1958,7.52774127477096e-08,0.0,1.9853384003454266e-07
1959,5.658045765244424e-08,0.0,1.619906271344007e-07
1960,7.128458179295194e-08,0.0,2.0208833007018256e-07
1961,8.963125708305597e-08,6.948159270159238e-10,2.1678256700852216e-07
1962,7.420089076504155e-08,6.341956404476434e-10,2.657279765116982e-07
1963,7.435961180135564e-08,0.0,2.463566204369272e-07
1964,7.057403195176448e-08,0.0,1.9894577008017222e-07
1965,7.9344630421474e-08,2.188817349590977e-09,2.0082399032617104e-07
1966,7.200797114137458e-08,0.0,2.1159264917969267e-07
1967,8.923907302005318e-08,9.860671168482327e-10,2.2876757554968208e-07
1968,9.342144835500221e-08,0.0,2.1244396464226156e-07
1969,7.811823365955206e-08,0.0,2.1073756784062425e-07
1970,6.25426608280577e-08,1.3796175313274261e-09,1.9130696671254555e-07
1971,6.936836882687203e-08,0.0,2.1889573531552742e-07
1972,5.3866543225922214e-08,0.0,1.6057359175647434e-07
1973,6.119655893144227e-08,0.0,1.736659243078975e-07
1974,5.62557183059198e-08,1.1251143350321513e-09,1.3895161998789263e-07
1975,4.569184142155791e-08,0.0,1.7191555912177137e-07
1976,6.227744364650789e-08,0.0,1.9425991126809095e-07
1977,5.230335986539103e-08,1.1753563677885381e-09,1.6102382005556137e-07
1978,7.306927329864266e-08,1.1881182704343018e-09,1.8831674708508217e-07
1979,5.208256226296726e-08,0.0,1.691220319344211e-07
1980,5.571447658780926e-08,0.0,1.7112303396515927e-07
1981,5.3134616706529414e-08,0.0,2.0305013492816215e-07
1982,7.014477887423709e-08,0.0,1.762930708082422e-07
1983,6.69423485533116e-08,6.315316047889041e-10,1.4651533319920418e-07
1984,6.78483971228161e-08,1.1598016991243298e-09,1.7339034741326032e-07
1985,7.940536761452677e-08,6.015558051686298e-10,1.918963050684397e-07
1986,7.013547786982599e-08,0.0,1.9721856858723186e-07
1987,7.210763897091965e-08,0.0,1.6621422105345118e-07
1988,7.015967895540598e-08,0.0,1.906904145698718e-07
1989,4.335616665684938e-08,1.6464366536794728e-09,1.948283312458443e-07
1990,7.737084217751544e-08,0.0,1.994206257904807e-07
1991,6.857914058855386e-08,0.0,1.8873917895234626e-07
1992,7.162927317949652e-08,0.0,1.7742020474997844e-07
1993,7.200969776022248e-08,5.539207426075166e-10,1.728232774667049e-07
1994,7.226649501035354e-08,1.0549853213248639e-09,1.7090762582938623e-07
1995,8.025227060670659e-08,5.422450821690461e-10,1.8870129281367554e-07
1996,7.793614287265882e-08,1.6014276571496566e-09,1.7722466338909726e-07
1997,7.240290500476476e-08,9.58978896292706e-10,1.5679304965487972e-07
1998,6.580018663271403e-08,0.0,1.931092299400916e-07
1999,7.038109828272354e-08,9.140402323914998e-10,1.8555016367827193e-07
2000,9.366226549900603e-08,2.2090156370779823e-09,1.939515783533352e-07
2001,7.097563070601609e-08,0.0,1.9496393122153677e-07
2002,8.762442860188457e-08,1.752488598683044e-09,2.4753902039265085e-07
2003,6.917092321145901e-08,0.0,2.2334707239224372e-07
2004,7.444096894460017e-08,0.0,2.334539317416784e-07
2005,9.592986316420138e-08,4.5037495954858286e-10,2.2969122426275135e-07
2006,1.0130009542308471e-07,0.0,2.108359637986723e-07
2007,1.278233412449481e-07,0.0,3.271478590249899e-07
2008,1.541193199727786e-07,1.7029758714315335e-09,3.3889219253069314e-07
2009,1.5496625849209522e-07,0.0,3.7573357758446946e-07
2010,2.139878176876664e-07,0.0,5.34733374024654e-07
2011,2.0764167629749863e-07,0.0,5.709190418201615e-07
2012,2.866380839350313e-07,3.404252713057332e-10,7.639143291271466e-07
2013,3.132187487153715e-07,0.0,7.728665423201164e-07
2014,3.876146763559518e-07,4.330890368553497e-10,8.75056400673202e-07
2015,3.750445500827482e-07,0.0,9.003729246614967e-07
2016,3.628987883530499e-07,4.1426800878596737e-10,9.308602102464647e-07
2017,4.6664590058753674e-07,2.515611330355938e-10,1.0386959274910623e-06
2018,4.212953683691012e-07,0.0,1.0989303973474307e-06
2019,4.3188222775825125e-07,2.55098775436835e-10,1.0441192443977343e-06
