year,ces_DET îles_NOUN,ces_DET iles_NOUN,ces_DET piles_NOUN
1841,3.1826659210310027e-06,3.338685270470876e-07,1.1813809308591772e-07
1842,3.1877675610303413e-06,2.864429156090864e-07,1.7307324284843162e-07
1843,3.3291350689523824e-06,4.140744707115118e-07,2.7053653184339055e-07
1844,2.7086050522484584e-06,2.810143364673223e-07,1.569728560468775e-07
1845,2.289009614742099e-06,3.4262599513112946e-07,2.1483877077344005e-07
1846,2.9934066105852253e-06,3.711753784330085e-07,2.0842025172385092e-07
1847,2.766184479696676e-06,3.7105379391277893e-07,2.0062791961095172e-07
1848,3.76355478692858e-06,3.2904956581703004e-07,6.11436847819391e-08
1849,2.8364319746287947e-06,3.770736656250051e-07,1.7512977379396943e-07
1850,1.7264416385387449e-06,2.7020204296235306e-07,1.54110212591263e-07
1851,1.9238675434962715e-06,2.3604946530753068e-07,2.354045083308165e-07
1852,1.6543296084137182e-06,2.7214079700854654e-07,2.871150552863355e-07
1853,2.5106001828589797e-06,3.0815168550191174e-07,1.9289339725503396e-07
1854,1.9956547703259275e-06,2.2757009610074874e-07,2.7848762229609747e-07
1855,2.1832739491856046e-06,3.0143402085514026e-07,1.4965562655788744e-07
1856,1.777329075025591e-06,2.2520773690359874e-07,2.3607982946316497e-07
1857,1.698765203173025e-06,2.2064420956979802e-07,1.1959697410190984e-07
1858,1.5904446684089635e-06,1.766617074849819e-07,2.9166309190031825e-07
1859,1.9289152248802566e-06,2.1539893424460388e-07,2.3220309941507367e-07
1860,1.6532788578160762e-06,1.4463901543138036e-07,1.9041085508320066e-07
1861,1.5364610135293333e-06,1.6128595969888693e-07,1.93826107164341e-07
1862,1.7620146053332064e-06,1.7394247731061796e-07,1.8026764969647502e-07
1863,2.263562237203587e-06,2.1526815974226565e-07,1.2936068172209048e-07
1864,2.1245438972528063e-06,1.8747385976958242e-07,2.6850476686490765e-07
1865,1.806016143746092e-06,1.741532420496128e-07,1.1767111018912146e-07
1866,1.7545399941809592e-06,2.04355741661999e-07,2.3063004661594277e-07
1867,1.694116448902605e-06,1.3927569142424545e-07,3.1591804372510524e-07
1868,1.4859140691214634e-06,1.4473830578509705e-07,4.5644436141856204e-07
1869,1.4753111372556305e-06,1.318550193474266e-07,2.2122341647445865e-07
1870,1.5200962906192217e-06,1.1869481175708074e-07,1.909438189784396e-07
1871,1.4136786603557994e-06,1.1258447996098653e-07,1.5082071058714064e-07
1872,1.3685129118812256e-06,1.215515206265394e-07,2.092379425278068e-07
1873,1.6485456058035197e-06,2.5260938296689517e-07,2.0232694453170552e-07
1874,1.3496642452537344e-06,9.141151990910146e-08,2.0433162717381492e-07
1875,1.7422049580773091e-06,1.2987866870872722e-07,4.468512742050734e-07
1876,1.6741414867738058e-06,1.348261280398333e-07,1.5840558376112313e-07
1877,2.0527404842596297e-06,1.224593546567121e-07,1.5894977778430075e-07
1878,1.948209970237258e-06,1.3708731083639236e-07,2.1378373560310138e-07
1879,1.7747590135286373e-06,1.0141480155656524e-07,1.386816865789342e-07
1880,1.925995618989873e-06,1.3284941902114156e-07,2.111471388843711e-07
1881,1.6998973251247662e-06,1.1992712645181314e-07,3.200381044621281e-07
1882,1.6864745333577957e-06,1.0981385645258968e-07,2.0698247737982456e-07
1883,1.5842582428149399e-06,1.162758399009256e-07,2.066423903102077e-07
1884,2.2505185768295632e-06,1.802263236427848e-07,2.317195608725342e-07
1885,1.9098418988505728e-06,1.5533982034021676e-07,2.6491562010733105e-07
1886,1.6314356940938524e-06,2.9363261333514856e-07,2.0586549354106864e-07
1887,1.797412977566637e-06,1.358016349373159e-07,2.1153716289745716e-07
1888,1.7436690029626334e-06,2.3143244010093156e-07,2.8976608490438593e-07
1889,1.6527430375390395e-06,1.9296621045494788e-07,3.094977572004609e-07
1890,1.5678092353255124e-06,2.0384142374041403e-07,3.545923092929115e-07
1891,1.3124519142593272e-06,1.823026873903899e-07,2.3202160548407846e-07
1892,1.6398427931108017e-06,2.613969622977663e-07,1.5984706180915964e-07
1893,1.7773189853187432e-06,2.0877031947641456e-07,1.2193664566950702e-07
1894,1.195402028031367e-06,1.0964678542890738e-07,1.386338652764607e-07
1895,1.3957167084299726e-06,2.9370837761888424e-07,1.486597760447239e-07
1896,1.2554774357909082e-06,1.810387856293616e-07,1.3563166589847242e-07
1897,1.0890127271068195e-06,1.7771476845673817e-07,1.4450249352648825e-07
1898,1.0954574634070013e-06,1.9012072449697826e-07,1.4598555786449197e-07
1899,1.396266313236083e-06,2.736151341053983e-07,1.5974701028653726e-07
1900,1.5313606809286284e-06,1.7805311758323228e-07,1.6092265298084385e-07
1901,1.2054910172309974e-06,1.905760034226489e-07,1.3301198897863742e-07
1902,1.3719332798700634e-06,1.8609976448757948e-07,2.9265291701108254e-07
1903,1.1929086269901745e-06,1.8360749054480152e-07,1.6416670334251648e-07
1904,1.0878240814804485e-06,1.2092906764848976e-07,1.7575025168525826e-07
1905,1.1064667617688428e-06,1.5637099670673393e-07,1.1818137934938022e-07
1906,1.329771677660574e-06,1.7490227133265535e-07,1.6307064854004238e-07
1907,1.0841113464721275e-06,1.265139495387757e-07,1.4502818501682668e-07
1908,1.1409156854824687e-06,1.1639991792655735e-07,1.3751889582636068e-07
1909,1.0809432779979034e-06,1.2322203318815284e-07,2.0298628911064043e-07
1910,1.0308866578156994e-06,1.063485997043756e-07,1.2986286179739182e-07
1911,1.2109171763086124e-06,1.4258602731853642e-07,1.213045273118496e-07
1912,1.0720989038759399e-06,1.0835596098157652e-07,1.0939784367280936e-07
1913,1.2016574757467424e-06,1.5802909164586154e-07,1.5060490810014926e-07
1914,1.147821905078672e-06,1.1116594267335245e-07,1.0379952719574703e-07
1915,9.63666295206167e-07,1.1309531267045259e-07,1.6139643577162133e-07
1916,8.822931718555083e-07,9.998590644322292e-08,9.339342810221751e-08
1917,9.310494064607155e-07,8.115154259691337e-08,1.3269373511093363e-07
1918,1.0314765717112095e-06,1.1371512442792664e-07,1.3783650931742386e-07
1919,1.212673609529702e-06,1.0036554504155859e-07,8.563298781183448e-08
1920,9.82118457670822e-07,1.7037521571339198e-07,1.4538685100262683e-07
1921,9.693116425069093e-07,1.6508589406605267e-07,1.0601846245350544e-07
1922,1.1332509401995594e-06,9.001081335835437e-08,1.0919344717308377e-07
1923,9.947143340127695e-07,9.872831530088888e-08,1.0403629335797859e-07
1924,9.307752861786867e-07,9.668718337074722e-08,1.9337437251465417e-07
1925,1.081120927892698e-06,8.248633420748774e-08,1.4627576927495056e-07
1926,8.961495154835575e-07,9.585679239254574e-08,1.5827516008926068e-07
1927,9.454542606590621e-07,1.259862441038706e-07,1.0257286575665603e-07
1928,1.0489105477518024e-06,1.0283436902014387e-07,1.4396811920391883e-07
1929,1.376954188003765e-06,9.580749726900706e-08,1.6710609074266358e-07
1930,1.0293531289562452e-06,1.0608639833264988e-07,1.323454075219388e-07
1931,1.1747517021376552e-06,8.55401767196895e-08,1.745019559962202e-07
1932,1.2296600075956121e-06,1.0740346167992243e-07,1.6658496093668873e-07
1933,1.166566292454263e-06,1.3076554816748853e-07,1.777952647330494e-07
1934,1.2101395512331692e-06,1.4258080227591563e-07,1.653458099326599e-07
1935,1.3859273337857303e-06,9.095895858735048e-08,9.694309888175212e-08
1936,1.0160510868217898e-06,1.297344409678658e-07,1.2730950516015582e-07
1937,1.0261761218544052e-06,9.695160829714666e-08,9.317427185351335e-08
1938,1.0540718804463722e-06,9.205302364811985e-08,1.3094866702090258e-07
1939,1.0935246592680414e-06,9.329370698196726e-08,1.39175861946228e-07
1940,8.063789707080105e-07,6.339457292448003e-08,1.4961118655065775e-07
1941,8.972568039666839e-07,7.378756494702543e-08,1.4757512545315876e-07
1942,9.284687791932811e-07,6.371844696317908e-08,7.58552927138112e-08
1943,1.0190355439476662e-06,1.56774703663487e-07,8.129058759465124e-08
1944,1.0699910149014613e-06,8.032965403970138e-08,1.6708568395529255e-07
1945,1.1066800311709812e-06,8.496165815330414e-08,6.099811322712867e-08
1946,9.494192951819969e-07,1.5034792077983639e-07,7.378184996298387e-08
1947,9.024099227872284e-07,1.084799259309932e-07,1.1801662047616901e-07
1948,8.08868477975011e-07,6.631851645622078e-08,1.402473550626837e-07
1949,9.944629439928576e-07,6.282885378627867e-08,9.718838533956387e-08
1950,8.284946844128172e-07,6.062156199249102e-08,9.78453282840519e-08
1951,8.337216286236071e-07,7.569595217304936e-08,8.529121675593387e-08
1952,9.163434597780906e-07,1.1388388321265097e-07,9.595771643944317e-08
1953,1.1075494796841667e-06,9.696444491780198e-08,1.2497639900743707e-07
1954,1.0075484553340175e-06,9.577085613443614e-08,6.938500440867301e-08
1955,1.067143600153031e-06,8.916327454144835e-08,1.4172267448486764e-07
1956,9.261852369490953e-07,1.1947964129177535e-07,1.7180648370640483e-07
1957,9.488830556847461e-07,6.537927843552893e-08,1.7846775790530955e-07
1958,9.182189941725483e-07,8.52041096566225e-08,1.728898908481824e-07
1959,9.417158821634075e-07,1.0928554283751168e-07,1.7516690675734026e-07
1960,7.426054082770861e-07,7.612916752552934e-08,1.723287503807569e-07
1961,8.803317612660067e-07,6.114380102228978e-08,1.4174245066556068e-07
1962,7.895735762986078e-07,8.307962834352978e-08,1.1225262852576634e-07
1963,7.89505129716872e-07,8.147227070764984e-08,1.4225317102045665e-07
1964,1.1790730667371463e-06,7.239922172885827e-08,1.1377020570080276e-07
1965,7.436507232227996e-07,7.387258538216201e-08,1.7236936145081927e-07
1966,8.530175037435583e-07,8.36400282366867e-08,1.3958468514374545e-07
1967,6.9320518036875e-07,5.669885938530683e-08,2.0953926593847427e-07
1968,8.228273671306852e-07,9.072660200892813e-08,7.949805969076351e-08
1969,8.19333116908183e-07,8.402251860939458e-08,8.493087388927734e-08
1970,9.358405606008091e-07,1.9590568678395925e-07,7.082036468375463e-08
1971,6.695331720152353e-07,6.885452541460779e-08,1.1355858653416817e-07
1972,9.726758634087673e-07,7.028301163281014e-08,9.695977709611725e-08
1973,6.874965094993968e-07,6.836372912211175e-08,7.497957099644736e-08
1974,8.76464049781589e-07,1.0519818893772737e-07,1.0407307726723047e-07
1975,6.676720261111768e-07,6.910891059419555e-08,1.050912352695832e-07
1976,7.03335174989661e-07,6.513420647280554e-08,8.398884610016921e-08
1977,7.193181161824214e-07,5.994317442414854e-08,8.580101606980861e-08
1978,9.344550022660769e-07,7.366333409919434e-08,8.376233395779309e-08
1979,7.35593047807015e-07,6.027532428731774e-08,8.426841446862454e-08
1980,8.493615410998245e-07,5.685150505918557e-08,7.106438282278305e-08
1981,6.673454500116804e-07,4.680906712239974e-08,6.515315931210353e-08
1982,1.0161681132103695e-06,6.952402453741513e-08,7.014477354516657e-08
1983,7.793099712216645e-07,6.06270340597348e-08,4.6101806816523094e-08
1984,8.234592243638872e-07,4.697196881453536e-08,6.552879572296888e-08
1985,9.967779419639555e-07,5.353846654898575e-08,4.8726021439904343e-08
1986,8.961755639802504e-07,9.531231848214361e-08,5.3350919682060294e-08
1987,9.227333350736444e-07,4.033139089365534e-08,7.149655800731125e-08
1988,9.612475793119302e-07,5.037105260674579e-08,4.077656523548967e-08
1989,8.934662787396519e-07,5.049072360208129e-08,5.049072360208129e-08
1990,8.788673895310239e-07,5.012758941269624e-08,5.4486507750084456e-08
1991,7.485091160219781e-07,4.5133281112441637e-08,9.202500361737975e-08
1992,9.697501468508563e-07,3.195767639407876e-08,4.90385030360585e-08
1993,8.303272096554792e-07,2.326467091195994e-08,4.929894714678085e-08
1994,8.999024814215772e-07,2.584714065001492e-08,4.905681816325114e-08
1995,1.0432795320980404e-06,2.7654498579998688e-08,4.880205839441487e-08
1996,1.0580098859236386e-06,2.7224270171544163e-08,3.843426377159176e-08
1997,1.0083663113391594e-06,2.3015493511024943e-08,3.979762475125881e-08
1998,1.149119199794768e-06,1.716526476513991e-08,3.814503468646535e-08
1999,9.158683056398331e-07,2.5593126312672965e-08,6.398281549024887e-08
2000,1.0254251066044162e-06,2.3415566707818414e-08,5.2132770989032906e-08
2001,1.0181936076492093e-06,2.4972906631504088e-08,4.2935875299576765e-08
2002,9.72631148954406e-07,2.0591740756970012e-08,5.2136535089175595e-08
2003,9.454748308712624e-07,2.125130676988718e-08,4.7086230026138765e-08
2004,9.620064176374399e-07,5.0214619573552e-08,5.109557843496759e-08
2005,9.525430328949369e-07,2.4770622997216662e-08,6.125099538678569e-08
2006,8.725808484655317e-07,2.058944986726985e-08,4.159068822673362e-08
2007,8.368434478711606e-07,2.0771293240962052e-08,4.0344244389700634e-08
2008,9.081118577114466e-07,1.2346575040123042e-08,4.9386299494358354e-08
2009,1.0041813567340796e-06,1.430457752249481e-08,5.054283924721403e-08
2010,8.00210550266911e-07,8.502827442136152e-09,5.007220726938044e-08
2011,1.0688001879088915e-06,8.030341003273378e-09,5.238841760402124e-08
2012,1.176850176420885e-06,6.808505204070059e-09,6.26382496982103e-08
2013,9.806563383563116e-07,3.62586255464592e-09,5.745597597694996e-08
2014,9.22479650000696e-07,9.74450325985643e-09,6.669571028794508e-08
2015,1.0338107472307456e-06,5.984753609356019e-09,9.442611048626759e-08
2016,1.0967745680545704e-06,1.0978102538139467e-08,6.214020231709583e-08
2017,7.083961719445142e-07,9.810884216143734e-09,4.301695533115435e-08
2018,8.531747681672641e-07,6.195520207974425e-09,5.989002893613815e-08
2019,8.522849910264085e-07,9.438654691162895e-09,5.5611534932609175e-08
