year,gens_NOUN heureux_ADJ,gens_NOUN peureux_ADJ
1845,1.9809809392867805e-07,4.464182357111213e-09
1846,1.0889372803468689e-07,1.1709002656346001e-09
1847,1.5532483921276707e-07,7.550513103637968e-09
1848,9.010648427398849e-08,1.6090443422100975e-09
1849,1.0222886004385145e-07,0.0
1850,8.350464941742075e-08,3.394498016007219e-09
1851,1.4511236656744586e-07,1.9348316282474798e-09
1852,1.2760669210187814e-07,3.906327261660181e-09
1853,1.8035234372604236e-07,4.180352064508952e-09
1854,1.2001984828202694e-07,2.0782657816909023e-09
1855,2.3085176792392303e-07,2.653468555990912e-09
1856,2.283140492220781e-07,2.0708756931497874e-09
1857,2.118574968790199e-07,9.763017949637742e-09
1858,2.451731693220438e-07,3.9149408159744326e-09
1859,2.810879773385011e-07,6.619825576592575e-09
1860,2.2611287908702593e-07,4.577183909670879e-10
1861,1.759054404359972e-07,1.8863854922557266e-09
1862,2.0421297375339265e-07,4.517986429419807e-09
1863,1.5832947308780376e-07,4.495158911765884e-09
1864,1.7692546516734353e-07,2.0137857603685916e-08
1865,1.7650666439550378e-07,1.3179164426446732e-08
1866,2.2284506978609286e-07,7.298419202328432e-09
1867,1.44613778729763e-07,1.067618526917613e-08
1868,1.59063944238369e-07,5.9278488784286765e-09
1869,2.192700065961617e-07,4.395167341186834e-09
1870,2.0126511124374247e-07,5.160643912205387e-09
1871,1.6356612619894406e-07,0.0
1872,1.1429471413748615e-07,3.0236697590169115e-09
1873,1.6102352162761235e-07,2.3944017879529156e-09
1874,1.2307694419178006e-07,8.961913877669758e-09
1875,1.487597103277949e-07,4.005069165202713e-09
1876,1.4631355460537065e-07,4.836811839936672e-09
1877,2.572883328610942e-07,1.2369631985365004e-09
1878,1.5278894571757462e-07,1.2078177347163432e-09
1879,1.9672027284922677e-07,1.832797580370027e-09
1880,1.5402830766397813e-07,1.9253538763308597e-09
1881,1.959274698037916e-07,0.0
1882,1.8235755305795465e-07,1.0648616211028639e-08
1883,1.8578857030604468e-07,0.0
1884,1.4127631597915524e-07,7.922036360241691e-09
1885,1.4696048689089025e-07,3.2228177904158883e-09
1886,1.6456333490344477e-07,3.872078213618124e-09
1887,1.1947932421207952e-07,5.876032105334161e-09
1888,1.927546859903373e-07,8.242799331981132e-09
1889,2.1552069906505267e-07,1.2530273485467092e-09
1890,1.5599439517899327e-07,3.9326319978272295e-09
1891,1.2557212869523937e-07,4.461953917456185e-09
1892,1.6172762595800805e-07,6.8953633913793055e-09
1893,1.0715644555014947e-07,3.079208221734575e-09
1894,1.6068925789980426e-07,3.780923574225881e-09
1895,1.2578904984295036e-07,3.0093072478365457e-09
1896,1.3740077953183771e-07,6.486732040400511e-09
1897,1.101248848778269e-07,8.157399200570126e-09
1898,1.2391797477029343e-07,1.0185038590293516e-08
1899,1.4426979610959734e-07,6.633094074004475e-09
1900,1.4483038279777816e-07,6.22926377147337e-09
1901,1.1065703375834346e-07,7.265360757457984e-09
1902,1.0606213296515676e-07,1.9641135384773634e-09
1903,1.3662557796223496e-07,1.6200660812870638e-09
1904,1.1447951919763e-07,1.1286712897629059e-08
1905,9.39258129051268e-08,3.6125313851442797e-09
1906,1.214027491869274e-07,1.5432553013283723e-09
1907,1.5634243233364487e-07,3.0857059130084963e-09
1908,1.8908847687626462e-07,3.929111258571538e-09
1909,1.6502951127872478e-07,4.400786846048277e-09
1910,1.8704527349200362e-07,1.1757131268552712e-08
1911,1.7238012339770847e-07,3.7242617878519013e-09
1912,1.6305487926526752e-07,4.167536982180309e-09
1913,1.9674092399668552e-07,5.302989602995467e-09
1914,1.3259553099942423e-07,5.357394972094198e-09
1915,1.0956108553727972e-07,5.890381071793627e-09
1916,1.098746231775749e-07,0.0
1917,1.864292187292449e-07,1.2063066989753679e-08
1918,1.8378202071289707e-07,3.44591288836682e-09
1919,1.887608849227007e-07,1.8415696745321952e-09
1920,1.6734632435344565e-07,1.514446346106979e-09
1921,1.522122232699985e-07,3.7863738810983705e-09
1922,2.287160043579206e-07,4.426761179843197e-09
1923,1.8259431300293727e-07,2.1231896241147297e-09
1924,1.791935773098885e-07,0.0
1925,1.891686594035491e-07,4.399271169575059e-09
1926,1.4935825731754448e-07,1.1146138456652466e-09
1927,2.20754657220823e-07,3.3447675740205796e-09
1928,1.73675829273634e-07,2.2852082448565625e-09
1929,2.3840469909330864e-07,4.4561625500705304e-09
1930,1.61755495442506e-07,5.2518016602221e-09
1931,1.6081553422253592e-07,3.4216069977333063e-09
1932,1.3370634754927835e-07,1.0959536611565568e-09
1933,1.445303450253732e-07,0.0
1934,1.6414764303362972e-07,7.188948103475923e-09
1935,1.5080037396586476e-07,4.787313656606784e-09
1936,9.942265677409523e-08,0.0
1937,1.5990720214631438e-07,1.2591118148108649e-09
1938,1.296521385807381e-07,1.2965214457594243e-09
1939,9.788192301130039e-08,6.117620188206274e-09
1940,1.1157445101162011e-07,0.0
1941,1.9479917812148528e-07,0.0
1942,2.3363431012057845e-07,3.034211770724937e-09
1943,1.1903264174328854e-07,0.0
1944,1.4459337194239197e-07,0.0
1945,1.6120929702267972e-07,6.535512131478072e-09
1946,1.1276094369350176e-07,1.3921104269343232e-09
1947,1.609317621387163e-07,7.152522574216391e-09
1948,1.6633988764169771e-07,4.348755133776194e-09
1949,1.7179765166019934e-07,6.8719057111366055e-09
1950,1.9356357938704605e-07,5.317680518146517e-09
1951,1.6098716948409475e-07,0.0
1952,1.7082582814964553e-07,1.0544803918932644e-09
1953,1.5622049531760496e-07,1.0773827385790469e-09
1954,1.6906486788315078e-07,9.772536113672459e-10
1955,1.7926511475252482e-07,1.8771215692936494e-09
1956,1.604690020862165e-07,8.72114158667614e-10
1957,1.3164206863480743e-07,2.6505113659425206e-09
1958,2.051516324041991e-07,0.0
1959,1.6276570191653406e-07,1.5501495642666896e-09
1960,1.6748416142853273e-07,0.0
1961,1.6884026832197918e-07,0.0
1962,1.8645351440582658e-07,4.43936931660005e-09
1963,1.842825190223607e-07,1.2932106496776896e-09
1964,2.0259614247342128e-07,4.867174663303331e-09
1965,1.9535195017184037e-07,1.6416130677043839e-09
1966,1.683878785296855e-07,6.092982118843793e-09
1967,1.843945555135562e-07,1.4791006197611978e-09
1968,2.0795255539773905e-07,1.7965663401398047e-09
1969,1.689533964954748e-07,1.3625273131978588e-09
1970,1.724521837553894e-07,1.8394900047624674e-09
1971,2.0450822224571397e-07,0.0
1972,2.529162514974814e-07,2.0520587451500205e-09
1973,2.0564249636478849e-07,3.3079223804577396e-09
1974,1.5301555494895425e-07,2.812785782069227e-09
1975,1.45642742754859e-07,1.1422960355389478e-09
1976,1.65692273679241e-07,3.9994687561772935e-09
1977,1.6102381916738295e-07,1.1753563677885381e-09
1978,1.7940585317344215e-07,4.158414057542359e-09
1979,1.7731478862970107e-07,3.5111840102075575e-09
1980,1.711230306344902e-07,2.8425752862659692e-09
1981,1.878688251633065e-07,1.8976649140967083e-09
1982,1.998815783998964e-07,0.0
1983,1.938801996725914e-07,1.89459470334441e-09
1984,1.664315446570086e-07,1.739702604197646e-09
1985,1.4437339823647477e-07,0.0
1986,1.690444861868201e-07,2.3977941854269602e-09
1987,1.4115987601037716e-07,4.888653482026939e-09
1988,1.7150144038247106e-07,1.1993107618124554e-09
1989,1.7287584341829643e-07,1.6464366536794728e-09
1990,1.77626027275668e-07,2.724325431913144e-09
1991,1.5415653820127773e-07,1.7584396161396398e-09
1992,1.5427843980120315e-07,1.65298330578878e-09
1993,1.8223992148680423e-07,2.2156829704300662e-09
1994,1.8251246514111585e-07,1.5824779264761446e-09
1995,1.5399760999734724e-07,5.964695848348356e-09
1996,1.5693990462750662e-07,1.067618438099771e-09
1997,1.4768274370080547e-07,2.876936688878118e-09
1998,1.745135294051181e-07,3.337690568372409e-09
1999,1.6087107601592265e-07,1.3710603763428253e-09
2000,1.7716306310866514e-07,1.7672125984802278e-09
2001,1.7130537396936596e-07,3.066848330846028e-09
2002,1.7919195877125205e-07,2.6287327870022636e-09
2003,2.1876345446258938e-07,1.6667691671301554e-09
2004,1.8323931816333072e-07,2.2023955992267474e-09
2005,1.76997365319842e-07,2.702249757291497e-09
2006,2.0465913364020594e-07,4.117890028965121e-09
2007,1.9852562549438346e-07,1.1983438685803094e-09
2008,2.388423689936303e-07,4.6831836186811415e-09
2009,2.903829166012173e-07,9.53638501499654e-10
2010,2.985437106417521e-07,2.8342759250676863e-09
2011,3.453046770740542e-07,3.4415748029203996e-09
2012,3.165955105854934e-07,3.063827413996023e-09
2013,3.779264466929888e-07,8.367375126105969e-10
2014,4.1100150741102404e-07,4.7639794331644225e-09
2015,4.0341670981547395e-07,5.54143841924315e-09
2016,4.2566036650981687e-07,2.899876117012923e-09
2017,3.667761371284328e-07,4.779661555431858e-09
2018,4.5846849450192906e-07,3.872199894061623e-09
2019,4.408106921705013e-07,2.5509878653906526e-09
