year,mes_DET eaux_NOUN,mes_DET peaux_NOUN
1930,2.1007207751111423e-08,5.2518016602221e-09
1931,1.710803587684495e-08,4.5621426636444085e-09
1932,1.753525902259412e-08,1.0959536389520963e-08
1933,1.0323596200123575e-08,0.0
1934,2.2765002327673756e-08,5.990790086229936e-09
1935,2.2739740757060645e-08,3.590485242455088e-09
1936,4.122403041151301e-08,3.6374143697059935e-09
1937,1.7627565185307503e-08,6.295559185076627e-09
1938,2.463390735840676e-08,5.186085783037697e-09
1939,1.6823455517567254e-08,1.2235240376412548e-08
1940,7.607348750937604e-09,7.607348528892999e-09
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,6.371844563091145e-08,3.034211770724937e-09
1943,2.6129116870166058e-08,0.0
1944,2.8918675454292497e-08,9.639558484764166e-09
1945,2.6142048081823077e-08,2.178504132643866e-08
1946,4.454753366189834e-08,5.568441707737293e-09
1947,4.649139762058496e-08,2.3841741914054637e-09
1948,3.696441863709765e-08,4.348755133776194e-09
1949,2.2579119018928395e-08,9.817008317369869e-10
1950,4.78591268837647e-08,1.3825969702452312e-08
1951,2.2388944032059044e-08,1.0661401761424827e-09
1952,1.7926167217297007e-08,5.272402070488624e-09
1953,3.663101211248687e-08,8.619061908632375e-09
1954,2.5408594339637602e-08,3.9090144454689835e-09
1955,3.2849628350817284e-08,0.0
1956,1.9186510602509088e-08,6.976913269340912e-09
1957,2.1204090927540165e-08,2.6505113659425206e-09
1958,1.9026160202884057e-08,1.6544486669545222e-08
1959,2.1702094343822864e-08,1.5501495642666896e-09
1960,1.7994166157109248e-08,5.536666680683311e-09
1961,3.1266716493671964e-08,4.86371165564492e-09
1962,3.234397782936327e-08,2.5367825617905737e-09
1963,3.23302644655854e-08,1.2285501505004959e-08
1964,3.467861903194702e-08,1.825190498738749e-09
1965,3.3926667697414814e-08,7.11365660821528e-09
1966,4.098915407091397e-08,8.862519385033352e-09
1967,2.5144711590652236e-08,3.451234853457663e-09
1968,4.0422742708656756e-08,1.7965663401398047e-09
1969,2.497966811176866e-08,9.083515578600654e-09
1970,2.3453498365633152e-08,5.058597540852361e-09
1971,4.4704056456623675e-08,6.166076982339064e-09
1972,3.2319926623891604e-08,7.695220349823728e-09
1973,2.370677543162003e-08,3.859242758696979e-09
1974,2.5315073148846068e-08,6.750685899170605e-09
1975,1.6563292959403952e-08,7.996072248772634e-09
1976,2.1140049599743804e-08,6.856232415142216e-09
1977,1.9393379790955123e-08,1.057820764316375e-08
1978,3.4455430730773173e-08,2.970295565063452e-09
1979,2.925986608559583e-08,7.022368020415115e-09
1980,4.8892296433677984e-08,1.591842130332921e-08
1981,2.909752794266751e-08,1.0753434587229549e-08
1982,3.3520510811513304e-08,1.8622506869903077e-09
1983,3.220811262139023e-08,6.946847541655643e-09
1984,4.929157376709625e-08,5.219107479526031e-09
1985,5.59446911019279e-08,3.0077789148208467e-09
1986,2.1580148390487608e-08,5.3950369172106605e-09
1987,2.810975807676641e-08,5.499735167280306e-09
1988,2.6384837426007834e-08,7.195864681897035e-09
1989,4.500260253337274e-08,7.683371050504206e-09
1990,2.2884334038852927e-08,3.2691906959314565e-09
1991,3.985796337424574e-08,9.96449056600568e-09
1992,3.25086699781707e-08,3.856960972825618e-09
1993,4.98528672787657e-08,3.323524566667402e-09
1994,3.217705202285259e-08,4.747434001473039e-09
1995,2.114755781601474e-08,4.880205906054869e-09
1996,4.85766395996734e-08,9.608566164942545e-09
1997,1.9659066707866657e-08,6.233362714880286e-09
1998,2.5271085557498907e-08,5.244941925219848e-09
1999,2.3308026536605908e-08,5.941261704833778e-09
2000,3.1368023178934834e-08,1.0161472552283612e-08
2001,3.7240301065111225e-08,6.133696661692056e-09
2002,3.3735407134471984e-08,4.81934359086722e-09
2003,4.916968965318347e-08,4.166922806803086e-09
2004,2.4666830578112808e-08,7.928623979580607e-09
2005,3.2426996643408756e-08,4.954124666056714e-09
2006,1.976587160612553e-08,2.8825228870488218e-09
2007,2.316798167201206e-08,5.59227145147112e-09
2008,3.27822856638349e-08,8.94062351930458e-09
2009,2.527142117791925e-08,1.2397300963584712e-08
2010,3.0232275183283974e-08,1.228186230495254e-08
2011,4.206369164094781e-08,7.265546830836911e-09
2012,3.404252724159562e-08,1.4638286277568469e-08
2013,3.904775103258373e-08,1.8966049897262138e-08
2014,4.48247139406277e-08,1.4508482470976247e-08
2015,4.5439795703927643e-08,2.5933931627197815e-08
2016,5.551191417652035e-08,1.4292246608427206e-08
2017,4.251383289854971e-08,1.1823373641250967e-08
2018,3.9238295279631075e-08,1.9102853077157533e-08
2019,2.984655633753164e-08,1.5561025412669238e-08
