year,avez_VERB uni_VERB,avez_VERB puni_VERB
1800,0.0,1.2576657937302116e-08
1801,0.0,8.096020565062645e-08
1802,1.5664880947952042e-08,3.3567602031325805e-08
1803,5.851017448321727e-09,3.1205427575287104e-08
1804,0.0,9.145848167690929e-08
1805,2.842877711017877e-09,1.9900143755080535e-08
1806,0.0,5.76333825108577e-09
1807,2.8469551160981155e-09,1.7081731584767113e-08
1808,4.5321479902327155e-09,2.945896149242344e-08
1809,0.0,1.581321384946932e-08
1810,7.020380277111826e-09,2.106114038724627e-08
1811,0.0,5.0141535368197765e-09
1812,0.0,1.0668832928217853e-08
1813,5.751483289628823e-09,1.1502966579257645e-08
1814,6.293354282149721e-09,1.2586708564299443e-08
1815,1.0788894222457657e-08,1.0788894222457657e-08
1816,2.5493642752394408e-08,9.270415546325239e-09
1817,0.0,3.113746771532533e-08
1818,0.0,1.668964877410417e-08
1819,0.0,2.2772310259711048e-08
1820,7.119888678630559e-09,4.034603762193001e-08
1821,0.0,6.508582117703554e-08
1822,3.0076847679083585e-09,2.90742860897808e-08
1823,9.882686891060644e-10,1.4824030003524058e-08
1824,4.210556348027694e-09,2.6947560627377243e-08
1825,5.283265824829186e-09,1.2327619813845558e-08
1826,8.807984341885344e-10,2.2019960965735663e-08
1827,1.8434546111834038e-09,1.8434546333878643e-08
1828,9.172301251858528e-10,3.393751413227619e-08
1829,8.57317605795771e-10,1.457439946506156e-08
1830,5.218417697960831e-09,1.878630406793036e-08
1831,0.0,9.354723218280014e-09
1832,1.3529969367098715e-09,1.352996914505411e-08
1833,2.3167257001688313e-09,2.3167256557599103e-08
1834,1.8669061851994684e-09,1.9602515166639023e-08
1835,0.0,1.9664028627630614e-08
1836,1.1425274948351216e-08,1.8818100855355624e-08
1837,6.957890930081589e-10,2.7831564608504777e-08
1838,8.2058102535143e-09,1.64116205070286e-08
1839,1.3982950353153e-09,1.6080392128969834e-08
1840,5.095750932326837e-09,2.229391071750797e-08
1841,6.420548537278137e-09,3.531301828729738e-08
1842,4.024959032733477e-09,3.219967226186782e-08
1843,2.3627644285539873e-09,1.6539351221922516e-08
1844,1.097712254427563e-09,1.3721403568922597e-08
1845,5.580227946389016e-10,1.674068439427856e-09
1846,3.5127007969038004e-09,7.610851504580296e-09
1847,9.168480197274675e-09,1.77976389181822e-08
1848,8.045221711050488e-10,8.04522137798358e-09
1849,2.513824481908955e-09,5.02764896381791e-09
1850,1.3577992064028876e-09,1.1541293254424545e-08
1851,4.514607354622058e-09,1.2253933867611977e-08
1852,6.510545436100301e-10,1.6276363368206148e-08
1853,1.1943863675867306e-09,8.360704129017904e-09
1854,1.558699391779328e-09,1.8704392701351935e-08
1855,2.653468555990912e-09,1.8574279891936385e-08
1856,5.177189232874468e-10,2.5368226630462232e-08
1857,2.9289055625270066e-09,2.1966791052818735e-08
1858,5.3830437884982985e-09,2.2510910469009104e-08
1859,2.5460866748261424e-09,7.638259802433822e-09
1860,2.288591982591015e-09,3.8906062371779626e-08
1861,4.2443675241088386e-09,2.1221836732365773e-08
1862,6.776979422085105e-09,2.2589931703009825e-08
1863,8.990317823531768e-09,1.2486552236623538e-08
1864,2.8768367688059016e-09,1.9178912680217763e-08
1865,0.0,3.153585836912498e-08
1866,2.919367858567057e-09,1.0704348518686402e-08
1867,1.455843445796745e-09,1.5043715606566366e-08
1868,9.87974813071446e-10,1.6301584082611953e-08
1869,9.767038289254515e-10,2.5882650689368347e-08
1870,1.1468097582678638e-09,2.5803219116937726e-08
1871,0.0,1.6993883633631413e-08
1872,7.256807155187062e-09,9.071008832961525e-09
1873,0.0,1.855661402316855e-08
1874,1.7923826867161097e-09,6.572069999322139e-09
1875,4.005069165202713e-09,1.3731664694205392e-08
1876,0.0,1.5719638923883394e-08
1877,1.8554447978047506e-09,1.4843558382438005e-08
1878,1.2078177347163432e-09,1.8117265909722846e-08
1879,1.832797580370027e-09,7.331190321480108e-09
1880,6.417846254436199e-10,1.3477476912271413e-08
1881,0.0,1.1156012114099667e-08
1882,1.3310770263785798e-09,6.655385131892899e-09
1883,2.5277355764075082e-09,6.951272890631799e-09
1884,6.601696966868076e-10,1.4523733327109767e-08
1885,1.2891271383708158e-09,4.511945039809007e-09
1886,1.936039106809062e-09,5.808117542471791e-09
1887,6.528924623161458e-10,7.834709769838355e-09
1888,4.4384300679212174e-09,1.014498351992188e-08
1889,0.0,1.566284169030041e-08
1890,0.0,4.5880703680722945e-09
1891,1.2748440081367107e-09,5.736798147637501e-09
1892,2.5074049503359674e-09,1.002961980134387e-08
1893,0.0,9.853466487186324e-09
1894,2.520615716150587e-09,6.301539290376468e-09
1895,0.0,4.213029924926559e-09
1896,0.0,5.897029087265082e-09
1897,1.1653427112179315e-09,9.322741689743452e-09
1898,0.0,6.7900258748920805e-09
1899,1.1055156790007459e-09,3.8693048765026106e-09
1900,5.191053142894475e-10,1.453494924419374e-08
1901,1.676621730339889e-09,3.353243460679778e-09
1902,4.910283846193408e-10,3.928227076954727e-09
1903,2.7001101354784396e-09,2.1600881083827517e-09
1904,1.6123875568041512e-09,8.061937784020756e-09
1905,0.0,1.0837593933388234e-08
1906,0.0,1.0288369045596824e-09
1907,2.5714217422034835e-09,2.5714217422034835e-09
1908,3.437972351250096e-09,5.40252820258047e-09
1909,1.6502950117569526e-09,4.950885035270858e-09
1910,0.0,8.01622590529405e-09
1911,1.0640748282497725e-09,4.788336838146279e-09
1912,5.209421227725386e-10,5.2094213387476884e-09
1913,3.181793939432964e-09,7.954484182448596e-09
1914,1.3393487430235496e-09,2.0090231700464756e-09
1915,1.1780761921542648e-09,0.0
1916,0.0,0.0
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,0.0,1.1486376294556067e-09
1919,0.0,8.287063479883727e-09
1920,0.0,2.2716695191604686e-09
1921,1.5145494858259667e-09,6.058197943303867e-09
1922,2.951174193910333e-09,4.426761179843197e-09
1923,1.0615948120573648e-09,2.1231896241147297e-09
1924,7.734974438733389e-09,9.02413699321869e-09
1925,0.0,5.499089184013428e-09
1926,5.57306911730393e-09,1.3375366592072169e-08
1927,2.2298449753321847e-09,7.804457524684949e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,0.0,4.4561625500705304e-09
1930,0.0,8.402882833991043e-09
1931,0.0,9.124285327288817e-09
1932,0.0,1.0959536611565568e-09
1933,0.0,6.882397318719313e-09
1934,0.0,2.3963160344919743e-09
1935,0.0,1.196828414151696e-09
1936,0.0,3.6374143697059935e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,1.4757512545315876e-08
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,0.0
1946,0.0,6.960552134671616e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,0.0,1.1780409536754632e-08
1950,1.0635361480382244e-09,7.444753258312176e-09
1951,0.0,4.264560704569931e-09
1952,1.0544803918932644e-09,1.0544804140977249e-08
1953,1.0773827385790469e-09,4.3095309543161875e-09
1954,0.0,6.840775057526116e-09
1955,1.8771215692936494e-09,0.0
1956,0.0,3.488456634670456e-09
1957,0.0,1.7670075402875796e-09
1958,0.0,4.1361216673863055e-09
1959,0.0,3.8753737996444215e-09
1960,0.0,2.7683333403416555e-09
1961,3.47407969059077e-09,2.08444772553662e-09
1962,6.341956404476434e-10,2.5367825617905737e-09
1963,0.0,4.526237162849611e-09
1964,0.0,7.909158661334459e-09
1965,0.0,6.0192477668863376e-09
1966,0.0,5.539074976468328e-09
1967,9.860671168482327e-10,3.944268467392931e-09
1968,0.0,3.5931326802796093e-09
1969,9.083515606356229e-10,1.544197658631674e-08
1970,0.0,5.058597540852361e-09
1971,0.0,1.490135304038631e-08
1972,0.0,1.0773308467548759e-08
1973,1.102640756478479e-09,3.859242703185828e-09
1974,0.0,2.2502286700643026e-09
1975,5.711480177694739e-10,1.1422960355389478e-09
1976,0.0,6.2848797277581525e-09
1977,5.876781838942691e-10,1.7630346071939584e-09
1978,0.0,1.7821774056514528e-09
1979,0.0,5.851973350345929e-10
1980,0.0,6.822181042309694e-09
1981,1.2651099057237047e-09,2.5302198114474095e-09
1982,6.207502289967692e-10,8.690503427999374e-09
1983,6.315316047889041e-10,1.89459470334441e-09
1984,0.0,2.8995041922996734e-09
1985,0.0,1.7445119127046382e-08
1986,5.994485463567401e-10,2.997242676272549e-09
1987,0.0,2.4443267410134695e-09
1988,5.996553809062277e-10,1.798966087207532e-09
1989,0.0,1.6464366536794728e-09
1990,0.0,0.0
1991,0.0,5.861465202094962e-10
1992,0.0,3.30596661157756e-09
1993,0.0,4.4313659408601325e-09
1994,1.0549853213248639e-09,2.637463358823311e-09
1995,0.0,1.138714633697191e-08
1996,5.338092190498855e-10,2.6690460952494277e-09
1997,0.0,1.917957792585412e-09
1998,1.43043876743576e-09,1.9072516899143466e-09
1999,4.570201161957499e-10,1.3710603763428253e-09
2000,4.4180314962005696e-10,2.6508188977203417e-09
2001,1.3143635069212678e-09,4.3812117822561447e-10
2002,4.38122149670761e-10,4.38122149670761e-10
2003,4.1669229178253886e-10,4.166922806803086e-09
2004,0.0,3.523833003171717e-09
2005,0.0,3.602999676388663e-09
