year,mes_DET oies_NOUN,mes_DET poids_NOUN
1977,2.3507127355770763e-09,5.876781838942691e-10
1978,7.128709511583509e-09,0.0
1979,9.363157582598092e-09,1.1703946700691858e-09
1980,7.95921106799824e-09,0.0
1981,2.5302198114474095e-09,0.0
1982,4.966001831974154e-09,1.2415004579935385e-09
1983,7.57837881337764e-09,6.315316047889041e-10
1984,1.739702604197646e-09,5.799008495621649e-10
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,5.994485463567401e-10,5.994485463567401e-10
1987,2.4443267410134695e-09,0.0
1988,5.9965538645734284e-09,5.996553809062277e-10
1989,1.6464366536794728e-09,5.488122178931576e-10
1990,3.269190529398003e-09,2.179460389939436e-09
1991,1.0550637363770932e-08,0.0
1992,7.713921945651236e-09,1.65298330578878e-09
1993,2.7696036575264316e-09,0.0
1994,6.85740436656701e-09,5.274926606624319e-10
1995,3.79571546416102e-09,2.1689803286761844e-09
1996,1.6014276571496566e-09,0.0
1997,2.3974471297094624e-09,4.79489448146353e-10
1998,2.3840646123929332e-09,4.768129224785866e-10
1999,3.656160929565999e-09,0.0
2000,4.418031274155965e-09,4.4180314962005696e-10
2001,1.2267393101339508e-08,8.762423564512289e-10
2002,8.324320788233308e-09,1.3143663935011318e-09
2003,9.583922655487243e-09,1.6667691671301554e-09
2004,2.642874807889939e-09,0.0
2005,6.305249211635555e-09,9.007499190971657e-10
2006,7.000412693969338e-09,1.6471559671771274e-09
2007,2.7961355453243186e-09,1.997239706952314e-09
2008,2.554463751636149e-09,1.2772318758180745e-09
2009,5.721830786953319e-09,1.430457752249481e-09
2010,6.140930985942816e-09,9.447586046817946e-10
2011,8.41273803398046e-09,1.1471915639660324e-09
2012,9.531907513293802e-09,3.4042526575461807e-09
2013,1.3945625543243523e-08,2.2313000336282585e-09
2014,1.6240839117998007e-08,4.980523993225461e-09
2015,8.866302025900552e-09,3.768178213903184e-09
2016,8.07822619908194e-09,2.278474076078396e-09
2017,7.043711836018929e-09,3.018733707449428e-09
2018,1.523065362718512e-08,5.421080029321956e-09
2019,1.122434611922074e-08,2.2958890344426663e-09
