year,nouveaux_ADJ airs_NOUN,nouveaux_ADJ pères_NOUN
1839,1.3982949909063791e-08,7.690622583211848e-09
1840,2.993753511759678e-08,2.356784856161198e-08
1841,1.9903700021473014e-08,1.6051371343195342e-08
1842,9.391571076378114e-09,9.391571076378114e-09
1843,1.4176587015413133e-08,1.8311424376804553e-08
1844,1.4270259640625227e-08,1.811225169845443e-08
1845,8.928364714222425e-09,2.622707206967334e-08
1846,2.1076203893244383e-08,4.390875840698527e-08
1847,7.550513103637968e-09,1.887628275909492e-08
1848,8.04522137798358e-09,1.850400987990497e-08
1849,5.865590679832167e-09,2.7652069745087715e-08
1850,2.0366988096043315e-08,2.4440385715251978e-08
1851,1.3543821175687754e-08,2.257303499675345e-08
1852,2.99485096721952e-08,1.6276364256384568e-08
1853,2.508211416341055e-08,1.3138249599364826e-08
1854,1.8184826089395756e-08,7.79349651480743e-09
1855,1.963566731433275e-08,2.0166361025530932e-08
1856,1.1907535402144731e-08,1.8120162259549488e-08
1857,2.4895696171256532e-08,3.4170564155999728e-09
1858,6.8511463169329545e-09,2.3489645339935805e-08
1859,1.9350258284589472e-08,4.582955881460293e-08
1860,1.2816115280145368e-08,1.0527522853465143e-08
1861,1.744906619194353e-08,8.488735048217677e-09
1862,4.9697850279528666e-09,1.3102160467681756e-08
1863,8.990317601487163e-09,2.4973104473247076e-08
1864,8.151037178549814e-09,1.102787416940032e-08
1865,1.3649848362717876e-08,2.3063536858103362e-08
1866,8.75810357570117e-09,2.3354942535469547e-08
1867,1.8925964795357686e-08,1.5043715606566366e-08
1868,1.877152122631287e-08,1.3337659643397615e-08
1869,3.906815315701806e-09,2.344089167216623e-08
1870,8.027668307875047e-09,1.0321287380321564e-08
1871,2.1242354542039266e-09,2.0180237036981907e-08
1872,2.2979889990892843e-08,1.9956219787786722e-08
1873,1.1373408881354408e-08,8.380406146812902e-09
1874,8.364453130127458e-09,5.377148282192934e-09
1875,1.0870901512305409e-08,2.860763570478042e-09
1876,1.934724735974669e-08,4.232210315535667e-08
1877,1.793596660082386e-08,1.1751150497119056e-08
1878,3.140326082506917e-08,6.6429974854287366e-09
1879,8.55305515301552e-09,1.0996785482220162e-08
1880,1.1552122813895949e-08,7.701415505323439e-09
1881,1.8128519629900808e-08,1.4642265622200057e-08
1882,2.2628309892525067e-08,1.3976308999019693e-08
1883,1.0110942583185789e-08,7.583206784733676e-09
1884,1.7824581810543805e-08,2.2445769687351458e-08
1885,8.379326565943757e-09,8.379326343899152e-09
1886,1.097088819790315e-08,9.034849535183298e-09
1887,3.264462256069578e-09,1.4363634504022116e-08
1888,1.7119660356001987e-08,1.1413106459912115e-08
1889,1.2530273707511697e-08,7.51816431332486e-09
1890,1.1142456735058204e-08,7.865263551565249e-09
1891,1.0198752065093686e-08,3.1871099093194744e-09
1892,2.5074049059270465e-08,9.402768563759878e-09
1893,2.463366621796581e-09,1.539604133071748e-08
1894,1.1342770278588432e-08,6.301539290376468e-09
1895,1.5648397910794642e-08,6.6204757231957956e-09
1896,1.533227589334274e-08,4.1279202278587945e-09
1897,7.574727511894253e-09,7.57472740087195e-09
1898,7.921697076085366e-09,1.1316709680464498e-08
1899,9.39688327150634e-09,1.1055156790007459e-08
1900,8.824790675987515e-09,1.1420316470278635e-08
1901,1.3412973842719111e-08,9.5008563238963e-09
1902,2.455141867585553e-09,1.0311596243539611e-08
1903,3.7801539676252105e-09,5.400220270956879e-09
1904,5.912087708281888e-09,1.1286712897629059e-08
1905,1.7030504784187883e-08,1.083759415543284e-08
1906,2.1605574884731027e-08,4.629765903985117e-09
1907,6.1714121590839e-09,6.1714120480615975e-09
1908,1.4243027868232616e-08,5.893666665812702e-09
1909,4.400786846048277e-09,6.0510818578052294e-09
1910,2.618633776485524e-08,5.878565745298658e-09
1911,1.8089271303090015e-08,6.916486494645824e-09
1912,1.8753915753677575e-08,4.688479104952847e-09
1913,2.0681660439780813e-08,8.484783653450734e-09
1914,1.4732836284281348e-08,4.687720656093575e-09
1915,2.4739600590351074e-08,1.1780761921542648e-09
1916,3.2962386153911893e-09,2.5271162051865304e-08
1917,2.1932848870420685e-09,4.3865698851064394e-09
1918,3.44591288836682e-09,1.6080927700556913e-08
1919,5.524709134618888e-09,8.28706359090603e-09
1920,1.590168707821249e-08,5.300562211374427e-09
1921,1.5902768879527684e-08,3.0290989716519334e-09
1922,1.4018077365562931e-08,9.591316185719734e-09
1923,1.2739137300599168e-08,3.1847844361720945e-09
1924,1.5469949321555987e-08,5.156649773851996e-09
1925,7.698724768800957e-09,6.598906976407193e-09
1926,6.687683296036084e-09,1.5604594061358057e-08
1927,1.1149224654616319e-08,7.804457302640344e-09
1928,7.998228745975666e-09,1.0283437101854531e-08
1929,2.4508893359254103e-08,6.684243603061191e-09
1930,5.2518016602221e-09,5.2518018822667045e-09
1931,2.0529641986399838e-08,4.5621426636444085e-09
1932,4.38381475564853e-09,1.3151443711834077e-08
1933,9.176529758292418e-09,6.882397540763918e-09
1934,1.1981580172459871e-08,3.5944740517379614e-09
1935,1.4361940969820353e-08,3.590485242455088e-09
1936,8.487299751891442e-09,4.849885826274658e-09
1937,0.0,3.777335444432595e-09
1938,7.779128452511941e-09,2.5930428915188486e-09
1939,4.588215141154706e-09,3.058810094103137e-09
1940,1.5214697057785997e-08,1.2678914584896006e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,9.102635090130207e-09,6.068423541449874e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,1.089252066321933e-08,1.5249528306782167e-08
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,9.536696765621855e-09,1.3112958274774655e-08
1948,1.3046265401328583e-08,2.0656587551570738e-08
1949,8.835307596655184e-09,1.1780409536754632e-08
1950,8.508289184305795e-09,1.3825969480407707e-08
1951,1.4925962799061665e-08,8.529121631184466e-09
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,1.0773827163745864e-08,6.464296431474281e-09
1954,7.818028668893362e-09,1.9545072227344917e-09
1955,7.508486277174597e-09,5.631364707880948e-09
1956,8.72114114258693e-09,5.232684952005684e-09
1957,4.417518795207798e-09,1.3252556385623393e-08
1958,9.099467845885556e-09,2.481673033738474e-09
1959,2.557746836551189e-08,1.8601794327111065e-08
1960,1.1073333361366622e-08,4.844583401109048e-09
1961,9.03260666262895e-09,1.1811870759270704e-08
1962,1.712328223657522e-08,4.439369427622353e-09
1963,6.466053248388448e-10,1.0345684753332307e-08
1964,3.041984220075733e-09,8.517555438736224e-09
1965,1.2859301978807025e-07,9.302473458205895e-09
1966,1.606331601067268e-08,6.6468897053084675e-09
1967,1.3804939413830652e-08,2.1693476348616514e-08
1968,1.976223043542724e-08,5.3896989093971115e-09
1969,9.991866833924945e-09,6.8126364549669916e-09
1970,1.4256047370375668e-08,1.1496812390987543e-08
1971,1.284599360218408e-08,3.083038491169532e-09
1972,1.0773308634082213e-08,3.5911026929902334e-09
1973,8.821125663249774e-09,9.37244681864513e-09
1974,1.1813700240281833e-08,2.2502286700643026e-09
1975,6.282628195464213e-09,1.1422960355389478e-08
1976,1.0855701004786056e-08,8.570290477294407e-09
1977,1.1753563455840776e-08,8.815172591880582e-09
1978,1.2475241506493262e-08,1.1881182704343018e-08
1979,9.363157360553487e-09,1.8141117497094683e-08
1980,1.2507331226263574e-08,1.8192481521239756e-08
1981,9.488324403950088e-09,4.8706732314052203e-08
1982,8.690503427999374e-09,6.455802514793163e-08
1983,5.052252838311233e-09,3.726036501561225e-08
1984,3.073474585946201e-08,3.94332592690283e-08
1985,3.8499571752836914e-08,3.549179239392686e-08
1986,3.237022094815245e-08,3.4768017187492006e-08
1987,1.099947066762752e-08,5.071977837722841e-08
1988,1.0793796745289796e-08,9.054796290541844e-08
1989,1.0427432250992297e-08,5.1039537041219774e-08
1990,8.172976073694826e-09,4.631353389683568e-08
1991,3.458264519196064e-08,6.447611833326761e-08
1992,9.91789939064347e-09,6.997628987370774e-08
1993,1.0524494165053966e-08,5.040678630052753e-08
1994,8.967375009216738e-09,4.43093841617781e-08
1995,1.7894087434022765e-08,4.609083159579086e-08
1996,2.1352368317906212e-08,6.619234227400739e-08
1997,1.0548768192286673e-08,5.130537161779358e-08
1998,1.859570408768718e-08,3.671459369858354e-08
1999,1.6452723627935484e-08,5.895559507251846e-08
2000,9.719668847552043e-09,3.446064567036444e-08
2001,6.571817756650944e-09,5.958448134890659e-08
2002,1.1829297652532489e-08,8.061447553942003e-08
2003,1.0833999919412918e-08,3.875238241413115e-08
2004,1.673820693159911e-08,7.400049639727513e-08
2005,1.0358624180639708e-08,5.1793122013421566e-08
2006,2.26483944376632e-08,4.817931209544213e-08
2007,7.589511158423434e-09,8.54818608397867e-08
2008,1.3198063086861112e-08,6.173287470101485e-08
2009,1.3350939020995156e-08,6.05560435129604e-08
2010,8.97520635589899e-09,7.274640917431796e-08
2011,8.795135286732148e-09,6.691950871218211e-08
2012,1.4978711604385353e-08,5.1404217715766976e-08
2013,9.204112250138508e-09,4.295252586938858e-08
2014,1.2559581735738234e-08,4.547434717672161e-08
2015,1.1304534197620342e-08,4.2114930931536065e-08
2016,1.4085112631789798e-08,3.334857567871552e-08
2017,9.05620051172562e-09,4.9557543235767554e-08
2018,1.058401366549333e-08,3.433350648229805e-08
2019,1.020395146156261e-08,3.62240274442982e-08
