year,dix_DET arts_NOUN,dix_DET parts_NOUN
1872,2.4189357183956872e-09,1.814201766592305e-08
1873,4.190203295451056e-09,2.8134220453335246e-08
1874,0.0,1.7326366119618797e-08
1875,5.721527140956084e-10,1.830888685105947e-08
1876,1.813804439976252e-09,1.813804395567331e-08
1877,0.0,1.2369632429454214e-08
1878,6.039088673581716e-10,3.01954443671093e-08
1879,1.221865053580018e-09,2.3826368433788048e-08
1880,0.0,1.9253539207397807e-08
1881,0.0,7.669758161910067e-09
1882,1.9966155395678697e-09,2.0631693686823382e-08
1883,6.319338941018771e-10,1.8326083761621703e-08
1884,0.0,7.922036360241691e-09
1885,1.2891271383708158e-09,2.513797880965285e-08
1886,3.2267319927115068e-09,1.871504551331782e-08
1887,1.3057849246322917e-09,2.7421483750345033e-08
1888,6.340614699951175e-10,8.242799331981132e-09
1889,0.0,2.1301465202849812e-08
1890,1.3108772956016423e-09,2.6217545745499393e-08
1891,6.374220040683554e-10,1.8485238229004608e-08
1892,6.268512375839919e-10,2.1312942521944933e-08
1893,0.0,9.23762488724833e-09
1894,2.520615716150587e-09,1.3863386882917439e-08
1895,1.2037228991346183e-09,8.426059849853118e-09
1896,0.0,1.2383760683576384e-08
1897,1.1653427112179315e-09,9.905413378419325e-09
1898,5.6583548957434e-10,2.7160103499568322e-08
1899,0.0,8.291367592505594e-09
1900,1.038210628578895e-09,2.803168719367477e-08
1901,1.1177477832191585e-09,2.7943693803322844e-08
1902,3.437198747846537e-09,2.8970675469697227e-08
1903,1.0800440541913758e-09,1.6200660368781428e-08
1904,1.0749250378694342e-09,2.418581335206227e-08
1905,5.160759042333041e-10,1.5482276793932215e-08
1906,2.0576738091193647e-09,3.652370850204534e-08
1907,1.5428529565042481e-09,3.034277540336916e-08
1908,0.0,1.7680999775393502e-08
1909,5.500983557560346e-10,2.2003934674330594e-08
1910,3.206490406526541e-09,1.1757131268552712e-08
1911,0.0,1.649316061502759e-08
1912,1.0418842455450772e-09,1.927485904218429e-08
1913,1.590896969716482e-09,1.4318072061314524e-08
1914,2.678697486047099e-09,7.366418142140674e-09
1915,1.1780761921542648e-09,6.243804051564439e-08
1916,0.0,8.24059682713596e-08
1917,0.0,6.908847183240141e-08
1918,0.0,2.2972752589112133e-08
1919,0.0,8.563298969921362e-08
1920,2.2716695191604686e-09,4.316171953178127e-08
1921,7.572747429129834e-10,1.0223209223614305e-07
1922,1.4755870969551665e-09,1.770704471937279e-08
1923,1.0615948120573648e-09,2.1231896241147297e-08
1924,2.578324886925998e-09,5.156649773851996e-09
1925,2.1996355847875293e-09,4.5092530598367375e-08
1926,0.0,7.690835635010274e-08
1927,1.1149224876660924e-09,5.9090890403012963e-08
1928,0.0,7.541186874959749e-08
1929,0.0,2.1166771446701205e-08
1930,2.100720708497761e-09,7.352522590764465e-09
1931,0.0,1.4826963656844327e-08
1932,1.0959536611565568e-09,1.4247397928102146e-08
1933,1.1470662197865522e-09,1.7205993074753678e-08
1934,0.0,1.7972370258689807e-08
1935,0.0,8.377798899061872e-09
1936,2.424942913137329e-09,1.6974600391961303e-08
1937,3.777335333410292e-09,8.813782592653752e-09
1938,3.8895642262559704e-09,6.482607339819424e-09
1939,0.0,1.3764645423464117e-08
1940,0.0,1.2678914806940611e-08
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,1.8205270624349623e-08
1943,0.0,2.0322646676618206e-08
1944,3.2131861615880553e-09,3.213186161588055e-08
1945,0.0,1.742803235060819e-08
1946,0.0,3.201853981948943e-08
1947,1.1920870957027319e-09,4.5299309414659206e-08
1948,1.0871887834440486e-09,2.5005341797168512e-08
1949,2.945102384188658e-09,2.1597417965146803e-08
1950,1.0635361480382244e-09,3.616023036556726e-08
1951,4.264560704569931e-09,2.0256664123863288e-08
1952,4.2179215675730575e-09,2.1089608281954497e-08
1953,2.1547654771580937e-09,2.3702419582605216e-08
1954,9.772536113672459e-10,3.615838295445428e-08
1955,9.385607846468247e-10,2.7218262310668706e-08
1956,8.72114158667614e-10,2.3547082506070183e-08
1957,1.7670075402875796e-09,5.035971373246184e-08
1958,8.272243445794913e-10,3.557064598425086e-08
1959,3.8753737996444215e-09,2.9452842387200917e-08
1960,2.076250060767393e-09,1.5917916984520275e-08
1961,6.948159270159238e-10,3.6130427316649616e-08
1962,1.9025869768540815e-09,2.4733629588880035e-08
1963,6.466053248388448e-10,2.9743844276453046e-08
1964,1.2167936658258327e-09,3.7112207529332863e-08
1965,5.472043373977442e-10,2.7907420818706896e-08
1966,1.6617224263271169e-09,1.5509408979319517e-08
1967,1.9721342336964653e-09,2.0707410230969003e-08
1968,2.6948494546985557e-09,1.7067379454172027e-08
1969,0.0,2.815889826868201e-08
1970,9.197450023812337e-10,2.8052222988961262e-08
1971,0.0,2.0039749637490445e-08
1972,2.0520587451500205e-09,3.437198392575169e-08
1973,1.102640756478479e-09,2.2604135674342274e-08
1974,1.6876715580593782e-09,3.2628316992688866e-08
1975,0.0,1.4849848462006321e-08
1976,5.713526873840635e-10,1.5997874969198023e-08
1977,5.876781838942691e-10,2.1156414231615628e-08
1978,1.7821774056514528e-09,1.663365545301332e-08
1979,1.7555920051037788e-09,1.2289143924704149e-08
1980,1.1370301367108482e-09,7.95921106799824e-09
1981,1.2651099057237047e-09,1.8976647808699454e-08
1982,2.483000915987077e-09,5.586751949948621e-09
1983,1.89459470334441e-09,6.946847541655643e-09
1984,1.739702604197646e-09,1.5077421977593986e-08
1985,3.609334831011779e-09,8.421781494405423e-09
1986,2.3977941854269602e-09,4.7955883708539204e-09
1987,2.4443267410134695e-09,7.332980445085013e-09
1988,2.398621523624911e-09,1.8589316752581908e-08
1989,2.1952488715726304e-09,1.1525056464734007e-08
1990,2.179460389939436e-09,7.628111475810329e-09
1991,1.7584396161396398e-09,1.2309077312977479e-08
1992,3.856960972825618e-09,7.162927584403178e-09
1993,2.2156829704300662e-09,9.416652624327781e-09
1994,3.164955852952289e-09,9.494868002946077e-09
1995,1.626735190995987e-09,9.760411145975922e-09
1996,1.6014276571496566e-09,1.1209993822092201e-08
1997,2.3974471297094624e-09,1.6782131240233866e-08
1998,2.3840645013706308e-09,1.1443510028463777e-08
1999,9.140402323914998e-10,1.9651864802128216e-08
2000,3.5344251969604557e-09,1.192868470667463e-08
2001,1.3143635069212678e-09,1.0076787404500465e-08
2002,2.1906108038649563e-09,9.63868718173444e-09
2003,3.333538334260311e-09,7.91715315529018e-09
2004,8.809582507929292e-10,1.0571499231559756e-08
2005,9.007499190971657e-10,9.00749885790475e-09
2006,1.2353669198716943e-09,8.64756888319107e-09
2007,7.988958938831558e-10,6.7906151812735516e-09
2008,4.257439678578834e-10,6.811903485726134e-09
2009,1.430457752249481e-09,2.0980047477081598e-08
2010,3.3066551718974324e-09,1.4643758428078968e-08
2011,2.6767803529281764e-09,1.9884654700597082e-08
2012,6.808505426114664e-10,1.3617010630184723e-08
2013,5.578250084070646e-10,1.4224537603357845e-08
2014,4.330890368553497e-10,1.0394137106572998e-08
2015,0.0,1.086121984017474e-08
2016,6.214020409345267e-10,1.3256576725240166e-08
2017,5.031222660711876e-10,2.4149868466105673e-08
2018,0.0,1.135845340005659e-08
2019,0.0,9.4386549132075e-09
