year,des_DET airs_NOUN,des_DET pairs_NOUN
1800,1.9305169658423438e-06,4.3075054634300614e-07
1801,1.514432067750704e-06,3.5717737612017686e-07
1802,1.609007057368217e-06,4.408545066780789e-07
1803,1.7045964781914336e-06,2.98401912957047e-07
1804,2.031861363605003e-06,1.3347994531898166e-07
1805,1.6289689126480766e-06,3.1271655220876937e-07
1806,2.4321286673512077e-06,2.2765185736517424e-07
1807,1.6853974180719433e-06,1.6512340028640438e-07
1808,1.8400520644945573e-06,1.9035022091884457e-07
1809,1.6468332475483294e-06,1.3780085961201394e-07
1810,2.5975406430234216e-06,1.6848911954525647e-07
1811,2.2062274780410007e-06,1.7549538000594112e-07
1812,1.7150148821087896e-06,2.533847727193006e-07
1813,2.2286997882758897e-06,1.6104152678053651e-07
1814,2.0359000529879268e-06,6.545088302445379e-07
1815,1.151714417169103e-06,8.253504253374899e-07
1816,1.3418926556596489e-06,5.678129610942051e-07
1817,1.6627408570002444e-06,6.616712013851611e-07
1818,1.6308170760481744e-06,5.734086483411005e-07
1819,1.495726777989148e-06,1.2524770660604645e-06
1820,1.940169710223927e-06,7.71321263748348e-07
1821,1.4900709235377008e-06,5.995784677637062e-07
1822,1.6903187969319333e-06,4.571680847220705e-07
1823,1.6691858242268154e-06,5.643014180378714e-07
1824,1.5318003860897988e-06,4.909508675154939e-07
1825,1.7681329573804305e-06,5.767565189884749e-07
1826,1.4621254500468694e-06,6.359364608243823e-07
1827,1.1825761010442193e-06,7.972941151734858e-07
1828,1.3740107824844472e-06,6.585712331030891e-07
1829,1.3717082136821546e-06,1.315982569138896e-06
1830,1.652151127018442e-06,8.286847519300977e-07
1831,1.4437456314908559e-06,1.1662221908181891e-06
1832,1.6290083664216581e-06,1.2231091890413381e-06
1833,1.692368128303201e-06,1.235973119406708e-06
1834,1.4617875230271693e-06,6.98222931916348e-07
1835,2.072286044096927e-06,5.044579580726349e-07
1836,1.4785650712667575e-06,5.316113345088525e-07
1837,1.4423708147859315e-06,5.350618099697613e-07
1838,1.5433235649453536e-06,6.15435769901751e-07
1839,1.7059199706181971e-06,7.047406764826292e-07
1840,1.4790416997811917e-06,5.350538359039092e-07
1841,1.596790447422336e-06,3.95505797889939e-07
1842,1.6992035796192795e-06,4.4677044286345335e-07
1843,1.7130041811697083e-06,5.15082655638821e-07
1844,1.6449218165348611e-06,5.192178691437732e-07
1845,1.343718853519249e-06,6.221954214069569e-07
1846,1.5087050151407766e-06,5.456395193448316e-07
1847,1.3671822181038351e-06,4.4871620819009195e-07
1848,1.5519232903216107e-06,5.060444525639696e-07
1849,1.539298523312027e-06,3.7037014521956735e-07
1850,1.2220192786571715e-06,3.509910966315033e-07
1851,1.2756989651308004e-06,2.953842956898711e-07
1852,1.5840156546431672e-06,3.222720117435074e-07
1853,1.6166019918273378e-06,3.7563451593669583e-07
1854,1.4360816216196781e-06,2.5458755903429164e-07
1855,1.7979903113030105e-06,3.9589751565927145e-07
1856,1.812533945155792e-06,4.5196861986340764e-07
1857,1.770035183312757e-06,4.896153502631506e-07
1858,1.914895452870269e-06,4.188986819642082e-07
1859,1.8591524533206893e-06,2.851617004751006e-07
1860,1.9251635201555928e-06,3.162834065761899e-07
1861,1.9288291834840265e-06,3.59828041140986e-07
1862,1.8026765253864596e-06,3.361381883948411e-07
1863,1.7641001193169359e-06,3.361379947719456e-07
1864,1.7898718951414594e-06,3.8118087974936543e-07
1865,1.7490633963390678e-06,3.4359963985153286e-07
1866,1.8270376607176786e-06,2.860980385932521e-07
1867,1.8125251433076528e-06,2.892275627885965e-07
1868,1.8361512310605121e-06,2.568734558394681e-07
1869,1.8352264561372067e-06,4.7272466385805956e-07
1870,1.6852369242315035e-06,2.821151996457161e-07
1871,1.6154811071089625e-06,3.218216804157237e-07
1872,1.7216775152206765e-06,4.0577647730799526e-07
1873,1.4905151246580317e-06,2.7475761771311724e-07
1874,1.5283050114334173e-06,2.8498884230288013e-07
1875,1.6964327826940462e-06,2.597573347529192e-07
1876,1.6547942500722002e-06,3.3132161192384046e-07
1877,1.775042161256124e-06,3.8593251439067444e-07
1878,2.2719050463138046e-06,3.393967800136011e-07
1879,1.9769776749001267e-06,3.085209252517984e-07
1880,1.8605336293830987e-06,3.600411757620492e-07
1881,2.2563035102507456e-06,2.3218449518580542e-07
1882,2.0159161078225907e-06,2.928369511323581e-07
1883,1.9097042383009466e-06,3.1091147723039114e-07
1884,2.049826843375513e-06,3.58472156847256e-07
1885,2.0587360900492513e-06,4.589292639245457e-07
1886,2.0889863341366777e-06,3.355801230231492e-07
1887,1.9893632776657455e-06,2.931487141921707e-07
1888,2.0581634512240043e-06,2.6123332297345314e-07
1889,2.110724487636162e-06,3.339317989903279e-07
1890,1.797868172559447e-06,2.8773757021482993e-07
1891,1.9721835933239618e-06,1.5361869942775996e-07
1892,1.9024934863054455e-06,1.7050353506853355e-07
1893,1.771160555996687e-06,2.2170299240897862e-07
1894,1.973011842792971e-06,1.9975879506084482e-07
1895,1.8687797744831869e-06,2.004198602634233e-07
1896,1.832206883989329e-06,1.3386255659497692e-07
1897,1.7724862146906162e-06,1.5440791012455435e-07
1898,1.9317623554115926e-06,1.7314565492476675e-07
1899,1.8849042131563465e-06,1.4758634137024274e-07
1900,1.7197959465420354e-06,1.5313606904765464e-07
1901,1.697858832194754e-06,2.0119460719669746e-07
1902,1.5025468886875615e-06,1.4632646205825495e-07
1903,1.870096280498501e-06,1.4202579912137026e-07
1904,1.856932946964207e-06,1.4511487567148151e-07
1905,1.7293703589160714e-06,1.1714922854011434e-07
1906,1.7901761788507997e-06,1.4866693298642986e-07
1907,1.8930806122696708e-06,1.085139966772175e-07
1908,1.9910771698050667e-06,1.0412145035054721e-07
1909,1.9539492637221656e-06,1.9363461589705366e-07
1910,2.117352416952656e-06,1.7154722842249726e-07
1911,1.8514902437871683e-06,1.1811230660185856e-07
1912,1.9066481815599445e-06,1.0991878696131607e-07
1913,1.987030294969827e-06,1.7340776525820445e-07
1914,1.9387073528776e-06,1.0580855153152768e-07
1915,1.7188132179768445e-06,6.597226676063883e-08
1916,1.5734045568649435e-06,6.922100959094735e-08
1917,2.125293070420753e-06,8.224818159874303e-08
1918,1.8584956933409558e-06,1.4702561657031765e-07
1919,1.9336481642540093e-06,5.524709134618888e-08
1920,2.0429882034989078e-06,5.6034513473690595e-08
1921,2.077961921642668e-06,1.1662031429438002e-07
1922,2.112302823320533e-06,1.1952255363212316e-07
1923,2.002167809322941e-06,1.6667038460482786e-07
1924,2.0665274149678226e-06,1.4438619544421272e-07
1925,1.995069361271362e-06,1.264790441268815e-07
1926,1.9528033785576326e-06,1.4378518020663478e-07
1927,2.2019718510790653e-06,1.8507712873372384e-07
1928,1.9058636606672508e-06,1.1426040913420366e-07
1929,1.8192283608442494e-06,7.909688526375191e-08
1930,1.874893225561891e-06,1.1028784041577921e-07
1931,1.7290520730739445e-06,8.439963838924314e-08
1932,1.6537940901173442e-06,1.052115539135201e-07
1933,1.699952134615046e-06,9.635356490456104e-08
1934,1.6235040618539642e-06,5.2718954535180274e-08
1935,1.728220176744344e-06,4.0692166969336085e-08
1936,1.613799465616239e-06,7.396075929477774e-08
1937,1.412723467097976e-06,9.821072022297983e-08
1938,1.6271343916685055e-06,9.334954143014329e-08
1939,1.3443470656682166e-06,5.964679683501117e-08
1940,1.1943537816527794e-06,1.0143131645712344e-07
1941,1.9391372134691665e-06,1.0330259136992481e-07
1942,1.7264664702310029e-06,1.3047110547503848e-07
1943,1.8087155417845224e-06,9.870999728711638e-08
1944,1.6547909247321968e-06,7.711646787811333e-08
1945,2.017294706391226e-06,9.803268419261713e-08
1946,1.994894326173835e-06,8.491873337845846e-08
1947,1.7106449430315251e-06,1.1205619077081508e-07
1948,1.6373062763364032e-06,1.261139019881341e-07
1949,1.3449301121681856e-06,1.0013348283877122e-07
1950,1.5346826263140656e-06,1.1273482880547192e-07
1951,1.6279961059240122e-06,1.1301085944825928e-07
1952,1.3159915042137982e-06,8.646739146911386e-08
1953,1.482478598546777e-06,1.3359545747437807e-07
1954,1.4434036259558525e-06,7.329402129663265e-08
1955,1.4857417180991206e-06,1.3984555913282293e-07
1956,1.5837592748368934e-06,6.889702142132137e-08
1957,1.4542471866718643e-06,1.316420579766664e-07
1958,1.4451609189336523e-06,1.2160197543353846e-07
1959,1.4098610190416139e-06,8.990867217395504e-08
1960,1.589023288062208e-06,8.166583143065509e-08
1961,1.523731381958271e-06,1.08391286779419e-07
1962,1.473870621993001e-06,8.942158835623104e-08
1963,1.5369808146203923e-06,7.694603432195635e-08
1964,1.3475989479871942e-06,1.2472135146879282e-07
1965,1.4292977166263654e-06,1.2312097341649064e-07
1966,1.5282307277431073e-06,1.0081116297300241e-07
1967,1.6181360944500511e-06,1.0994648252937722e-07
1968,2.097042171911312e-06,1.2935277776682241e-07
1969,1.4783421935504748e-06,9.991866911640557e-08
1970,1.4587156158540893e-06,9.059488431661933e-08
1971,1.6298996303731883e-06,1.0585098941806592e-07
1972,1.8858419466027954e-06,2.01101757024702e-07
1973,1.3132451233133224e-06,1.4279197757538498e-07
1974,1.145366347543586e-06,1.355762784260861e-07
1975,1.1337287730839307e-06,1.4564274053441295e-07
1976,1.1575604990099464e-06,1.1598459859207821e-07
1977,1.258219027633345e-06,1.0049296594871748e-07
1978,1.4584151575292026e-06,1.407920210416691e-07
1979,1.350635496777386e-06,1.0065394295821761e-07
1980,1.4366375644669915e-06,1.2052519388072724e-07
1981,1.3580955080527701e-06,1.2081799627416956e-07
1982,1.34144127628133e-06,1.198047914208189e-07
1983,1.448733495834631e-06,1.288324404935537e-07
1984,1.5378970346091592e-06,2.0296529934515917e-07
1985,1.3378601231295306e-06,1.2271738236702134e-07
1986,1.3973145307488721e-06,1.4566599859655582e-07
1987,1.3749338148016932e-06,1.5704799738447406e-07
1988,1.4745526311088497e-06,1.7689833886613826e-07
1989,1.519112231562758e-06,1.8879140495364766e-07
1990,1.4259120142412485e-06,1.830746672037975e-07
1991,1.5468406875385199e-06,2.2859714327028158e-07
1992,1.4750120396200828e-06,1.7631820758978733e-07
1993,1.5094340302113096e-06,1.783624781204196e-07
1994,1.4279226512314835e-06,2.2365688279180063e-07
1995,1.5356380274056391e-06,2.434680330121175e-07
1996,1.4364806446565126e-06,2.252674906610963e-07
1997,1.5046378480931821e-06,2.2823697432006185e-07
1998,1.5181723362900357e-06,2.3936008419767063e-07
1999,1.483944361169165e-06,2.6004443479110684e-07
